Symbol,Latest_Close,52_Week_Low,Distance_from_Low_%,Date_at_52W_Low,Chart_URL
SMJC,468.0,464.0,0.86,N/A,https://nepsealpha.com/nepse-chart?symbol=SMJC
GMFBS,1400.0,1385.1,1.08,N/A,https://nepsealpha.com/nepse-chart?symbol=GMFBS
MSHL,791.0,782.0,1.15,N/A,https://nepsealpha.com/nepse-chart?symbol=MSHL
VLBS,748.0,737.0,1.49,N/A,https://nepsealpha.com/nepse-chart?symbol=VLBS
