Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,389.9,23395.0,66.5,23461.5,172.77
SSHL,0,0.0,219.4,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,262.0,0.0,6768.0,6768.0,122.03
UNHPL,65,415.38,487.0,0.0,4655.0,4655.0,17.24
DORDI,130,307.54,279.0,0.0,-3710.0,-3710.0,-9.28
PPCL,10,390.0,383.0,-8000.0,-70.0,-8070.0,-206.92
MEL,164,323.0,258.2,0.0,-10627.2,-10627.2,-20.06
SINDU,115,866.3,735.0,0.0,-15100.0,-15100.0,-15.16
HLBSL,95,1079.0,900.0,0.0,-17005.0,-17005.0,-16.59
SAGAR,90,2220.0,1807.0,0.0,-37170.0,-37170.0,-18.6
GBLBS,60,1519.0,762.0,0.0,-45420.0,-45420.0,-49.84
