Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,338.0,23395.0,-1750.0,21645.0,159.39
SSHL,0,0.0,191.0,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,232.0,0.0,5358.0,5358.0,96.61
UNHPL,65,415.38,353.8,0.0,-4003.0,-4003.0,-14.83
PPCL,10,390.0,334.5,-8000.0,-555.0,-8555.0,-219.36
DORDI,130,307.54,240.0,0.0,-8780.0,-8780.0,-21.96
HLBSL,95,1079.0,869.9,0.0,-19864.5,-19864.5,-19.38
MEL,164,323.0,199.3,0.0,-20286.8,-20286.8,-38.3
SINDU,115,866.3,423.1,0.0,-50968.5,-50968.5,-51.16
GBLBS,60,1519.0,647.0,0.0,-52320.0,-52320.0,-57.41
SAGAR,90,2220.0,1559.0,0.0,-59490.0,-59490.0,-29.77
