Symbol,Latest_Close,52_Week_Low,Distance_from_Low_%,Date_at_52W_Low
EDBLPO,324.0,408.0,-20.59,N/A
MDBPO,318.0,359.0,-11.42,N/A
GUFLPO,298.0,331.0,-9.97,N/A
ICFCD83,934.2,1032.0,-9.48,N/A
ACLBSLP,512.0,556.0,-7.91,N/A
SMATAP,421.0,441.0,-4.54,N/A
SBLD83,1006.2,1038.0,-3.06,N/A
HBLPO,111.6,115.0,-2.96,N/A
HATHY,581.0,595.0,-2.35,N/A
KBLD86,1080.0,1096.3,-1.49,N/A
LBLD86,1083.0,1098.0,-1.37,N/A
SCBD,1070.0,1080.0,-0.93,N/A
NWCL,646.5,650.0,-0.54,N/A
FOWAD,915.0,920.0,-0.54,N/A
MERO,641.5,643.0,-0.23,N/A
NICD83/84,1002.8,1005.0,-0.22,N/A
RBBD83,1010.3,1010.9,-0.06,N/A
KMCDBP,587.0,587.0,0.0,N/A
MATRIP,523.5,523.5,0.0,N/A
LBBLPO,261.0,261.0,0.0,N/A
JBBLPO,181.4,181.4,0.0,N/A
NLICP,413.0,413.0,0.0,N/A
NLICLP,321.0,321.0,0.0,N/A
KBLPO,100.0,100.0,0.0,N/A
MLBSLP,100.0,100.0,0.0,N/A
FOWADP,550.0,550.0,0.0,N/A
GBIMEP,100.0,100.0,0.0,N/A
ALICLP,252.0,252.0,0.0,N/A
CYCLP,831.0,831.0,0.0,N/A
CZBILP,100.0,100.0,0.0,N/A
CORBLP,100.0,100.0,0.0,N/A
NMFBSP,610.0,610.0,0.0,N/A
PMLIP,255.0,255.0,0.0,N/A
RLFLPO,268.6,268.6,0.0,N/A
NMLBBLP,334.0,334.0,0.0,N/A
SFCLP,164.0,164.0,0.0,N/A
NABILP,301.1,301.1,0.0,N/A
MNBBLP,236.2,236.2,0.0,N/A
NICAP,179.0,179.0,0.0,N/A
MLBSP,698.0,698.0,0.0,N/A
SIFCPO,286.0,286.0,0.0,N/A
SLBBLP,443.0,443.0,0.0,N/A
SHINEP,222.0,222.0,0.0,N/A
UAILPO,251.0,251.0,0.0,N/A
BFCPO,250.0,250.0,0.0,N/A
NIBD84,1030.1,1030.0,0.01,N/A
SBLD2082,1045.2,1045.1,0.01,N/A
DLBS,1084.0,1083.8,0.02,N/A
MKCL,960.0,959.0,0.1,N/A
RBCL,13815.0,13801.0,0.1,N/A
PBLD86,1102.0,1100.2,0.16,N/A
SONA,399.1,398.0,0.28,N/A
PBD84,1070.0,1067.0,0.28,N/A
RBCLPO,11050.0,11000.0,0.45,N/A
SMFBS,1422.0,1415.0,0.49,N/A
GLBSL,1710.0,1700.0,0.59,N/A
SRBLD83,1015.0,1008.1,0.68,N/A
PBLD84,1065.1,1057.2,0.75,N/A
SJCL,264.0,262.0,0.76,N/A
LICN,769.0,763.0,0.79,N/A
SMATA,710.0,704.0,0.85,N/A
ULI,358.0,355.0,0.85,N/A
SRLI,367.1,363.9,0.88,N/A
NFS,555.0,550.0,0.91,N/A
HLI,316.0,313.1,0.93,N/A
ADBLB86,1010.0,1000.0,1.0,N/A
BOKD86KA,1111.1,1100.0,1.01,N/A
NMLBBL,500.0,494.7,1.07,N/A
VLUCL,393.2,389.0,1.08,N/A
NESDO,1395.0,1380.1,1.08,N/A
GBLBS,698.0,690.0,1.16,N/A
SGHC,299.7,296.0,1.25,N/A
CBBLPO,395.0,390.0,1.28,N/A
BEDC,307.0,303.1,1.29,N/A
NUBL,590.0,582.2,1.34,N/A
SKBBL,750.0,740.0,1.35,N/A
GMLI,1025.1,1011.0,1.39,N/A
HLICF,8.37,8.25,1.45,N/A
