Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,359.6,23395.0,-994.0,22401.0,164.96
SSHL,0,0.0,199.0,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,256.5,0.0,6509.5,6509.5,117.37
UNHPL,65,415.38,513.0,0.0,6345.0,6345.0,23.5
DORDI,130,307.54,277.0,0.0,-3970.0,-3970.0,-9.93
PPCL,10,390.0,370.1,-8000.0,-199.0,-8199.0,-210.23
MEL,164,323.0,262.9,0.0,-9856.4,-9856.4,-18.61
HLBSL,95,1079.0,897.0,0.0,-17290.0,-17290.0,-16.87
SINDU,115,866.3,709.0,0.0,-18090.0,-18090.0,-18.16
SAGAR,90,2220.0,1729.0,0.0,-44190.0,-44190.0,-22.12
GBLBS,60,1519.0,758.0,0.0,-45660.0,-45660.0,-50.1
