Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,351.0,23395.0,-1295.0,22100.0,162.74
SSHL,0,0.0,207.0,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,246.9,0.0,6058.3,6058.3,109.24
UNHPL,65,415.38,467.1,0.0,3361.5,3361.5,12.45
DORDI,130,307.54,273.1,0.0,-4477.0,-4477.0,-11.2
PPCL,10,390.0,371.0,-8000.0,-190.0,-8190.0,-210.0
MEL,164,323.0,242.8,0.0,-13152.8,-13152.8,-24.83
HLBSL,95,1079.0,898.0,0.0,-17195.0,-17195.0,-16.77
SINDU,115,866.3,716.0,0.0,-17285.0,-17285.0,-17.35
GBLBS,60,1519.0,740.1,0.0,-46734.0,-46734.0,-51.28
SAGAR,90,2220.0,1675.0,0.0,-49050.0,-49050.0,-24.55
