Symbol,Latest_Close,52_Week_Low,Distance_from_Low_%,Date_at_52W_Low
EDBLPO,324.0,408.0,-20.59,N/A
MDBPO,318.0,359.0,-11.42,N/A
ICFCD83,843.2,934.2,-9.74,N/A
HBLPO,102.0,111.6,-8.6,N/A
ACLBSLP,512.0,556.0,-7.91,N/A
SMATAP,421.0,441.0,-4.54,N/A
WNLB,972.2,1010.0,-3.74,N/A
GLBSL,1630.0,1655.0,-1.51,N/A
MLBSL,1036.1,1050.0,-1.32,N/A
SCBD,1056.6,1070.0,-1.25,N/A
RBCLPO,10900.0,11000.0,-0.91,N/A
MATRI,720.0,725.0,-0.69,N/A
HEI,453.0,456.0,-0.66,N/A
NIBD84,1017.2,1022.5,-0.52,N/A
SBLD84,1025.0,1029.0,-0.39,N/A
BOKD86KA,1096.5,1100.0,-0.32,N/A
SHLB,1256.0,1260.0,-0.32,N/A
NMB50,9.68,9.7,-0.21,N/A
RNLI,406.5,407.0,-0.12,N/A
RBBD83,1010.3,1010.9,-0.06,N/A
GWFD83,1016.0,1016.2,-0.02,N/A
NLICP,413.0,413.0,0.0,N/A
NICAP,179.0,179.0,0.0,N/A
NLICLP,321.0,321.0,0.0,N/A
JBBLPO,181.4,181.4,0.0,N/A
NABILP,301.1,301.1,0.0,N/A
LBBLPO,261.0,261.0,0.0,N/A
NESDO,1300.0,1300.0,0.0,N/A
FOWADP,550.0,550.0,0.0,N/A
GBIMEP,100.0,100.0,0.0,N/A
GUFLPO,298.0,298.0,0.0,N/A
ALICLP,252.0,252.0,0.0,N/A
SFMF,9.5,9.5,0.0,N/A
NMLBBLP,334.0,334.0,0.0,N/A
NMFBSP,610.0,610.0,0.0,N/A
PMLIP,255.0,255.0,0.0,N/A
SALICOPO,270.0,270.0,0.0,N/A
SHINEP,222.0,222.0,0.0,N/A
SFCLP,164.0,164.0,0.0,N/A
MNBBLP,236.2,236.2,0.0,N/A
KMCDBP,587.0,587.0,0.0,N/A
MATRIP,523.5,523.5,0.0,N/A
MLBSLP,100.0,100.0,0.0,N/A
UAILPO,251.0,251.0,0.0,N/A
RLFLPO,268.6,268.6,0.0,N/A
SRLIP,197.6,197.6,0.0,N/A
SIFCPO,286.0,286.0,0.0,N/A
SLBBLP,443.0,443.0,0.0,N/A
CORBLP,100.0,100.0,0.0,N/A
CYCLP,831.0,831.0,0.0,N/A
BFCPO,250.0,250.0,0.0,N/A
MLBSP,698.0,698.0,0.0,N/A
KBLPO,100.0,100.0,0.0,N/A
SBLD2082,1045.2,1045.1,0.01,N/A
HBLD86,1112.4,1112.0,0.04,N/A
NIBLGF,8.25,8.24,0.12,N/A
NMIC,777.0,776.1,0.12,N/A
TTL,671.2,670.0,0.18,N/A
LBLD86,1085.0,1083.0,0.18,N/A
BGWT,467.0,466.0,0.21,N/A
PBLD86,1103.0,1100.2,0.25,N/A
PBD84,1070.0,1067.0,0.28,N/A
SICL,528.6,527.0,0.3,N/A
NUBL,570.0,568.1,0.33,N/A
AHPC,247.5,246.5,0.41,N/A
NBLD85,1025.1,1020.0,0.5,N/A
ULHC,287.5,286.0,0.52,N/A
DLBS,990.1,985.0,0.52,N/A
SALICO,523.0,520.1,0.56,N/A
NFS,528.0,525.0,0.57,N/A
NIMB,182.2,181.0,0.66,N/A
LICN,756.0,751.0,0.67,N/A
SWMF,578.0,574.0,0.7,N/A
DOLTI,280.0,278.0,0.72,N/A
PBLD84,1065.1,1057.2,0.75,N/A
PMLI,403.0,400.0,0.75,N/A
ILI,400.0,397.0,0.76,N/A
BOKD86,1053.1,1045.0,0.78,N/A
SKBBL,741.0,735.0,0.82,N/A
RBCL,13500.0,13388.0,0.84,N/A
ULI,358.0,355.0,0.85,N/A
SRLI,353.0,350.0,0.86,N/A
NICD83/84,1010.0,1001.4,0.86,N/A
NRIC,795.0,788.0,0.89,N/A
RURU,569.0,564.0,0.89,N/A
HIDCL,236.2,234.0,0.94,N/A
NIMBPO,138.4,137.1,0.95,N/A
UMRH,509.9,505.1,0.95,N/A
MERO,602.9,597.0,0.99,N/A
ADBLB86,1010.0,1000.0,1.0,N/A
JFL,371.0,367.2,1.03,N/A
MEL,197.0,195.0,1.03,N/A
UAIL,375.0,371.1,1.05,N/A
SBD87,1062.0,1050.0,1.14,N/A
BHDC,409.7,405.1,1.14,N/A
VLBS,612.0,605.0,1.16,N/A
FOWAD,860.0,850.0,1.18,N/A
SMB,1720.0,1699.0,1.24,N/A
KDL,720.0,711.0,1.27,N/A
CBBLPO,395.0,390.0,1.28,N/A
NLIC,693.8,685.0,1.28,N/A
SPDL,349.5,345.0,1.3,N/A
AHL,373.8,369.0,1.3,N/A
NICA,308.0,304.0,1.32,N/A
MKHC,236.0,232.9,1.33,N/A
NIL,521.9,515.0,1.34,N/A
GMFBS,1110.0,1095.0,1.37,N/A
NIFRAGED,1000.1,986.0,1.43,N/A
KPCL,447.1,440.6,1.48,N/A
SMJC,400.0,394.1,1.5,N/A
