Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,390.0,23395.0,70.0,23465.0,172.79
SSHL,0,0.0,222.1,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,274.0,0.0,7332.0,7332.0,132.2
UNHPL,65,415.38,521.0,0.0,6865.0,6865.0,25.43
DORDI,130,307.54,286.0,0.0,-2800.0,-2800.0,-7.0
MEL,164,323.0,277.0,0.0,-7544.0,-7544.0,-14.24
PPCL,10,390.0,392.9,-8000.0,29.0,-7971.0,-204.38
SINDU,115,866.3,740.0,0.0,-14525.0,-14525.0,-14.58
HLBSL,95,1079.0,899.0,0.0,-17100.0,-17100.0,-16.68
SAGAR,90,2220.0,1810.0,0.0,-36900.0,-36900.0,-18.47
GBLBS,60,1519.0,762.0,0.0,-45420.0,-45420.0,-49.84
