Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,406.0,23395.0,630.0,24025.0,176.91
SSHL,0,0.0,223.3,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,279.0,0.0,7567.0,7567.0,136.44
UNHPL,65,415.38,525.0,0.0,7125.0,7125.0,26.39
DORDI,130,307.54,292.1,0.0,-2007.0,-2007.0,-5.02
MEL,164,323.0,280.0,0.0,-7052.0,-7052.0,-13.31
PPCL,10,390.0,407.0,-8000.0,170.0,-7830.0,-200.77
SINDU,115,866.3,761.0,0.0,-12110.0,-12110.0,-12.16
HLBSL,95,1079.0,925.0,0.0,-14630.0,-14630.0,-14.27
SAGAR,90,2220.0,1929.9,0.0,-26109.0,-26109.0,-13.07
GBLBS,60,1519.0,784.4,0.0,-44076.0,-44076.0,-48.36
