Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,368.5,23395.0,-682.5,22712.5,167.25
SSHL,0,0.0,203.0,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,241.0,0.0,5781.0,5781.0,104.24
UNHPL,65,415.38,400.0,0.0,-1000.0,-1000.0,-3.7
DORDI,130,307.54,258.2,0.0,-6414.0,-6414.0,-16.04
PPCL,10,390.0,363.4,-8000.0,-266.0,-8266.0,-211.95
MEL,164,323.0,229.5,0.0,-15334.0,-15334.0,-28.95
SINDU,115,866.3,718.9,0.0,-16951.5,-16951.5,-17.02
HLBSL,95,1079.0,880.0,0.0,-18905.0,-18905.0,-18.44
GBLBS,60,1519.0,775.0,0.0,-44640.0,-44640.0,-48.98
SAGAR,90,2220.0,1575.0,0.0,-58050.0,-58050.0,-29.05
