Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,358.0,23395.0,-1050.0,22345.0,164.54
SSHL,0,0.0,210.0,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,252.0,0.0,6298.0,6298.0,113.56
UNHPL,65,415.38,361.0,0.0,-3535.0,-3535.0,-13.09
DORDI,130,307.54,262.0,0.0,-5920.0,-5920.0,-14.81
PPCL,10,390.0,337.9,-8000.0,-521.0,-8521.0,-218.49
MEL,164,323.0,214.5,0.0,-17794.0,-17794.0,-33.59
HLBSL,95,1079.0,865.2,0.0,-20311.0,-20311.0,-19.81
GBLBS,60,1519.0,692.5,0.0,-49590.0,-49590.0,-54.41
SINDU,115,866.3,418.5,0.0,-51497.5,-51497.5,-51.69
SAGAR,90,2220.0,1590.0,0.0,-56700.0,-56700.0,-28.38
