Symbol,Score,Signal,Close,RSI,Trend,52W_Position_%,Volume_Ratio,Momentum_5D_%,Factors
AKPL,50,BUY,259.9,44.6,UP,52.7,0.17,-6.2,"Strong_Uptrend, Above_200SMA, Below_BB_Middle, Negative_5D_Momentum_Reversal"
HURJA,50,BUY,254.0,48.4,UP,61.6,0.25,-10.5,"Strong_Uptrend, Above_200SMA, Below_BB_Middle, Negative_5D_Momentum_Reversal"
LEC,50,BUY,216.0,50.1,UP,44.1,0.27,-6.3,"Strong_Uptrend, Above_200SMA, Below_BB_Middle, Negative_5D_Momentum_Reversal"
GLH,50,BUY,264.0,47.2,UP,46.7,0.66,-7.0,"Strong_Uptrend, Above_200SMA, Below_BB_Middle, Negative_5D_Momentum_Reversal"
NHPC,50,BUY,215.0,50.0,UP,60.6,0.2,-8.3,"Strong_Uptrend, Above_200SMA, Below_BB_Middle, Negative_5D_Momentum_Reversal"
PLI,50,BUY,587.0,51.8,UP,79.1,0.62,-1.7,"Strong_Uptrend, Above_200SMA, Below_BB_Middle, Strong_20D_Momentum"
SSHL,50,BUY,183.4,29.0,UP,21.1,0.13,-6.2,"Oversold_RSI, Strong_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle, Negative_5D_Momentum_Reversal"
SHEL,45,WATCH,298.0,57.8,UP,58.1,0.33,-6.0,"Strong_Uptrend, Above_200SMA, Negative_5D_Momentum_Reversal"
API,40,WATCH,297.0,50.0,UP,55.5,0.36,-2.0,"Strong_Uptrend, Above_200SMA, Below_BB_Middle"
KKHC,40,WATCH,276.9,61.9,UP,25.8,0.59,-13.5,"Strong_Uptrend, Below_200SMA, Lower_Half_Range, Negative_5D_Momentum_Reversal, Strong_20D_Momentum"
CHDC,40,WATCH,2531.1,62.3,UP,69.7,0.62,7.7,"Strong_Uptrend, Above_200SMA, Positive_5D_Momentum"
RHPL,40,WATCH,284.0,48.3,UP,12.5,0.32,-7.9,"Strong_Uptrend, Below_200SMA, Near_52W_Low, Below_BB_Middle, Negative_5D_Momentum_Reversal"
PPCL,40,WATCH,370.0,45.8,UP,76.2,0.24,-3.1,"Strong_Uptrend, Above_200SMA, Below_BB_Middle"
EBL,40,WATCH,667.9,48.9,UP,48.8,0.48,0.2,"Strong_Uptrend, Above_200SMA, Below_BB_Middle"
HDHPC,35,WATCH,192.0,33.7,UP,49.1,0.23,-8.5,"Low_RSI, Strong_Uptrend, Below_200SMA, Below_BB_Middle, Negative_5D_Momentum_Reversal"
GHL,35,WATCH,234.0,49.0,UP,29.8,0.27,-8.9,"Strong_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle, Negative_5D_Momentum_Reversal"
SANIMA,35,WATCH,333.1,53.0,UP,43.4,0.41,0.4,"Strong_Uptrend, Above_200SMA"
SCB,35,WATCH,648.0,69.4,UP,57.1,0.91,1.6,"Strong_Uptrend, Above_200SMA"
PMHPL,35,WATCH,346.0,53.0,UP,40.0,0.24,-4.8,"Strong_Uptrend, Above_200SMA"
GUFL,35,WATCH,540.0,27.4,DOWN,37.0,0.34,-2.2,"Oversold_RSI, Above_200SMA, Below_BB_Middle"
SBI,35,WATCH,408.8,49.4,UP,39.8,0.93,1.8,"Strong_Uptrend, Above_200SMA"
SIFC,35,WATCH,574.0,25.5,DOWN,57.8,0.18,-2.9,"Oversold_RSI, Above_200SMA, Below_BB_Middle"
UMHL,35,WATCH,621.9,29.1,DOWN,81.6,0.25,1.3,"Oversold_RSI, Above_200SMA, Below_BB_Middle"
SJCL,35,WATCH,297.3,49.4,UP,25.5,0.27,-7.1,"Strong_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle, Negative_5D_Momentum_Reversal"
AKJCL,35,WATCH,365.0,62.2,UP,90.6,0.46,-2.7,"Strong_Uptrend, Above_200SMA, Near_52W_High, Strong_20D_Momentum"
TPC,35,WATCH,384.0,51.0,UP,28.3,0.27,-10.5,"Strong_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle, Negative_5D_Momentum_Reversal"
NBB,30,WATCH,400.0,61.3,UP,61.0,3.15,0.9,"Strong_Uptrend, Below_200SMA, High_Volume, Strong_20D_Momentum"
MPFL,30,WATCH,614.0,37.5,DOWN,46.6,0.11,-2.5,"Low_RSI, Above_200SMA, Below_BB_Middle"
ICFC,30,WATCH,648.0,39.7,DOWN,55.1,0.16,-0.5,"Low_RSI, Above_200SMA, Below_BB_Middle"
MDB,30,WATCH,629.0,33.3,DOWN,46.3,0.67,-0.6,"Low_RSI, Above_200SMA, Below_BB_Middle"
SBL,30,WATCH,375.0,31.6,DOWN,83.0,0.59,0.9,"Low_RSI, Above_200SMA, Below_BB_Middle"
TRH,30,WATCH,747.0,50.4,UP,11.6,0.22,-1.3,"Strong_Uptrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
PLIC,30,WATCH,340.0,16.8,DOWN,0.0,2.22,-6.6,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB, High_Volume, Negative_5D_Momentum_Reversal"
NABBC,30,WATCH,1430.0,40.5,DOWN,57.1,0.15,-10.6,"Above_200SMA, Below_BB_Middle, Negative_5D_Momentum_Reversal"
UNHPL,30,WATCH,483.0,42.5,DOWN,76.8,0.17,-5.3,"Above_200SMA, Below_BB_Middle, Negative_5D_Momentum_Reversal"
NGPL,25,NEUTRAL,425.0,51.3,UP,87.6,0.52,-2.1,"Strong_Uptrend, Above_200SMA, Near_52W_High"
RADHI,25,NEUTRAL,855.6,53.9,UP,94.4,0.53,1.3,"Strong_Uptrend, Above_200SMA, Near_52W_High"
UPPER,25,NEUTRAL,183.8,41.8,UP,28.1,0.22,-4.7,"Strong_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
BARUN,25,NEUTRAL,342.9,38.5,DOWN,16.0,0.22,-6.1,"Low_RSI, Below_200SMA, Lower_Half_Range, Below_BB_Middle, Negative_5D_Momentum_Reversal"
KRBL,25,NEUTRAL,810.0,46.4,UP,93.7,0.89,3.9,"Strong_Uptrend, Above_200SMA, Near_52W_High"
RHPC,25,NEUTRAL,840.0,75.0,UP,75.1,2.13,16.7,"Overbought_RSI, Weak_Uptrend, Above_200SMA, High_Volume, Positive_5D_Momentum"
AHPC,25,NEUTRAL,272.0,51.1,UP,34.3,0.4,-7.5,"Strong_Uptrend, Below_200SMA, Below_BB_Middle, Negative_5D_Momentum_Reversal"
GBBL,25,NEUTRAL,397.0,50.0,UP,24.2,0.38,-0.4,"Strong_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
CHL,20,NEUTRAL,275.0,45.0,DOWN,13.6,0.29,-7.4,"Below_200SMA, Near_52W_Low, Below_BB_Middle, Negative_5D_Momentum_Reversal"
MEGA,20,NEUTRAL,219.0,86.0,UP,15.8,2.32,5.8,"Overbought_RSI, Weak_Uptrend, Below_200SMA, Lower_Half_Range, High_Volume, Positive_5D_Momentum, Strong_20D_Momentum"
MFIL,20,NEUTRAL,794.9,48.6,DOWN,78.2,0.55,2.1,"Above_200SMA, Below_BB_Middle"
CFCL,20,NEUTRAL,535.9,40.4,DOWN,35.0,0.2,2.1,"Above_200SMA, Below_BB_Middle"
MBL,20,NEUTRAL,228.3,50.5,DOWN,36.4,0.44,-0.3,"Above_200SMA, Below_BB_Middle"
KBL,20,NEUTRAL,183.5,36.0,DOWN,13.4,0.36,-2.4,"Low_RSI, Below_200SMA, Near_52W_Low, Below_BB_Middle"
MHNL,15,NEUTRAL,260.0,39.8,DOWN,35.5,0.28,-9.4,"Low_RSI, Below_200SMA, Below_BB_Middle, Negative_5D_Momentum_Reversal"
GLICL,15,NEUTRAL,344.0,30.2,DOWN,0.0,2.68,-4.4,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB, High_Volume"
JBBL,15,NEUTRAL,328.0,35.5,DOWN,23.1,0.24,-2.7,"Low_RSI, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
NABIL,15,NEUTRAL,496.0,44.4,UP,25.4,0.45,0.2,"Weak_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
ULI,15,NEUTRAL,358.0,16.9,DOWN,0.0,1.87,-3.5,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle, High_Volume"
SLICL,15,NEUTRAL,387.0,31.7,DOWN,3.8,2.62,5.1,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle, High_Volume, Positive_5D_Momentum"
SINDU,15,NEUTRAL,743.9,31.4,DOWN,16.7,0.25,-2.0,"Low_RSI, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
GFCL,15,NEUTRAL,633.0,30.4,DOWN,29.6,0.24,-1.2,"Low_RSI, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
SPDL,10,NEUTRAL,400.3,39.6,DOWN,60.7,0.57,-1.9,"Low_RSI, Strong_Downtrend, Above_200SMA, Below_BB_Middle"
NYADI,10,NEUTRAL,397.8,47.1,DOWN,7.4,0.14,-1.8,"Below_200SMA, Near_52W_Low, Below_BB_Middle"
PFL,5,NEUTRAL,370.0,29.7,DOWN,7.7,0.28,-2.1,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
SAPDBL,5,NEUTRAL,819.0,27.3,DOWN,13.4,0.12,-1.1,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
DHPL,5,NEUTRAL,297.8,42.5,DOWN,17.2,0.31,-4.6,"Below_200SMA, Lower_Half_Range, Below_BB_Middle"
RLI,5,NEUTRAL,387.0,38.2,DOWN,26.4,1.68,-2.0,"Low_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle, High_Volume"
SADBL,5,NEUTRAL,411.5,53.5,DOWN,23.2,0.2,-1.6,"Below_200SMA, Lower_Half_Range, Below_BB_Middle"
ALICL,5,NEUTRAL,439.0,24.1,DOWN,0.7,0.56,-1.5,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
KSBBL,5,NEUTRAL,458.0,51.0,DOWN,27.4,0.5,0.2,"Below_200SMA, Lower_Half_Range, Below_BB_Middle"
