Symbol,Latest_Close,52_Week_Low,52_Week_High,Distance_from_Low_%,Distance_from_High_%
SMATAP,421.0,441.0,593.0,-4.54,-29.01
PBD84,1070.2,1080.0,1182.0,-0.91,-9.46
SBLD83,1045.0,1052.0,1122.0,-0.67,-6.86
CYCLP,831.0,831.0,864.0,0.0,-3.82
NMLBBLP,334.0,334.0,366.1,0.0,-8.77
NLICLP,321.0,321.0,321.0,0.0,0.0
NMFBSP,675.0,675.0,675.0,0.0,0.0
SLBBLP,453.0,453.0,463.0,0.0,-2.16
SFCLP,164.0,164.0,164.0,0.0,0.0
NLICP,413.0,413.0,413.0,0.0,0.0
LBBLPO,261.0,261.0,261.0,0.0,0.0
KMCDBP,587.0,587.0,605.0,0.0,-2.98
RLFLPO,268.6,268.6,303.0,0.0,-11.35
JBBLPO,181.4,181.4,187.0,0.0,-2.99
FOWADP,660.0,660.0,660.0,0.0,0.0
SIFCPO,286.0,286.0,286.0,0.0,0.0
KBLPO,100.0,100.0,115.0,0.0,-13.04
MATRIP,523.5,523.5,766.5,0.0,-31.7
PMLIP,270.0,270.0,270.0,0.0,0.0
MLBSP,698.0,698.0,957.0,0.0,-27.06
NABILP,301.1,301.1,301.1,0.0,0.0
BFCPO,250.0,250.0,324.0,0.0,-22.84
HBLPO,115.0,115.0,133.0,0.0,-13.53
PRVUPO,100.0,100.0,100.9,0.0,-0.89
ALICLP,252.0,252.0,388.0,0.0,-35.05
MLBSLP,100.0,100.0,100.0,0.0,0.0
GBIMEP,100.0,100.0,122.0,0.0,-18.03
SBLD2082,1045.2,1045.1,1097.6,0.01,-4.77
SMB,1702.0,1699.0,2600.0,0.18,-34.54
CGH,797.0,792.3,1150.0,0.59,-30.7
BBC,4515.0,4480.0,6120.0,0.78,-26.23
ULI,358.0,355.0,746.0,0.85,-52.01
GWFD83,1090.0,1080.0,1464.8,0.93,-25.59
ADBLD83,1051.9,1042.2,1160.0,0.93,-9.32
CBBLPO,395.0,390.0,395.0,1.28,0.0
SBLD84,1045.0,1031.3,1115.0,1.33,-6.28
JSLBB,1078.1,1059.0,1485.0,1.8,-27.4
SLBSL,1185.1,1164.0,1694.9,1.81,-30.08
HLICF,8.9,8.74,10.55,1.83,-15.64
NUBL,655.0,643.1,854.4,1.85,-23.34
HATHY,786.0,771.1,1382.4,1.93,-43.14
SMFBS,1519.0,1490.0,2026.0,1.95,-25.02
CZBILP,109.0,106.9,111.0,1.96,-1.8
SLBBL,816.0,799.9,1155.0,2.01,-29.35
HLI,341.0,334.0,464.0,2.1,-26.51
NBLD82,1065.0,1042.5,1149.4,2.16,-7.34
PBLD84,1085.1,1062.1,1158.4,2.17,-6.33
LBLD88,1063.0,1039.2,1166.0,2.29,-8.83
FOWAD,1036.0,1012.4,1364.0,2.33,-24.05
SKBBL,768.0,750.0,999.0,2.4,-23.12
NMLBBL,585.0,570.1,807.0,2.61,-27.51
NFS,570.0,555.0,851.0,2.7,-33.02
MERO,719.0,700.0,1000.0,2.71,-28.1
MND84/85,1061.0,1033.0,1128.0,2.71,-5.94
KMCDB,863.9,840.5,1223.0,2.78,-29.36
PBD85,1063.0,1033.0,1150.0,2.9,-7.57
SMPDA,844.9,821.0,1155.0,2.91,-26.85
SFCL,370.0,359.4,565.0,2.95,-34.51
GMFBS,1295.0,1257.1,1871.0,3.01,-30.79
RAWA,572.0,555.0,882.0,3.06,-35.15
SWBBL,733.0,711.0,1046.5,3.09,-29.96
NIBD2082,1040.0,1008.5,1170.0,3.12,-11.11
BOKD86KA,1204.0,1167.0,1195.0,3.17,0.75
VLUCL,485.0,470.0,664.8,3.19,-27.05
SGICP,258.0,250.0,323.0,3.2,-20.12
ICFCD83,1114.0,1079.1,1368.9,3.23,-18.62
MEHL,375.0,363.1,519.0,3.28,-27.75
LBL,173.0,167.5,972.0,3.28,-82.2
CYCL,1478.0,1431.1,2040.0,3.28,-27.55
SPC,456.0,441.0,591.0,3.4,-22.84
USLB,1268.0,1225.0,2750.0,3.51,-53.89
VLBS,684.0,660.8,1008.0,3.51,-32.14
MATRI,896.5,866.0,1347.0,3.52,-33.44
SHLB,1465.0,1415.0,2170.0,3.53,-32.49
UNL,46600.0,45000.0,50724.0,3.56,-8.13
NHDL,637.0,615.0,796.0,3.58,-19.97
SBID83,1062.2,1025.0,1226.0,3.63,-13.36
UNLB,1400.0,1350.0,2480.0,3.7,-43.55
NICD83/84,1105.0,1065.6,1149.0,3.7,-3.83
SWMF,665.0,641.0,868.1,3.74,-23.4
SRBLD83,1079.6,1038.8,1126.0,3.93,-4.12
SAND2085,1124.3,1081.7,1189.0,3.94,-5.44
SMATA,764.0,734.1,1382.0,4.07,-44.72
MKCL,1280.0,1230.0,1900.0,4.07,-32.63
NBBD2085,1123.0,1078.6,1206.3,4.12,-6.91
RURU,657.0,631.0,853.0,4.12,-22.98
RBBF40,9.35,8.98,10.2,4.12,-8.33
BNL,14551.0,13968.1,18399.9,4.17,-20.92
PMLI,464.0,445.0,572.0,4.27,-18.88
RBBD83,1070.0,1025.7,1100.0,4.32,-2.73
MLBL,364.0,348.9,468.6,4.33,-22.32
NRN,1385.0,1327.0,2444.0,4.37,-43.33
HBLD83,1065.0,1020.0,1111.0,4.41,-4.14
PROFL,440.0,421.4,589.2,4.41,-25.32
GILB,1122.8,1075.0,1441.6,4.45,-22.11
MFLD85,1100.0,1051.8,1203.0,4.58,-8.56
EBLD85,1153.1,1102.5,1250.0,4.59,-7.75
PFL,369.0,352.8,475.5,4.59,-22.4
CIT,1778.7,1699.9,2168.0,4.64,-17.96
NMBD2085,1160.0,1107.5,1188.0,4.74,-2.36
MLBBL,1198.0,1143.0,1690.0,4.81,-29.11
KPCL,493.0,470.3,711.0,4.83,-30.66
NIMBPO,149.0,142.0,184.5,4.93,-19.24
SRLIP,210.0,200.0,223.0,5.0,-5.83
GLBSL,1791.2,1705.2,2764.0,5.04,-35.2
DLBS,1275.5,1214.3,1684.0,5.04,-24.26
MKHC,326.0,310.2,503.4,5.09,-35.24
LICN,813.0,773.0,990.0,5.17,-17.88
MSHL,681.0,647.4,979.0,5.19,-30.44
MBJC,284.1,270.0,362.0,5.22,-21.52
SBD89,1195.0,1135.1,1320.0,5.28,-9.47
GBBD85,1085.0,1030.0,1135.0,5.34,-4.41
HBLD86,1154.3,1095.1,1201.0,5.41,-3.89
EHPL,390.1,370.0,685.0,5.43,-43.05
BNHC,330.1,313.0,613.8,5.46,-46.22
SBLD89,1272.0,1205.0,1450.0,5.56,-12.28
HDL,1165.0,1103.0,1556.1,5.62,-25.13
NIFRA,264.0,249.9,328.1,5.64,-19.54
BHPL,523.3,495.0,916.9,5.72,-42.93
SPL,708.9,670.4,1035.0,5.74,-31.51
ICFC,622.0,588.0,730.9,5.78,-14.9
RBCLPO,11900.1,11250.0,13530.0,5.78,-12.05
BOKD86,1086.0,1025.1,1139.3,5.94,-4.68
NICAD2091,1065.0,1005.2,1102.6,5.95,-3.41
RBCL,15205.1,14350.0,16900.0,5.96,-10.03
CSY,9.4,8.87,10.0,5.98,-6.0
ALICL,455.8,430.0,715.0,6.0,-36.25
HPPL,376.5,355.1,613.0,6.03,-38.58
ENL,895.0,844.0,1225.0,6.04,-26.94
NICAD85/86,1125.1,1060.0,1190.0,6.14,-5.45
JBLB,1295.0,1219.9,1644.0,6.16,-21.23
MLBSL,1805.0,1700.0,2435.5,6.18,-25.89
BOKL,207.3,195.2,688.0,6.2,-69.87
CITY,371.0,349.2,998.4,6.24,-62.84
EDBL,579.0,545.0,717.3,6.24,-19.28
UMRH,544.0,512.0,675.0,6.25,-19.41
USHL,625.0,588.0,945.0,6.29,-33.86
NIFRAUR85/86,1041.7,980.0,1128.0,6.3,-7.65
GMLI,1307.9,1230.0,2600.0,6.33,-49.7
HLBSL,890.0,837.0,1100.0,6.33,-19.09
DOLTI,349.9,329.0,642.6,6.35,-45.55
JFL,410.0,385.4,558.0,6.38,-26.52
NMBD87/88,1106.5,1040.0,1196.4,6.39,-7.51
NMB,246.0,231.2,283.0,6.4,-13.07
SCBD,1150.0,1080.0,1236.0,6.48,-6.96
NSY,9.65,9.06,10.19,6.51,-5.3
SALICO,607.2,570.1,765.9,6.51,-20.72
PCBL,240.9,226.0,290.0,6.59,-16.93
JLI,351.9,330.1,998.0,6.6,-64.74
MKJC,501.0,469.4,635.0,6.73,-21.1
CBBL,923.9,865.1,1144.8,6.8,-19.3
EBLD86,1091.8,1022.0,1150.0,6.83,-5.06
MNBBLP,236.2,221.0,256.0,6.88,-7.73
NIBD84,1083.0,1013.1,1130.0,6.9,-4.16
KDL,823.5,770.0,1200.0,6.95,-31.37
MANDU,820.0,766.5,970.0,6.98,-15.46
NWCL,792.0,740.2,1045.0,7.0,-24.21
JBBD87,1115.1,1042.0,1289.0,7.02,-13.49
SARBTM,868.0,810.0,1048.0,7.16,-17.18
UPCL,367.7,343.1,489.0,7.17,-24.81
MLBS,1276.0,1190.0,1900.0,7.23,-32.84
BEDC,368.9,343.9,872.0,7.27,-57.69
SBIBD86,1127.4,1050.0,1222.0,7.37,-7.74
NIMB,197.8,184.2,247.0,7.38,-19.92
GCIL,430.0,400.0,579.0,7.5,-25.73
OMPL,1161.0,1079.0,2167.2,7.6,-46.43
MCHL,316.9,294.5,590.7,7.61,-46.35
LBBLD89,1280.0,1189.0,1346.0,7.65,-4.9
ICFCD89,1098.0,1020.0,1115.0,7.65,-1.52
NICLBSL,576.0,535.0,764.0,7.66,-24.61
MHCL,350.0,325.0,515.1,7.69,-32.05
SNMAPO,180.0,167.0,180.0,7.78,0.0
MMKJL,510.0,473.0,699.9,7.82,-27.13
NRM,373.0,345.9,590.0,7.83,-36.78
NBLD85,1090.0,1010.5,1187.0,7.87,-8.17
SICL,635.5,588.8,828.0,7.93,-23.25
NMFBS,1136.0,1051.9,1504.0,8.0,-24.47
PCBLP,108.1,100.0,105.3,8.1,2.66
NADEP,752.6,696.0,1046.0,8.13,-28.05
SMJC,465.0,430.0,679.3,8.14,-31.55
FMDBL,788.0,728.2,1038.8,8.21,-24.14
SRLI,393.9,363.9,451.1,8.24,-12.68
SDBD87,1132.0,1045.7,1196.2,8.25,-5.37
SHINE,414.0,382.0,499.0,8.38,-17.03
PRIN,682.9,630.0,960.3,8.4,-28.89
EBLEB89,1080.0,996.1,1117.9,8.42,-3.39
AHL,500.0,461.1,700.0,8.44,-28.57
SFMF,10.2,9.4,11.74,8.51,-13.12
RLFL,432.0,398.0,558.0,8.54,-22.58
HIDCL,266.2,245.0,330.3,8.65,-19.41
NLIC,763.0,702.0,890.0,8.69,-14.27
KSBBLD87,1132.0,1041.3,1201.0,8.71,-5.75
NMBMF,648.2,596.0,835.0,8.76,-22.37
SHPC,517.2,475.0,684.9,8.88,-24.49
BHDC,463.9,426.0,706.0,8.9,-34.29
KBSH,1601.0,1470.2,2189.0,8.9,-26.86
NABILD87,1133.1,1040.0,1200.0,8.95,-5.58
HBL,200.5,184.0,261.0,8.97,-23.18
OHL,690.0,633.1,959.0,8.99,-28.05
PBD88,1200.0,1099.7,1279.9,9.12,-6.24
NMIC,1053.9,965.0,1900.0,9.21,-44.53
NLICL,588.7,539.0,691.0,9.22,-14.8
