Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,377.3,23395.0,-374.5,23020.5,169.52
SSHL,0,0.0,206.0,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,243.0,0.0,5875.0,5875.0,105.93
UNHPL,65,415.38,405.2,0.0,-662.0,-662.0,-2.45
DORDI,130,307.54,267.0,0.0,-5270.0,-5270.0,-13.18
PPCL,10,390.0,366.9,-8000.0,-231.0,-8231.0,-211.05
MEL,164,323.0,235.0,0.0,-14432.0,-14432.0,-27.24
SINDU,115,866.3,732.3,0.0,-15410.5,-15410.5,-15.47
HLBSL,95,1079.0,895.0,0.0,-17480.0,-17480.0,-17.05
GBLBS,60,1519.0,771.5,0.0,-44850.0,-44850.0,-49.21
SAGAR,90,2220.0,1660.0,0.0,-50400.0,-50400.0,-25.23
