Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,347.1,23395.0,-1431.5,21963.5,161.73
SSHL,0,0.0,196.8,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,233.5,0.0,5428.5,5428.5,97.88
UNHPL,65,415.38,362.0,0.0,-3470.0,-3470.0,-12.85
DORDI,130,307.54,245.6,0.0,-8052.0,-8052.0,-20.14
PPCL,10,390.0,329.7,-8000.0,-603.0,-8603.0,-220.59
MEL,164,323.0,203.0,0.0,-19680.0,-19680.0,-37.15
HLBSL,95,1079.0,871.0,0.0,-19760.0,-19760.0,-19.28
SINDU,115,866.3,619.0,0.0,-28440.0,-28440.0,-28.55
GBLBS,60,1519.0,674.0,0.0,-50700.0,-50700.0,-55.63
SAGAR,90,2220.0,1549.9,0.0,-60309.0,-60309.0,-30.18
