Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,397.0,23395.0,315.0,23710.0,174.59
SSHL,0,0.0,212.0,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,247.9,0.0,6105.3,6105.3,110.08
UNHPL,65,415.38,412.0,0.0,-220.0,-220.0,-0.81
DORDI,130,307.54,268.0,0.0,-5140.0,-5140.0,-12.86
PPCL,10,390.0,374.8,-8000.0,-152.0,-8152.0,-209.03
SINDU,115,866.3,746.9,0.0,-13731.5,-13731.5,-13.78
MEL,164,323.0,236.4,0.0,-14202.4,-14202.4,-26.81
HLBSL,95,1079.0,895.9,0.0,-17394.5,-17394.5,-16.97
GBLBS,60,1519.0,764.0,0.0,-45300.0,-45300.0,-49.7
SAGAR,90,2220.0,1694.0,0.0,-47340.0,-47340.0,-23.69
