Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,340.0,23395.0,-1680.0,21715.0,159.9
SSHL,0,0.0,195.0,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,226.0,0.0,5076.0,5076.0,91.53
UNHPL,65,415.38,382.0,0.0,-2170.0,-2170.0,-8.04
DORDI,130,307.54,245.5,0.0,-8065.0,-8065.0,-20.17
PPCL,10,390.0,325.0,-8000.0,-650.0,-8650.0,-221.79
MEL,164,323.0,211.0,0.0,-18368.0,-18368.0,-34.67
HLBSL,95,1079.0,853.0,0.0,-21470.0,-21470.0,-20.95
SINDU,115,866.3,678.9,0.0,-21551.5,-21551.5,-21.63
GBLBS,60,1519.0,735.0,0.0,-47040.0,-47040.0,-51.61
SAGAR,90,2220.0,1528.0,0.0,-62280.0,-62280.0,-31.17
