Symbol,Latest_Close,52_Week_Low,52_Week_High,Distance_from_Low_%,Distance_from_High_%
NIBD2082,1017.0,1017.0,1170.0,0.0,-13.08
PCBLP,100.0,100.0,105.3,0.0,-5.03
ICFCD83,1119.9,1119.0,1368.9,0.08,-18.19
HBLD83,1054.0,1047.0,1111.0,0.67,-5.13
RBBD83,1026.6,1015.0,1100.0,1.14,-6.67
BNL,15601.0,15300.0,22500.0,1.97,-30.66
SRBLD83,1060.0,1037.3,1126.0,2.19,-5.86
HBLD86,1120.0,1093.6,1201.0,2.41,-6.74
NLG,676.0,660.0,1195.0,2.42,-43.43
SKBBL,775.0,756.6,999.0,2.43,-22.42
KBLPO,102.9,100.0,115.0,2.9,-10.52
RBBF40,9.27,9.0,10.0,3.0,-7.3
CIT,1783.0,1730.8,2200.0,3.02,-18.95
NIMB,193.0,187.0,247.0,3.21,-21.86
MLBS,1440.0,1395.0,2400.0,3.23,-40.0
SMJC,495.0,479.0,735.0,3.34,-32.65
EBLD85,1140.0,1102.5,1250.0,3.4,-8.8
PRVU,186.1,179.9,250.9,3.45,-25.83
MSHL,829.0,800.1,1135.0,3.61,-26.96
NMFBS,1126.0,1086.0,1504.0,3.68,-25.13
SWBBL,752.0,724.8,1046.5,3.75,-28.14
NMB,240.1,231.0,283.0,3.94,-15.16
CHCL,474.5,456.0,599.6,4.06,-20.86
KBSH,1690.0,1622.0,3000.8,4.19,-43.68
JBLB,1326.1,1270.7,1644.0,4.36,-19.34
KMCDB,961.8,921.3,1270.0,4.4,-24.27
NABIL,492.0,471.0,562.0,4.46,-12.46
VLBS,770.1,737.0,1008.0,4.49,-23.6
GWFD83,1139.0,1090.0,1464.8,4.5,-22.24
HLI,371.2,354.8,506.8,4.62,-26.76
HDL,1155.0,1103.0,1556.1,4.71,-25.78
MLBSL,1958.0,1870.0,2569.0,4.71,-23.78
UNL,47150.0,45000.0,50724.0,4.78,-7.05
SBID83,1075.0,1025.0,1226.0,4.88,-12.32
HBL,193.0,184.0,261.0,4.89,-26.05
GBBD85,1070.3,1020.0,1135.0,4.93,-5.7
NICL,513.2,489.1,1047.0,4.93,-50.98
FOWAD,1096.1,1043.8,1350.0,5.01,-18.81
UNLB,1912.0,1818.4,2843.9,5.15,-32.77
NICAD2091,1057.1,1005.2,1102.6,5.16,-4.13
SAND2085,1133.0,1075.0,1189.0,5.4,-4.71
CITY,486.0,461.0,998.4,5.42,-51.32
RBCL,15028.0,14251.0,16900.0,5.45,-11.08
KDL,812.0,770.0,1306.3,5.45,-37.84
RURU,676.0,640.0,853.0,5.62,-20.75
HLICF,9.24,8.74,10.0,5.72,-7.6
BGWT,793.7,750.0,1241.0,5.83,-36.04
PBLD84,1125.0,1062.1,1150.0,5.92,-2.17
TAMOR,463.0,437.0,637.0,5.95,-27.32
NMBD2085,1140.0,1076.0,1188.0,5.95,-4.04
SBD87,1081.0,1019.5,1139.0,6.03,-5.09
GILB,1185.0,1117.0,1441.6,6.09,-17.8
NIMBPO,159.3,150.0,184.5,6.2,-13.66
HIDCL,260.5,245.0,340.0,6.33,-23.38
EBLEB89,1059.2,996.1,1117.9,6.33,-5.25
PBD88,1160.0,1090.0,1274.0,6.42,-8.95
ACLBSL,958.0,900.0,1284.9,6.44,-25.44
SMPDA,894.1,840.0,1155.0,6.44,-22.59
PBD84,1120.0,1052.0,1182.0,6.46,-5.25
PFL,376.0,352.8,520.0,6.58,-27.69
USLB,1500.1,1407.0,2750.0,6.62,-45.45
PCBL,241.0,226.0,290.0,6.64,-16.9
NIFRAGED,1011.1,948.0,1137.2,6.66,-11.09
SCB,634.7,594.9,701.0,6.69,-9.46
NIFRA,267.0,249.9,328.1,6.84,-18.62
MANDU,820.0,766.5,1019.0,6.98,-19.53
MNBBL,364.0,340.1,503.0,7.03,-27.63
MCHL,441.5,412.5,714.0,7.03,-38.17
SLBBL,835.0,780.0,1159.4,7.05,-27.98
NBLD87,1082.0,1010.1,1150.0,7.12,-5.91
KBL,188.0,175.5,233.5,7.12,-19.49
SALICO,611.0,570.1,780.0,7.17,-21.67
MATRI,997.0,930.1,1464.8,7.19,-31.94
HEIP,319.9,298.3,485.0,7.24,-34.04
JBBD87,1110.0,1035.1,1289.0,7.24,-13.89
MBJC,290.0,270.0,405.0,7.41,-28.4
GMFBS,1500.0,1395.0,1980.0,7.53,-24.24
HATHY,942.0,875.5,1600.0,7.6,-41.12
GBIMESY2,9.15,8.5,10.18,7.65,-10.12
NHDL,671.2,623.0,1002.6,7.74,-33.05
MLBLD89,1250.0,1159.0,1350.0,7.85,-7.41
SICL,635.0,588.8,891.0,7.85,-28.73
NMB50,10.53,9.75,11.93,8.0,-11.74
MKCL,1440.0,1333.0,1900.0,8.03,-24.21
MLBL,377.0,348.9,488.0,8.05,-22.75
SHINE,412.8,382.0,499.0,8.06,-17.27
GSY,9.41,8.7,10.3,8.16,-8.64
CZBIL,198.0,183.0,240.1,8.2,-17.53
NICLBSL,578.9,535.0,764.0,8.21,-24.23
NBF2,9.62,8.89,11.1,8.21,-13.33
GCIL,433.0,400.0,613.0,8.25,-29.36
ENL,938.0,866.0,1452.0,8.31,-35.4
GBBL,398.0,367.4,498.0,8.33,-20.08
UMRH,570.0,526.0,790.0,8.37,-27.85
BEDC,543.0,501.0,1080.0,8.38,-49.72
BOKD86,1090.0,1005.5,1139.3,8.4,-4.33
SFMF,10.19,9.4,11.74,8.4,-13.2
BBC,4856.6,4480.0,6661.6,8.41,-27.1
SWMF,695.0,641.1,868.1,8.41,-19.94
SHL,503.1,464.0,619.0,8.43,-18.72
LVF2,9.5,8.76,11.45,8.45,-17.03
GBIME,228.5,210.7,278.9,8.45,-18.07
AVYAN,984.0,906.0,1306.8,8.61,-24.7
SRLI,396.0,363.9,480.0,8.82,-17.5
