Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,343.0,23395.0,-1575.0,21820.0,160.68
SSHL,0,0.0,194.0,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,230.0,0.0,5264.0,5264.0,94.92
UNHPL,65,415.38,358.0,0.0,-3730.0,-3730.0,-13.81
DORDI,130,307.54,242.0,0.0,-8520.0,-8520.0,-21.31
PPCL,10,390.0,326.9,-8000.0,-631.0,-8631.0,-221.31
MEL,164,323.0,201.9,0.0,-19860.4,-19860.4,-37.49
HLBSL,95,1079.0,850.0,0.0,-21755.0,-21755.0,-21.22
SINDU,115,866.3,613.9,0.0,-29026.5,-29026.5,-29.14
GBLBS,60,1519.0,666.0,0.0,-51180.0,-51180.0,-56.16
SAGAR,90,2220.0,1522.0,0.0,-62820.0,-62820.0,-31.44
