Symbol,Latest_Close,52_Week_Low,52_Week_High,Distance_from_Low_%,Distance_from_High_%,Chart_URL
TTL,846.2,366.1,1262.8,131.14,-32.99,https://nepsealpha.com/nepse-chart?symbol=TTL
MABEL,740.0,317.7,927.0,132.92,-20.17,https://nepsealpha.com/nepse-chart?symbol=MABEL
BANDIPUR,875.0,285.0,1233.0,207.02,-29.03,https://nepsealpha.com/nepse-chart?symbol=BANDIPUR
PURE,934.0,289.3,1327.9,222.85,-29.66,https://nepsealpha.com/nepse-chart?symbol=PURE
HIMSTAR,958.9,252.2,1264.0,280.21,-24.14,https://nepsealpha.com/nepse-chart?symbol=HIMSTAR
NMIC,1260.1,302.3,2703.3,316.84,-53.39,https://nepsealpha.com/nepse-chart?symbol=NMIC
SAIL,1315.8,301.7,1690.0,336.13,-22.14,https://nepsealpha.com/nepse-chart?symbol=SAIL
CREST,1320.0,302.5,2458.2,336.36,-46.3,https://nepsealpha.com/nepse-chart?symbol=CREST
JHAPA,1305.0,293.4,1749.0,344.79,-25.39,https://nepsealpha.com/nepse-chart?symbol=JHAPA
OMPL,1257.0,270.0,2167.2,365.56,-42.0,https://nepsealpha.com/nepse-chart?symbol=OMPL
SYPNL,1770.0,319.8,2255.9,453.47,-21.54,https://nepsealpha.com/nepse-chart?symbol=SYPNL
SAGAR,1819.9,319.5,2439.0,469.61,-25.38,https://nepsealpha.com/nepse-chart?symbol=SAGAR
SWASTIK,2770.0,391.7,3400.0,607.17,-18.53,https://nepsealpha.com/nepse-chart?symbol=SWASTIK
