Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,395.5,23395.0,262.5,23657.5,174.21
SSHL,0,0.0,230.0,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,295.9,0.0,8361.3,8361.3,150.76
UNHPL,65,415.38,538.9,0.0,8028.5,8028.5,29.74
DORDI,130,307.54,294.0,0.0,-1760.0,-1760.0,-4.4
MEL,164,323.0,289.0,0.0,-5576.0,-5576.0,-10.53
SINDU,115,866.3,805.1,0.0,-7038.5,-7038.5,-7.06
PPCL,10,390.0,414.0,-8000.0,240.0,-7760.0,-198.97
HLBSL,95,1079.0,940.0,0.0,-13205.0,-13205.0,-12.88
SAGAR,90,2220.0,1941.9,0.0,-25029.0,-25029.0,-12.53
GBLBS,60,1519.0,795.0,0.0,-43440.0,-43440.0,-47.66
