Symbol,Latest_Close,52_Week_Low,Distance_from_Low_%,Date_at_52W_Low
EDBLPO,324.0,408.0,-20.59,N/A
GUFLPO,298.0,331.0,-9.97,N/A
ACLBSLP,512.0,556.0,-7.91,N/A
SMATAP,421.0,441.0,-4.54,N/A
EBLD85,1060.0,1097.0,-3.37,N/A
HBLPO,111.6,115.0,-2.96,N/A
NBLD82,1023.1,1046.7,-2.25,N/A
KBLD86,1080.0,1096.3,-1.49,N/A
SBID83,1031.0,1040.0,-0.87,N/A
PBLD84,1057.2,1062.1,-0.46,N/A
FOWADP,550.0,550.0,0.0,N/A
KBLPO,100.0,100.0,0.0,N/A
CYCLP,831.0,831.0,0.0,N/A
CZBILP,100.0,100.0,0.0,N/A
KMCDBP,587.0,587.0,0.0,N/A
ALICLP,252.0,252.0,0.0,N/A
NABILP,301.1,301.1,0.0,N/A
MATRIP,523.5,523.5,0.0,N/A
MLBSLP,100.0,100.0,0.0,N/A
MLBSP,698.0,698.0,0.0,N/A
LBBLPO,261.0,261.0,0.0,N/A
JBBLPO,181.4,181.4,0.0,N/A
UAILPO,251.0,251.0,0.0,N/A
PRVUPO,100.0,100.0,0.0,N/A
NLICLP,321.0,321.0,0.0,N/A
PMLIP,255.0,255.0,0.0,N/A
RLFLPO,268.6,268.6,0.0,N/A
NMLBBLP,334.0,334.0,0.0,N/A
NMFBSP,610.0,610.0,0.0,N/A
CYCL,1280.0,1280.0,0.0,N/A
CORBLP,100.0,100.0,0.0,N/A
BFCPO,250.0,250.0,0.0,N/A
SFCLP,164.0,164.0,0.0,N/A
SHINEP,222.0,222.0,0.0,N/A
SIFCPO,286.0,286.0,0.0,N/A
SLBBLP,443.0,443.0,0.0,N/A
SBLD83,1038.0,1038.0,0.0,N/A
NLICP,413.0,413.0,0.0,N/A
SBLD2082,1045.2,1045.1,0.01,N/A
LSH12,9.2,9.19,0.11,N/A
PBD84,1069.0,1067.0,0.19,N/A
SBLD84,1031.1,1029.0,0.2,N/A
MAKAR,429.8,427.5,0.54,N/A
SNLI,414.0,411.6,0.58,N/A
RBBF40,9.01,8.95,0.67,N/A
SRBLD83,1015.0,1008.1,0.68,N/A
SLBSL,982.1,975.0,0.73,N/A
CSY,8.85,8.78,0.8,N/A
ADBLD83,1023.6,1015.0,0.85,N/A
ULI,358.0,355.0,0.85,N/A
MERO,661.2,655.0,0.95,N/A
NWCL,688.0,681.3,0.98,N/A
ADBLB86,1010.0,1000.0,1.0,N/A
BOKD86KA,1111.1,1100.0,1.01,N/A
SAEF2,9.5,9.4,1.06,N/A
FOWAD,930.0,920.1,1.08,N/A
NICD83/84,1037.0,1025.9,1.08,N/A
PROFL,420.0,415.0,1.2,N/A
MLBSL,1620.0,1600.0,1.25,N/A
CBBLPO,395.0,390.0,1.28,N/A
SKBBL,749.9,740.0,1.34,N/A
UNHPL,375.0,370.0,1.35,N/A
