Symbol,Latest_Close,52_Week_Low,52_Week_High,Distance_from_Low_%,Distance_from_High_%
CHCL,483.9,464.0,581.76,4.29,-16.82
NABIL,497.0,476.0,554.63,4.41,-10.39
RURU,682.0,650.0,830.0,4.92,-17.83
NMB,244.0,232.5,277.03,4.95,-11.92
SCB,635.0,600.24,683.9,5.79,-7.15
HBL,198.0,186.6,254.1,6.11,-22.08
PCBL,247.0,232.0,285.32,6.47,-13.43
PRVU,193.0,181.2,245.34,6.51,-21.33
NHDL,678.0,636.3,997.6,6.55,-32.04
NIFRA,271.0,254.0,321.7,6.69,-15.76
SHINE,418.0,390.0,490.0,7.18,-14.69
UMRH,575.0,535.2,763.2,7.44,-24.66
CZBIL,200.0,186.0,236.3,7.53,-15.36
MLBL,382.0,354.5,467.9,7.76,-18.36
SHL,513.0,471.9,612.98,8.71,-16.31
NLICL,599.9,550.0,696.5,9.07,-13.87
GBIME,232.9,213.37,270.86,9.15,-14.01
CGH,897.9,820.0,1129.73,9.5,-20.52
SJCL,296.5,270.7,375.0,9.53,-20.93
ALICL,488.4,445.6,818.0,9.61,-40.29
GBBL,406.1,370.0,481.64,9.76,-15.68
NBL,252.5,230.0,307.98,9.78,-18.01
MNBBL,376.5,342.2,491.32,10.02,-23.37
OHL,733.0,666.0,1027.0,10.06,-28.63
KBL,194.4,176.5,228.69,10.14,-14.99
TRH,758.0,686.9,1175.0,10.35,-35.49
ADBL,307.0,277.83,339.6,10.5,-9.6
HIDCL,270.0,243.9,330.8,10.7,-18.38
PFL,394.0,355.0,498.0,10.99,-20.88
KPCL,558.0,501.4,685.78,11.29,-18.63
MEN,599.5,538.0,680.0,11.43,-11.84
SBI,417.9,374.9,442.95,11.47,-5.66
KKHC,236.6,212.0,463.71,11.6,-48.98
AHPC,273.6,245.16,323.5,11.6,-15.43
NLIC,796.0,710.0,874.58,12.11,-8.98
MKJC,544.0,483.77,620.0,12.45,-12.26
SFCL,416.1,370.0,638.0,12.46,-34.78
SADBL,428.0,379.8,516.24,12.69,-17.09
EDBL,628.0,556.3,838.2,12.89,-25.08
LICN,877.6,773.2,1340.0,13.5,-34.51
RHPL,289.9,255.0,487.3,13.69,-40.51
UPPER,193.0,169.1,221.5,14.13,-12.87
NFS,676.0,590.98,838.0,14.39,-19.33
MBL,237.0,207.1,265.35,14.44,-10.68
GHL,230.1,200.9,312.0,14.53,-26.25
DHPL,313.4,272.5,419.9,15.01,-25.36
GLH,268.0,232.0,300.57,15.52,-10.84
KSBBL,479.0,413.0,577.51,15.98,-17.06
PROFL,498.9,430.0,637.8,16.02,-21.78
NYADI,418.0,360.0,868.0,16.11,-51.84
NICA,356.0,306.4,420.05,16.19,-15.25
JFL,469.2,402.7,592.8,16.51,-20.85
JOSHI,305.0,261.0,458.02,16.86,-33.41
JBBL,359.0,305.0,404.7,17.7,-11.29
HURJA,242.9,206.0,275.27,17.91,-11.76
API,306.8,260.1,326.63,17.95,-6.07
SAHAS,574.9,484.3,691.0,18.71,-16.8
GMFIL,492.4,413.0,572.0,19.23,-13.92
SANIMA,346.0,290.1,389.28,19.27,-11.12
SHEL,292.0,244.57,336.56,19.39,-13.24
LEC,222.0,185.9,254.17,19.42,-12.66
NHPC,214.0,178.6,238.65,19.82,-10.33
BFC,505.0,419.8,694.8,20.3,-27.32
SPC,533.0,443.0,715.1,20.32,-25.46
RLFL,487.3,405.0,674.9,20.32,-27.8
HPPL,505.0,419.4,667.89,20.41,-24.39
HDHPC,200.0,165.0,220.0,21.21,-9.09
PMHPL,335.9,277.04,449.26,21.25,-25.23
SSHL,185.6,151.5,302.69,22.51,-38.68
MDB,658.0,534.0,739.0,23.22,-10.96
CFCL,572.1,462.1,673.2,23.8,-15.02
ICFC,700.0,565.16,715.56,23.86,-2.17
AKPL,272.9,218.99,296.57,24.62,-7.98
SHPC,558.0,447.5,670.62,24.69,-16.79
CHL,286.0,227.9,575.0,25.49,-50.26
MHNL,295.9,235.3,304.9,25.75,-2.95
BARUN,377.0,298.0,577.81,26.51,-34.75
GFCL,695.8,550.0,794.0,26.51,-12.37
GUFL,591.0,460.6,672.0,28.31,-12.05
NRN,1625.0,1264.0,2395.96,28.56,-32.18
CORBL,1873.9,1450.0,2749.0,29.23,-31.83
GRDBL,1229.9,950.6,2001.4,29.38,-38.55
PPCL,375.0,289.0,396.86,29.76,-5.51
SAPDBL,911.9,699.4,1595.0,30.38,-42.83
SPDL,423.0,315.52,455.24,34.06,-7.08
SIFC,616.0,459.0,616.0,34.2,0.0
SINDU,830.0,618.0,1370.0,34.3,-39.42
TPC,372.0,275.4,658.5,35.08,-43.51
LBBL,515.0,379.9,635.68,35.56,-18.98
MPFL,675.8,498.0,747.0,35.7,-9.53
UPCL,383.0,278.13,472.46,37.71,-18.93
CHDC,2521.0,1766.0,2939.21,42.75,-14.23
SBL,398.0,262.93,398.0,51.37,0.0
MFIL,860.0,561.3,860.0,53.22,0.0
UNHPL,469.2,294.36,541.5,59.4,-13.35
NGPL,421.0,263.92,447.86,59.52,-6.0
AKJCL,282.2,173.0,282.2,63.12,0.0
UMHL,666.8,349.0,666.8,91.06,0.0
BPCL,776.0,384.9,1033.28,101.61,-24.9
RADHI,810.0,373.0,870.54,117.16,-6.95
NABBC,1700.0,675.7,1995.78,151.59,-14.82
