Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,338.0,23395.0,-1750.0,21645.0,159.39
SSHL,0,0.0,193.1,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,228.0,0.0,5170.0,5170.0,93.22
UNHPL,65,415.38,355.0,0.0,-3925.0,-3925.0,-14.54
PPCL,10,390.0,327.7,-8000.0,-623.0,-8623.0,-221.1
DORDI,130,307.54,239.0,0.0,-8910.0,-8910.0,-22.29
MEL,164,323.0,201.5,0.0,-19926.0,-19926.0,-37.62
HLBSL,95,1079.0,863.0,0.0,-20520.0,-20520.0,-20.02
SINDU,115,866.3,610.0,0.0,-29475.0,-29475.0,-29.59
GBLBS,60,1519.0,668.0,0.0,-51060.0,-51060.0,-56.02
SAGAR,90,2220.0,1497.0,0.0,-65070.0,-65070.0,-32.57
