Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,355.0,23395.0,-1155.0,22240.0,163.77
SSHL,0,0.0,200.0,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,237.9,0.0,5635.3,5635.3,101.61
UNHPL,65,415.38,372.0,0.0,-2820.0,-2820.0,-10.44
DORDI,130,307.54,249.0,0.0,-7610.0,-7610.0,-19.03
PPCL,10,390.0,335.0,-8000.0,-550.0,-8550.0,-219.23
MEL,164,323.0,205.0,0.0,-19352.0,-19352.0,-36.53
HLBSL,95,1079.0,874.0,0.0,-19475.0,-19475.0,-19.0
SINDU,115,866.3,660.0,0.0,-23725.0,-23725.0,-23.81
GBLBS,60,1519.0,698.0,0.0,-49260.0,-49260.0,-54.05
SAGAR,90,2220.0,1568.1,0.0,-58671.0,-58671.0,-29.36
