Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,409.1,23395.0,738.5,24133.5,177.71
SSHL,0,0.0,213.6,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,250.0,0.0,6204.0,6204.0,111.86
UNHPL,65,415.38,412.0,0.0,-220.0,-220.0,-0.81
DORDI,130,307.54,271.0,0.0,-4750.0,-4750.0,-11.88
PPCL,10,390.0,384.0,-8000.0,-60.0,-8060.0,-206.67
MEL,164,323.0,239.0,0.0,-13776.0,-13776.0,-26.01
SINDU,115,866.3,735.0,0.0,-15100.0,-15100.0,-15.16
HLBSL,95,1079.0,892.9,0.0,-17679.5,-17679.5,-17.25
GBLBS,60,1519.0,769.0,0.0,-45000.0,-45000.0,-49.37
SAGAR,90,2220.0,1670.0,0.0,-49500.0,-49500.0,-24.77
