Symbol,Date,Signal,Close_at_Crossover,Latest_Close,P/L_%
GLH,2026-02-12,BUY,284.0,284.0,0.0
CORBL,2026-02-12,SELL,1660.0,1660.0,0.0
AHPC,2026-02-05,BUY,277.0,293.9,6.1
CORBL,2026-02-05,BUY,1929.0,1660.0,-13.95
MPFL,2026-02-05,BUY,657.0,630.0,-4.11
AKJCL,2026-01-29,BUY,312.0,375.0,20.19
NABBC,2026-01-29,BUY,1580.0,1600.0,1.27
SBI,2026-01-29,BUY,408.0,401.5,-1.59
SIFC,2026-01-29,BUY,648.0,591.0,-8.8
AHPC,2026-01-29,SELL,272.0,293.9,-8.05
EDBL,2026-01-22,BUY,668.0,586.1,-12.26
ICFC,2026-01-22,BUY,695.0,651.2,-6.3
HPPL,2026-01-22,SELL,477.1,468.0,1.91
NHDL,2026-01-15,SELL,660.0,650.0,1.52
NRN,2026-01-15,SELL,1382.5,1590.0,-15.01
PCBL,2026-01-08,SELL,237.0,236.0,0.42
NHDL,2026-01-01,BUY,742.0,650.0,-12.4
PCBL,2026-01-01,BUY,261.6,236.0,-9.79
CORBL,2026-01-01,SELL,1580.0,1660.0,-5.06
MKJC,2026-01-01,SELL,510.4,528.0,-3.45
NIFRA,2026-01-01,SELL,265.0,262.0,1.13
NMB,2026-01-01,SELL,238.8,234.0,2.01
RURU,2026-01-01,SELL,670.5,657.0,2.01
MFIL,2025-12-25,BUY,709.0,778.9,9.86
ADBL,2025-12-25,SELL,288.0,297.0,-3.12
GBIME,2025-12-25,SELL,228.0,224.9,1.36
NHDL,2025-12-25,SELL,680.0,650.0,4.41
NHDL,2025-12-18,BUY,743.5,650.0,-12.58
SHL,2025-12-18,SELL,494.7,491.5,0.65
EDBL,2025-12-11,SELL,580.0,586.1,-1.05
GLH,2025-12-11,SELL,247.0,284.0,-14.98
SADBL,2025-12-11,SELL,379.8,418.0,-10.06
MEN,2025-12-04,SELL,554.5,578.3,-4.29
MNBBL,2025-12-04,SELL,347.9,364.8,-4.86
MEN,2025-11-27,BUY,670.1,578.3,-13.7
NMB,2025-11-27,BUY,260.0,234.0,-10.0
KSBBL,2025-11-27,SELL,444.0,456.9,-2.91
NMB,2025-11-20,SELL,237.0,234.0,1.27
UMRH,2025-11-20,SELL,550.1,557.0,-1.25
RURU,2025-11-13,BUY,830.0,657.0,-20.84
GBBL,2025-11-13,SELL,370.0,398.7,-7.76
ICFC,2025-11-13,SELL,615.0,651.2,-5.89
ICFC,2025-11-06,BUY,652.0,651.2,-0.12
ICFC,2025-10-30,SELL,630.0,651.2,-3.37
DHPL,2025-10-23,SELL,283.0,312.0,-10.25
MBL,2025-10-23,SELL,207.1,229.0,-10.57
MFIL,2025-10-23,SELL,568.0,778.9,-37.13
NHDL,2025-10-23,SELL,636.5,650.0,-2.12
SAPDBL,2025-10-23,SELL,789.9,828.0,-4.82
CGH,2025-10-16,SELL,823.8,825.0,-0.15
GHL,2025-10-16,SELL,200.9,256.9,-27.87
MLBL,2025-10-16,SELL,363.9,370.1,-1.7
PCBL,2025-10-16,SELL,232.8,236.0,-1.37
MDB,2025-10-09,SELL,592.1,632.9,-6.89
PRVU,2025-10-02,SELL,207.9,182.9,12.03
HDHPC,2025-09-25,SELL,186.0,209.9,-12.85
KBL,2025-09-25,SELL,190.3,188.0,1.21
LEC,2025-09-25,SELL,208.0,230.5,-10.82
NABBC,2025-09-25,SELL,772.0,1600.0,-107.25
NBL,2025-09-25,SELL,250.0,243.9,2.44
CZBIL,2025-09-18,SELL,197.0,191.0,3.05
NHPC,2025-09-18,SELL,178.6,234.5,-31.3
NLICL,2025-09-18,SELL,550.0,585.0,-6.36
RURU,2025-09-18,SELL,650.0,657.0,-1.08
SBI,2025-09-18,SELL,376.9,401.5,-6.53
SCB,2025-09-18,SELL,607.0,637.6,-5.04
SINDU,2025-09-18,SELL,618.0,759.0,-22.82
AKJCL,2025-09-11,SELL,191.33,375.0,-96.0
CHCL,2025-09-11,SELL,497.36,477.0,4.09
JBBL,2025-09-11,SELL,325.4,337.0,-3.56
MHNL,2025-09-11,SELL,245.13,287.0,-17.08
NYADI,2025-09-11,SELL,399.62,405.0,-1.35
SSHL,2025-09-11,SELL,173.88,195.5,-12.43
BARUN,2025-09-04,SELL,330.66,365.2,-10.45
MPFL,2025-09-04,SELL,570.03,630.0,-10.52
HURJA,2025-08-28,SELL,237.78,283.9,-19.4
KKHC,2025-08-28,SELL,256.24,320.0,-24.88
OHL,2025-08-21,SELL,862.03,708.0,17.87
SIFC,2025-08-21,SELL,508.34,591.0,-16.26
JOSHI,2025-08-14,SELL,319.81,307.6,3.82
LEC,2025-08-07,BUY,254.17,230.5,-9.31
ADBL,2025-07-31,BUY,332.18,297.0,-10.59
ICFC,2025-07-31,BUY,694.65,651.2,-6.25
MFIL,2025-07-31,BUY,716.71,778.9,8.68
CGH,2025-07-24,BUY,1129.73,825.0,-26.97
GBBL,2025-07-24,BUY,469.65,398.7,-15.11
JBBL,2025-07-24,BUY,387.21,337.0,-12.97
MNBBL,2025-07-24,BUY,473.72,364.8,-22.99
RURU,2025-07-24,BUY,812.81,657.0,-19.17
SCB,2025-07-24,BUY,670.91,637.6,-4.96
SIFC,2025-07-24,BUY,566.43,591.0,4.34
RHPL,2025-07-24,SELL,349.21,308.2,11.74
CHCL,2025-07-17,BUY,547.62,477.0,-12.9
LBBL,2025-07-17,BUY,492.67,476.9,-3.2
MBL,2025-07-17,BUY,261.69,229.0,-12.49
NBL,2025-07-17,BUY,299.67,243.9,-18.61
CZBIL,2025-07-10,BUY,220.98,191.0,-13.57
SJCL,2025-07-10,SELL,314.29,319.9,-1.78
PCBL,2025-07-03,BUY,254.49,236.0,-7.27
MHNL,2025-06-26,BUY,280.79,287.0,2.21
CFCL,2025-06-26,SELL,498.18,525.0,-5.38
CHL,2025-06-26,SELL,337.99,297.0,12.13
CZBIL,2025-06-26,SELL,201.99,191.0,5.44
PCBL,2025-06-26,SELL,237.82,236.0,0.77
AKJCL,2025-06-19,BUY,218.06,375.0,71.97
SAHAS,2025-06-19,BUY,545.38,559.0,2.5
SBL,2025-06-19,BUY,307.4,371.5,20.85
SIFC,2025-06-19,SELL,510.63,591.0,-15.74
SIFC,2025-06-12,BUY,586.56,591.0,0.76
ALICL,2025-06-12,SELL,500.56,445.9,10.92
MHNL,2025-06-12,SELL,264.38,287.0,-8.56
PROFL,2025-06-12,SELL,494.97,458.1,7.45
TRH,2025-06-12,SELL,942.89,757.0,19.71
NGPL,2025-06-05,BUY,395.88,434.0,9.63
JBBL,2025-06-05,SELL,326.04,337.0,-3.36
MBL,2025-06-05,SELL,217.46,229.0,-5.31
RLFL,2025-06-05,SELL,467.59,461.1,1.39
SIFC,2025-06-05,SELL,485.56,591.0,-21.72
TPC,2025-06-05,SELL,336.55,429.0,-27.47
GBIME,2025-05-29,BUY,249.27,224.9,-9.78
HURJA,2025-05-29,BUY,253.03,283.9,12.2
MBL,2025-05-29,BUY,234.82,229.0,-2.48
BFC,2025-05-29,SELL,485.09,470.0,3.11
SCB,2025-05-29,SELL,628.67,637.6,-1.42
SPC,2025-05-29,SELL,508.71,509.0,-0.06
GMFIL,2025-05-22,SELL,507.26,467.9,7.76
SFCL,2025-05-22,SELL,492.43,380.1,22.81
AKJCL,2025-05-15,SELL,205.45,375.0,-82.53
MBL,2025-05-15,SELL,211.18,229.0,-8.44
RURU,2025-05-15,SELL,693.42,657.0,5.25
AKJCL,2025-05-08,BUY,219.19,375.0,71.08
HBL,2025-05-08,SELL,220.32,190.0,13.76
GBIME,2025-05-01,SELL,215.07,224.9,-4.57
ICFC,2025-04-24,SELL,590.99,651.2,-10.19
LBBL,2025-04-24,SELL,389.4,476.9,-22.47
MFIL,2025-04-24,SELL,585.52,778.9,-33.03
SBL,2025-04-24,SELL,272.84,371.5,-36.16
GFCL,2025-04-17,SELL,679.49,641.0,5.66
NBL,2025-04-10,SELL,246.12,243.9,0.9
