Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
HURJA,47,118.0,304.7,0.0,8774.9,8774.9,158.22
SSHL,200,190.0,226.9,0.0,7380.0,7380.0,19.42
AKJCL,535,384.15,377.8,10335.0,-3397.0,6938.0,3.38
UNHPL,65,415.38,491.0,0.0,4915.0,4915.0,18.2
DORDI,130,307.54,311.1,0.0,463.0,463.0,1.16
MEL,164,323.0,296.0,0.0,-4428.0,-4428.0,-8.36
PPCL,10,390.0,431.0,-8000.0,410.0,-7590.0,-194.62
SINDU,115,866.3,753.3,0.0,-12995.5,-12995.5,-13.04
HLBSL,95,1079.0,940.1,0.0,-13195.5,-13195.5,-12.87
SAGAR,90,2220.0,1925.0,0.0,-26550.0,-26550.0,-13.29
GBLBS,60,1519.0,796.0,0.0,-43380.0,-43380.0,-47.6
