Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,392.0,23395.0,140.0,23535.0,173.31
SSHL,0,0.0,229.3,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,279.5,0.0,7590.5,7590.5,136.86
UNHPL,65,415.38,510.9,0.0,6208.5,6208.5,22.99
DORDI,130,307.54,292.0,0.0,-2020.0,-2020.0,-5.05
MEL,164,323.0,276.0,0.0,-7708.0,-7708.0,-14.55
PPCL,10,390.0,404.9,-8000.0,149.0,-7851.0,-201.31
SINDU,115,866.3,752.2,0.0,-13122.0,-13122.0,-13.17
HLBSL,95,1079.0,915.0,0.0,-15580.0,-15580.0,-15.2
SAGAR,90,2220.0,1865.0,0.0,-31950.0,-31950.0,-15.99
GBLBS,60,1519.0,769.9,0.0,-44946.0,-44946.0,-49.32
