Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,411.4,23395.0,819.0,24214.0,178.31
SSHL,0,0.0,239.8,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,296.0,0.0,8366.0,8366.0,150.85
UNHPL,65,415.38,543.0,0.0,8295.0,8295.0,30.72
SINDU,115,866.3,919.9,0.0,6163.5,6163.5,6.19
DORDI,130,307.54,315.7,0.0,1061.0,1061.0,2.65
MEL,164,323.0,304.5,0.0,-3034.0,-3034.0,-5.73
PPCL,10,390.0,444.4,-8000.0,544.0,-7456.0,-191.18
HLBSL,95,1079.0,994.0,0.0,-8075.0,-8075.0,-7.88
SAGAR,90,2220.0,1998.0,0.0,-19980.0,-19980.0,-10.0
GBLBS,60,1519.0,820.0,0.0,-41940.0,-41940.0,-46.02
