Symbol,Latest_Close,52_Week_Low,Distance_from_Low_%,Date_at_52W_Low
CZBILP,106.9,106.9,0.0,N/A
HBLD83,1033.0,1033.0,0.0,N/A
KBLPO,100.0,100.0,0.0,N/A
JBLBP,100.0,100.0,0.0,N/A
NLICP,413.0,413.0,0.0,N/A
PCBLP,100.0,100.0,0.0,N/A
KMCDB,917.0,915.0,0.22,N/A
ICFCD83,1122.0,1119.0,0.27,N/A
ADBLD83,1050.5,1046.0,0.43,N/A
GILB,1110.6,1105.0,0.51,N/A
GWFD83,1097.3,1090.0,0.67,N/A
MLBSL,1880.0,1861.2,1.01,N/A
GMFBS,1410.0,1395.0,1.08,N/A
SWBBL,732.9,724.8,1.12,N/A
TAMOR,435.2,430.3,1.14,N/A
NMB,234.0,231.0,1.3,N/A
UNLB,1842.0,1818.4,1.3,N/A
SKBBL,763.5,752.7,1.43,N/A
CIT,1756.0,1730.8,1.46,N/A
SMJC,486.0,479.0,1.46,N/A
