Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,419.0,23395.0,1085.0,24480.0,180.27
SSHL,0,0.0,241.4,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,294.9,0.0,8314.3,8314.3,149.92
UNHPL,65,415.38,538.0,0.0,7970.0,7970.0,29.52
DORDI,130,307.54,313.0,0.0,710.0,710.0,1.78
MEL,164,323.0,304.0,0.0,-3116.0,-3116.0,-5.88
SINDU,115,866.3,837.0,0.0,-3370.0,-3370.0,-3.38
PPCL,10,390.0,429.0,-8000.0,390.0,-7610.0,-195.13
HLBSL,95,1079.0,987.0,0.0,-8740.0,-8740.0,-8.53
SAGAR,90,2220.0,2000.0,0.0,-19800.0,-19800.0,-9.91
GBLBS,60,1519.0,825.0,0.0,-41640.0,-41640.0,-45.69
