Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
HURJA,47,118.0,263.0,0.0,6815.0,6815.0,122.88
UNHPL,65,415.38,482.9,0.0,4388.5,4388.5,16.25
AKJCL,535,384.15,373.0,10335.0,-5965.0,4370.0,2.13
SSHL,200,190.0,185.5,0.0,-900.0,-900.0,-2.37
DORDI,130,307.54,274.0,0.0,-4360.0,-4360.0,-10.91
MEL,164,323.0,281.8,0.0,-6756.8,-6756.8,-12.76
PPCL,10,390.0,372.2,-8000.0,-178.0,-8178.0,-209.69
SINDU,115,866.3,731.0,0.0,-15560.0,-15560.0,-15.62
HLBSL,95,1079.0,905.1,0.0,-16520.5,-16520.5,-16.12
SAGAR,90,2220.0,1975.0,0.0,-22050.0,-22050.0,-11.04
GBLBS,60,1519.0,752.8,0.0,-45972.0,-45972.0,-50.44
