Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,535,384.15,385.0,10335.0,455.0,10790.0,5.25
HURJA,47,118.0,281.3,0.0,7675.1,7675.1,138.39
UNHPL,65,415.38,509.0,0.0,6085.0,6085.0,22.54
SSHL,200,190.0,197.5,0.0,1500.0,1500.0,3.95
DORDI,130,307.54,284.0,0.0,-3060.0,-3060.0,-7.65
MEL,164,323.0,295.0,0.0,-4592.0,-4592.0,-8.67
PPCL,10,390.0,377.0,-8000.0,-130.0,-8130.0,-208.46
SINDU,115,866.3,757.0,0.0,-12570.0,-12570.0,-12.62
HLBSL,95,1079.0,905.0,0.0,-16530.0,-16530.0,-16.13
SAGAR,90,2220.0,2014.0,0.0,-18540.0,-18540.0,-9.28
GBLBS,60,1519.0,763.0,0.0,-45360.0,-45360.0,-49.77
