Ticker,Stock Name,Sector,Today's Price,Market Cap,Daily Change (%),Weekly Change (%),Monthly Change (%),3-Month Change (%),Yearly Change (%),5-Year Change (%),EPS (Trailing),P/E Ratio,P/B Ratio,Total Revenue (Latest Quarter),Total Revenue (Previous Quarter),Total Revenue % Change,Gross Profit (Latest),Gross Profit (Previous),Gross Profit % Change,Net Profit (Latest),Net Profit (Previous),Net Profit % Change,Annualized EPS (Latest),Annualized EPS (Previous),Annualized EPS % Change,Book Value per Share (Latest),Book Value per Share (Previous),Book Value per Share % Change,Total Assets (Latest),Total Assets (Previous),Total Assets % Change,Total Liabilities (Latest),Total Liabilities (Previous),Total Liabilities % Change,Paid-up Capital (Latest),Paid-up Capital (Previous),Paid-up Capital % Change,Reserves (Latest),Reserves (Previous),Reserves % Change,ROE,D/E Ratio
HIDCL,Hydroelectricity Investment and Development Company,Organized Fund,298.00,73.19 Ar,-1.00%,-0.33%,+14.09%,+13.87%,+15.70%,+45.75%,3.23,92.34,2.66,560089.0,289725.0,+93.32%,549510.0,275114.0,+99.74%,402245.0,193976.0,+107.37%,3.23,3.16,+2.15%,112.02,115.55,-3.05%,28826524.0,28969127.0,-0.49%,900721.0,589706.0,+52.74%,24928211.0,24559813.0,+1.50%,2997594.0,3819608.0,-21.52%,0.0288,0.0323
HIDCLP,Hydorelectricity Investment and Development Company Limited Promoter,Organized Fund,225.00,7.42 Ar,-0.44%,0.00%,+17.49%,+22.28%,+29.22%,+146.82%,3.23,92.34,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIMSTAR,Him Star Urja Company Limited,Hydro Power,"1,025.00",3.82 Ar,+4.59%,+5.67%,-3.30%,+15.82%,+283.18%,+283.18%,-5.84,-175.54,10.75,105757.09,0.0,0.00%,46627.49,0.0,0.00%,-10889.73,552.58,"-2,070.70%",-5.84,0.59,"-1,085.35%",95.31,98.38,-3.12%,1300406.56,1281227.58,+1.50%,944917.62,914271.32,+3.35%,373000.0,373000.0,0.00%,-17511.05,-6043.74,+189.74%,-0.0613,2.6581
HLBSL,Himalayan Laghubitta Bittiya Sanstha Limited,Microcredit,968.00,3.10 Ar,+0.83%,+1.89%,+5.22%,+11.65%,+8.67%,+16.87%,26.24,36.9,5.78,338800.82,171953.28,+97.03%,197702.05,98869.04,+99.96%,44742.73,20708.17,+116.06%,26.24,25.9,+1.30%,167.35,170.96,-2.12%,6022420.07,5863966.15,+2.70%,5451621.24,5317190.58,+2.53%,341086.04,319818.2,+6.65%,229712.8,226957.37,+1.21%,0.1568,9.5509
HLI,Himalayan Life Insurance Limited,Life Insurance,393.50,35.98 Ar,-0.10%,-0.63%,+7.81%,+4.38%,-5.42%,+20.01%,4.52,87.02,3.57,11421491.06,5892478.49,+93.83%,1065794.87,435853.36,+144.53%,206737.35,127759.53,+61.82%,4.52,5.59,-19.09%,106.91,105.65,+1.19%,97320570.49,94162544.33,+3.35%,87545165.17,84502330.71,+3.60%,9143237.31,9143237.31,0.00%,947624.63,776802.13,+21.99%,0.0423,8.9557
HLICF,HLI Large Cap Fund,Mutual Fund,9.60,0.00,-1.84%,+2.78%,+5.73%,+2.35%,-1.03%,-1.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPPL,Himalayan Power Partner Ltd.,Hydro Power,410.90,4.38 Ar,-1.75%,+10.06%,+20.15%,+17.18%,-3.18%,+40.08%,20.1,20.45,3.26,398255.18,216050.05,+84.33%,370319.21,199646.53,+85.49%,107055.65,63877.72,+67.59%,20.1,23.98,-16.20%,126.02,122.3,+3.04%,5496965.3,5478051.37,+0.35%,4154333.53,4175068.89,-0.50%,1065417.0,1065417.0,0.00%,277214.76,237565.48,+16.69%,0.1595,3.0942
HRL,Himalayan Reinsurance Limited,ReInsurance,882.00,95.86 Ar,+0.66%,-0.66%,+5.14%,+4.75%,-5.78%,+182.01%,11.92,74.02,5.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HURJA,Himalaya Urja Bikas Company Limited,Hydro Power,294.00,5.82 Ar,+0.34%,-3.61%,+15.29%,+30.20%,+26.32%,+31.25%,10.56,27.84,3.07,293955.98,187790.93,+56.53%,288076.86,184035.11,+56.53%,104550.72,66232.43,+57.85%,10.56,13.38,-21.07%,95.84,93.94,+2.02%,3605092.32,3634722.99,-0.82%,1707523.05,1774778.07,-3.79%,1980000.0,1980000.0,0.00%,-82430.72,-120055.08,-31.34%,0.1102,0.8998
ICFC,ICFC Finance,Finance,678.00,8.02 Ar,-0.73%,+0.44%,+4.31%,+5.94%,+15.98%,+181.39%,5.41,125.26,3.98,912846.4,479750.19,+90.28%,301384.12,159361.12,+89.12%,32030.15,22455.41,+42.64%,5.41,7.59,-28.68%,170.19,183.63,-7.32%,25248834.76,24397565.79,+3.49%,23234650.37,22224355.68,+4.55%,1183470.96,1183470.96,0.00%,830713.42,989739.15,-16.07%,0.0318,11.5355
ICFCD83,12% ICFC Finance Limited Debenture 2083,Bond,"1,110.20",0.00,+1.99%,-0.43%,-2.20%,-10.57%,-7.48%,-5.92%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICFCD88,9% ICFC Finance Limited Debenture 2088,Bond,"1,165.00",0.00,-0.51%,-0.34%,+1.30%,+1.22%,+9.06%,+5.91%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGI,IGI Prudential insurance Limited,Non Life Insurance,486.00,14.72 Ar,+1.67%,+5.35%,+13.42%,+16.30%,-13.55%,-25.36%,-11.96,-40.64,1.37,914374.53,444750.29,+105.59%,29800.12,-66550.29,-144.78%,-181132.9,-207601.51,-12.75%,-11.96,-27.41,-56.37%,176.25,179.41,-1.76%,14616641.01,14386291.17,+1.60%,9277449.67,8951270.35,+3.64%,3029334.64,3029334.64,0.00%,-175341.16,-49012.25,+257.75%,-0.0679,1.7376
IHL,Ingwa Hydropower Limited,Hydro Power,519.00,3.11 Ar,-0.38%,-2.08%,+2.25%,-12.48%,-22.18%,+61.73%,4.5,115.23,5.29,155064.23,79458.83,+95.15%,130773.14,69998.16,+86.82%,13511.82,5601.89,+141.20%,4.5,3.73,+20.60%,98.02,96.7,+1.36%,2434780.14,2455732.15,-0.85%,1846666.1,1875528.04,-1.54%,600000.0,600000.0,0.00%,-11885.97,-19795.89,-39.96%,0.0459,3.14
ILBS,Infinity Laghubitta Bittiya Sanstha Limited,Microcredit,"1,035.00",5.15 Ar,-1.33%,+6.58%,+12.75%,+1.07%,+13.21%,+1.63%,24.07,43.0,7.56,385831.49,196131.18,+96.72%,212061.86,105219.14,+101.54%,59866.11,31477.03,+90.19%,24.07,25.31,-4.91%,136.88,162.96,-16.00%,6014973.16,6325337.87,-4.91%,5334106.42,5514738.05,-3.28%,497415.94,497415.94,0.00%,183450.8,313183.88,-41.42%,0.1758,7.8343
ILI,IME Life Insurance Company Limited,Life Insurance,468.00,23.40 Ar,+0.21%,+0.88%,+6.00%,+4.70%,+4.89%,+7.21%,10.83,43.23,4.31,3972004.0,1948445.35,+103.86%,722255.78,351281.73,+105.61%,270658.53,158314.06,+70.96%,10.83,12.67,-14.52%,129.16,137.41,-6.00%,23038519.59,22162186.02,+3.95%,16580446.48,15291792.91,+8.43%,5000000.0,5000000.0,0.00%,434287.36,862623.76,-49.66%,0.0838,2.5674
JBBL,Jyoti Bikas Bank,Development Bank,384.90,16.92 Ar,+1.83%,+2.64%,+16.81%,+17.74%,+13.50%,+103.54%,14.16,27.18,2.48,2469738.75,1283529.07,+92.42%,1034196.18,525976.92,+96.62%,311271.41,70334.51,+342.56%,14.16,6.4,+121.28%,155.09,149.0,+4.09%,73960600.3,73601324.74,+0.49%,67143053.64,67051754.5,+0.14%,4395785.89,4395785.89,0.00%,2421760.77,2153784.36,+12.44%,0.0913,9.8486
JBLB,Jeevan Bikas Laghubitta Bittya Sanstha Ltd,Microcredit,"1,382.50",21.24 Ar,-0.11%,+0.80%,+5.53%,+9.58%,+18.43%,+303.39%,50.65,27.3,4.99,1987137.45,1048018.94,+89.61%,1040622.43,557316.72,+86.72%,389037.48,145859.06,+166.72%,50.65,37.98,+33.36%,277.15,293.8,-5.67%,31355890.6,30412929.57,+3.10%,27098338.17,25899594.14,+4.63%,1536171.55,1536171.55,0.00%,2721380.89,2977163.88,-8.59%,0.1828,6.3648
JFL,Janaki Finance,Finance,456.00,3.15 Ar,+0.66%,+0.22%,+9.80%,+9.35%,-10.29%,+102.71%,-6.48,-70.33,-83.1,157391.1,71043.19,+121.54%,56785.0,17424.51,+225.89%,-22383.53,1845.98,"-1,312.56%",-6.48,1.07,-706.27%,-5.49,-1.98,+177.41%,4588045.23,4670086.27,-1.76%,4625932.05,4683743.58,-1.23%,690472.8,690472.8,0.00%,-728359.62,-704130.11,+3.44%,1.1803,-122.0987
JHAPA,Jhapa Energy Limited,Hydro Power,"1,445.00",5.49 Ar,+1.05%,+1.98%,-0.69%,+15.80%,+364.33%,+364.33%,5.53,261.08,14.32,53704.96,29014.08,+85.10%,48291.47,26531.46,+82.02%,10521.31,4565.75,+130.44%,5.53,4.8,+15.22%,100.92,99.35,+1.58%,851266.42,857497.13,-0.73%,467579.19,479765.53,-2.54%,380190.0,380190.0,0.00%,3497.23,-2458.33,-242.26%,0.0548,1.2186
JOSHI,Joshi Hydropower Development Company Ltd,Hydro Power,315.00,1.93 Ar,+0.03%,-3.08%,+8.62%,+8.62%,+25.01%,+165.18%,-7.17,-43.95,4.64,4866.79,4866.79,0.00%,2306.39,3418.89,-32.54%,-21958.56,-12611.3,+74.12%,-7.17,-13.58,-47.24%,67.88,101.42,-33.07%,450232.49,461699.07,-2.48%,34246.01,85028.17,-59.72%,612810.0,371400.0,+65.00%,-196823.52,5270.9,"-3,834.15%",-0.1056,0.0823
JSLBB,Janautthan Samudayic Laghubitta Bikas Bank,Microcredit,"1,234.00",2.10 Ar,+0.33%,+3.09%,+11.94%,+4.84%,-15.18%,-38.21%,11.8,104.61,7.22,132820.64,66282.09,+100.39%,64786.24,30083.61,+115.35%,10032.59,896.91,"+1,018.57%",11.8,2.11,+459.30%,170.87,166.77,+2.46%,2326826.83,2369073.91,-1.78%,2036193.57,2085409.79,-2.36%,170091.9,170091.9,0.00%,120541.36,113572.22,+6.14%,0.0691,7.0061
KBL,Kumari Bank,Commercial Banks,240.00,62.94 Ar,-0.74%,+3.45%,+28.34%,+31.15%,+18.17%,-8.33%,20.74,11.57,1.59,15175838.26,7336110.44,+106.86%,6783509.67,2912050.99,+132.95%,2720085.58,1056531.17,+157.45%,20.74,16.11,+28.73%,151.16,145.21,+4.10%,452969256.0,442370137.0,+2.40%,413325274.0,404287189.1,+2.24%,26225861.34,26225861.34,0.00%,13418120.73,11857086.59,+13.17%,0.1372,10.4259
KBSH,Kutheli Bukhari Small Hydropower Limited,Hydro Power,"1,705.00",2.29 Ar,-0.93%,+0.29%,+2.89%,+3.36%,-21.52%,+291.73%,12.41,137.35,12.03,19451.92,8198.05,+137.27%,18127.46,7626.25,+137.70%,8320.44,2544.04,+227.06%,12.41,7.59,+63.53%,141.76,137.56,+3.05%,216212.89,215365.0,+0.39%,26179.37,30954.7,-15.43%,134054.25,134054.25,0.00%,55979.27,50356.06,+11.17%,0.0875,0.1378
KDBY,Kumari Dhanabriddhi Yojana,Mutual Fund,10.76,1.32 Ar,+2.28%,+3.86%,+7.71%,+12.67%,+30.68%,+53.74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KDL,Kalinchowk Darshan Limited,Hotels,914.00,5.48 Ar,+1.33%,+1.78%,+2.47%,+9.46%,-12.38%,+587.17%,4.0,228.62,8.52,36002.16,8444.74,+326.33%,22686.11,2204.74,+928.97%,11993.52,-3386.73,-454.13%,4.0,-2.26,-277.07%,107.32,104.76,+2.44%,783566.24,774072.59,+1.23%,139665.47,145501.65,-4.01%,600000.0,600000.0,0.00%,43900.78,28570.93,+53.66%,0.0373,0.2169
KEF,Kumari Equity Fund,Mutual Fund,10.15,1.01 Ar,+2.11%,+2.63%,+9.14%,+10.69%,+27.22%,+43.31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KKHC,Khanikhola Hydropower Co. Ltd.,Hydro Power,292.00,2.72 Ar,+0.69%,-1.35%,+4.66%,+31.29%,+34.71%,+160.71%,-1.49,-196.14,3.28,63599.87,18221.3,+249.04%,63599.87,18221.3,+249.04%,-6933.36,-18914.9,-63.34%,-1.49,-8.54,-82.58%,89.12,81.39,+9.50%,1505495.88,1515350.83,-0.65%,675425.4,794681.64,-15.01%,931428.6,885493.7,+5.19%,-101358.12,-164824.51,-38.51%,-0.0167,0.8137
KMCDB,Kalika Laghubitta Bittiya Sanstha,Microcredit,985.00,4.02 Ar,+0.92%,+2.07%,+7.42%,+3.54%,+3.41%,+28.38%,26.09,37.76,5.98,355965.72,181527.39,+96.09%,217670.78,108785.81,+100.09%,58499.44,20340.04,+187.61%,26.09,19.96,+30.73%,164.7,191.51,-14.00%,5376707.74,5150735.49,+4.39%,4638105.18,4369977.46,+6.14%,448461.54,407692.31,+10.00%,290141.03,373065.72,-22.23%,0.1584,6.2796
KPCL,Kalika Power Company,Hydro Power,537.10,5.02 Ar,+0.21%,-1.45%,+2.79%,+5.58%,+10.80%,+209.36%,15.02,35.75,4.73,121141.16,69362.65,+74.65%,106419.94,61338.99,+73.49%,75060.36,45292.29,+65.72%,15.02,19.4,-22.56%,113.65,118.33,-3.95%,1191877.45,1157020.26,+3.01%,56131.06,51886.28,+8.18%,999325.97,933949.5,+7.00%,136420.43,171184.48,-20.31%,0.1322,0.0494
KSBBL,Kamana Sewa Bikas Bank Limited,Development Bank,506.00,17.76 Ar,0.00%,+0.60%,+10.48%,+15.79%,+28.70%,+145.01%,20.43,24.76,3.2,2667977.44,1393631.75,+91.44%,1211468.8,617636.61,+96.15%,394550.57,197584.14,+99.69%,20.43,20.46,-0.16%,158.07,152.32,+3.78%,72026358.82,71634447.02,+0.55%,65921852.77,65752148.65,+0.26%,3861930.82,3861930.82,0.00%,2242575.24,2020367.55,+11.00%,0.1292,10.7989
KSY,Kumari Sabal Yojana,Mutual Fund,9.77,72.76 Cr,-1.31%,-0.41%,+4.83%,+9.41%,+21.69%,+6.72%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBBL,Lumbini Bikas Bank Ltd.,Development Bank,524.00,18.99 Ar,+0.96%,+1.37%,+11.49%,+10.08%,+25.45%,+179.33%,15.75,33.27,2.66,2362215.3,1204733.57,+96.08%,947228.93,453831.23,+108.72%,285377.31,-348577.71,-181.87%,15.75,-38.48,-140.93%,196.98,186.3,+5.74%,66064634.18,66221689.08,-0.24%,58926604.82,59470858.57,-0.92%,3623678.16,3623678.16,0.00%,3514351.2,3127152.35,+12.38%,0.08,8.2553
LBBLD89,11% L.B.B.L. Debenture 2089,Bond,"1,335.00",0.00,-0.52%,+1.99%,+7.66%,-0.47%,+16.08%,+30.24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEC,Liberty Energy Company Limited,Hydro Power,260.50,5.86 Ar,+1.13%,-1.81%,+19.55%,+30.51%,+25.04%,+12.28%,-0.78,-335.41,3.76,143423.31,147468.27,-2.74%,127890.71,130438.7,-1.95%,-8737.42,-16389.62,-46.69%,-0.78,-2.91,-73.34%,69.32,69.79,-0.67%,6014545.27,6050686.21,-0.60%,4454790.34,4480356.94,-0.57%,2250000.0,2250000.0,0.00%,-690245.07,-679670.73,+1.56%,-0.0113,2.8561
LICN,Life Insurance Nepal,Life Insurance,880.00,48.40 Ar,+0.57%,0.00%,+6.80%,+0.84%,-2.19%,-7.39%,8.17,107.77,6.05,16425345.5,8139854.44,+101.79%,1868227.22,935907.52,+99.62%,224558.98,108370.09,+107.21%,8.17,7.88,+3.61%,174.41,183.32,-4.86%,152878447.2,149327871.1,+2.38%,143285915.5,139245432.6,+2.90%,5500000.0,5500000.0,0.00%,2494242.45,3091876.79,-19.33%,0.0468,14.9372
LLBS,Laxmi Laghubitta Bittiya Sanstha,Microcredit,"1,040.00",4.59 Ar,-1.19%,+1.86%,+11.71%,+5.58%,+1.16%,-24.17%,15.31,67.92,5.54,409651.54,234496.84,+74.69%,225629.85,140740.72,+60.32%,33815.23,30909.03,+9.40%,15.31,27.99,-45.30%,187.67,179.47,+4.57%,6873470.83,6472377.33,+6.20%,6044619.92,5679727.91,+6.42%,441662.1,441662.1,0.00%,387188.81,350987.31,+10.31%,0.0816,7.2928
LSL,Laxmi Sunrise Bank Limited,Commercial Banks,235.00,57.21 Ar,+0.47%,+1.73%,+11.96%,+10.28%,+19.50%,+11.57%,-2.04,-115.01,1.41,12820129.0,6710122.0,+91.06%,5249036.0,2715176.0,+93.32%,-273616.0,332330.0,-182.33%,-2.04,5.46,-137.42%,166.23,184.89,-10.09%,462317627.0,451720473.0,+2.35%,417798228.0,406705354.0,+2.73%,26781163.0,24346512.0,+10.00%,17738235.0,20668608.0,-14.18%,-0.0123,9.3846
LUK,Laxmi Unnati Kosh,Mutual Fund,10.09,65.85 Cr,+0.90%,+0.90%,+2.96%,+9.08%,+23.55%,+70.28%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVF2,Laxmi Value Fund 2,Mutual Fund,10.00,0.00,+0.60%,-0.10%,+3.09%,+7.07%,+25.44%,+19.22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MABEL,Mabilung Energy Limited,Hydro Power,773.00,2.98 Ar,+0.52%,+2.66%,+3.07%,+10.60%,+121.24%,+121.24%,2.33,331.08,7.48,40828.41,0.0,0.00%,33180.07,0.0,0.00%,4504.13,-1643.19,-374.11%,2.33,-1.7,-237.05%,103.31,103.05,+0.26%,1257038.55,1287069.08,-2.33%,858429.98,889492.71,-3.49%,385824.0,385824.0,0.00%,12784.57,11752.37,+8.78%,0.0226,2.1536
MAKAR,Makar Jitumaya Suri Hydropower Limited,Hydro Power,541.50,4.12 Ar,-0.60%,-1.20%,+1.40%,-4.16%,-22.28%,+112.35%,21.06,25.72,4.71,251842.49,127764.24,+97.12%,243797.47,123511.17,+97.39%,80014.74,28087.22,+184.88%,21.06,14.78,+42.44%,114.85,108.02,+6.33%,2777171.8,2750934.88,+0.95%,1904300.15,1929990.75,-1.33%,760000.0,760000.0,0.00%,112871.66,60944.13,+85.21%,0.1834,2.1816
MANDU,Mandu Hydropower Limited,Hydro Power,859.50,11.72 Ar,+1.12%,+3.32%,+7.17%,+6.77%,-1.86%,+116.62%,26.85,32.01,5.62,396442.15,166422.8,+138.21%,378993.47,158554.95,+139.03%,183087.93,50257.2,+264.30%,26.85,14.74,+82.15%,152.82,143.08,+6.81%,5417793.83,5151189.68,+5.18%,3333847.5,3200074.09,+4.18%,1363637.0,1363637.0,0.00%,720309.32,587478.59,+22.61%,0.1757,1.5998
MATRI,Matribhumi Lagubitta Bittiya Sanstha Limited,Microcredit,"1,007.00",6.33 Ar,-0.58%,+1.82%,+7.01%,+0.31%,-14.98%,-30.33%,11.25,89.5,8.4,642139.79,304835.57,+110.65%,260090.27,105911.87,+145.57%,35349.42,-19707.92,-279.37%,11.25,-12.55,-189.68%,119.9,185.14,-35.24%,12831922.75,11956991.21,+7.32%,12078519.32,10793664.43,+11.90%,628357.34,628357.34,0.00%,125046.09,534969.44,-76.63%,0.0938,16.0319
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,Hydro Power,317.00,19.02 Ar,-0.31%,-0.94%,+9.69%,+10.84%,-0.09%,+188.18%,2.04,155.33,3.36,810448.27,101850.91,+695.72%,720197.73,97263.89,+640.46%,61223.42,16494.65,+271.17%,2.04,1.1,+85.59%,94.44,93.69,+0.80%,22817046.87,22403747.19,+1.84%,16950665.72,16782094.54,+1.00%,6000000.0,6000000.0,0.00%,-333618.14,-378347.36,-11.82%,0.0216,2.8895
MBL,Machhapuchhre Bank,Commercial Banks,266.89,31.02 Ar,-0.04%,+0.11%,+16.25%,+19.21%,+25.37%,+21.24%,16.73,15.95,1.65,6852493.25,3485403.83,+96.61%,2941016.74,1458948.27,+101.58%,1011173.46,417956.34,+141.93%,16.73,13.83,+20.97%,161.63,154.61,+4.54%,238205661.3,226591698.7,+5.13%,218670362.3,207905078.5,+5.18%,12086211.56,12086211.56,0.00%,7449087.45,6600408.61,+12.86%,0.1035,11.1936
MBLEF,MBL Equity Fund,Mutual Fund,10.60,1.29 Ar,+1.92%,+2.71%,+5.58%,+11.70%,+16.48%,+16.48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCHL,Menchhiyam Hydropower Limited,Hydro Power,422.00,2.29 Ar,+0.48%,-0.94%,+3.51%,-8.04%,-24.04%,+65.36%,5.29,79.8,-19.25,82322.42,49229.82,+67.22%,80351.97,47803.59,+68.09%,14347.14,13937.51,+2.94%,5.29,10.27,-48.53%,-21.92,-21.94,-0.07%,1375684.77,1401528.39,-1.84%,1494629.84,1520559.95,-1.71%,542583.0,542583.3,0.00%,-661528.38,-661614.86,-0.01%,-0.2413,-12.5657
MDB,Miteri Development Bank,Development Bank,650.00,7.91 Ar,-0.90%,-2.40%,+1.96%,+10.92%,+7.35%,+199.08%,9.37,69.39,4.78,324373.28,162255.4,+99.92%,144603.92,72962.54,+98.19%,57005.63,25223.27,+126.00%,9.37,8.29,+13.00%,135.98,143.28,-5.09%,10159718.58,9439374.46,+7.63%,8504692.22,7695535.86,+10.51%,1217100.0,1217100.0,0.00%,437926.37,526738.6,-16.86%,0.0689,5.1387
MEHL,Manakamana Engineering Hydropower Limited,Hydro Power,473.00,3.78 Ar,+0.64%,-1.46%,+7.99%,+9.41%,-11.36%,+110.22%,4.66,101.46,7.52,87325.44,52665.41,+65.81%,74777.31,46454.16,+60.97%,18646.93,19520.1,-4.47%,4.66,9.76,-52.24%,62.93,66.21,-4.95%,1282458.56,1335481.02,-3.97%,779008.0,805835.97,-3.33%,800000.0,800000.0,0.00%,-296549.45,-270354.95,+9.69%,0.0741,1.5473
MEL,Modi Energy Limited,Hydro Power,299.00,8.67 Ar,+0.13%,-2.61%,+7.13%,+9.93%,-4.56%,+23.05%,-4.31,-69.42,5.08,220848.0,108617.0,+103.33%,190262.0,89464.0,+112.67%,-62453.0,-41168.0,+51.70%,-4.31,-5.68,-24.15%,58.8,59.79,-1.65%,5421666.0,5465380.0,-0.80%,3716404.0,3731535.0,-0.41%,2900000.0,2900000.0,0.00%,-1194738.0,-1166155.0,+2.45%,-0.0733,2.1794
MEN,Mountain Energy Nepal Limited,Hydro Power,621.50,16.18 Ar,-0.40%,-1.19%,+6.60%,+9.81%,+29.67%,+47.05%,34.67,17.93,4.36,914447.8,613559.25,+49.04%,803547.42,547987.83,+46.64%,541449.55,423496.69,+27.85%,34.67,65.09,-46.73%,142.68,167.78,-14.96%,7418748.9,7522892.4,-1.38%,2962587.15,3156106.96,-6.13%,3123258.85,2602715.71,+20.00%,1332902.91,1764069.73,-24.44%,0.243,0.6648
MERO,Mero Microfinance Bittiya Sanstha Ltd.,Microcredit,798.00,11.32 Ar,+1.00%,+7.11%,+11.45%,+13.00%,+15.94%,-16.85%,13.88,57.47,5.12,957445.5,461600.97,+107.42%,544543.78,242638.42,+124.43%,98512.17,-12177.48,-908.97%,13.88,-3.43,-504.48%,155.78,157.35,-1.00%,16536436.42,15663657.43,+5.57%,14325894.69,13430892.03,+6.66%,1419000.0,1419000.0,0.00%,791541.73,813765.4,-2.73%,0.0891,6.4807
MFIL,Manjushree Financial Institution,Finance,869.90,11.76 Ar,+0.57%,+1.86%,+7.93%,+19.18%,+47.99%,+169.47%,20.03,43.42,4.96,1076525.5,551583.51,+95.17%,453273.77,227290.02,+99.43%,135378.53,46394.87,+191.80%,20.03,13.73,+45.90%,175.29,168.34,+4.13%,27379300.22,26551878.31,+3.12%,25010111.18,24276625.95,+3.02%,1351552.85,1351552.85,0.00%,1017636.19,923699.52,+10.17%,0.1143,10.5564
MFLD85,9.5% Manjushree Finance Limited Debenture 2085,Bond,"1,186.00",0.00,+5.33%,+1.92%,+1.80%,+0.76%,+6.75%,+18.48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHCL,Molung Hydropower Company Limited,Hydro Power,390.00,3.13 Ar,+1.83%,-0.81%,+11.43%,-0.74%,-23.81%,+151.45%,16.81,23.2,4.41,122747.96,72761.2,+68.70%,116926.8,69645.88,+67.89%,67441.34,40837.34,+65.15%,16.81,20.36,-17.43%,88.49,85.18,+3.89%,1167900.3,1178754.74,-0.92%,457757.11,495215.67,-7.56%,802500.0,802500.0,0.00%,-92356.82,-118960.93,-22.36%,0.19,0.6446
MHL,Mandakini Hydropower Limited,Hydro Power,549.20,3.55 Ar,+0.22%,-2.10%,+6.02%,+12.77%,-22.26%,+134.87%,11.14,49.28,4.87,73109.52,44884.75,+62.88%,64944.65,39704.7,+63.57%,36036.71,24365.99,+47.90%,11.14,15.07,-26.05%,112.66,111.42,+1.12%,989986.0,959080.75,+3.22%,261346.29,238476.8,+9.59%,646767.0,646767.0,0.00%,81872.63,73836.95,+10.88%,0.0989,0.3587
MHNL,Mountain Hydro Nepal Limited,Hydro Power,314.70,3.93 Ar,+0.90%,-2.72%,+21.55%,+28.45%,+18.62%,+18.31%,1.14,275.47,10.1,195542.31,195542.31,0.00%,103732.12,146850.15,-29.36%,7140.1,84906.01,-91.59%,1.14,27.17,-95.80%,31.16,30.59,+1.87%,3403374.74,3438986.95,-1.04%,3013886.27,3056638.59,-1.40%,1250000.0,1250000.0,0.00%,-860511.53,-867651.63,-0.82%,0.0366,7.7381
MKCL,Muktinath Krishi Company Limited,Trading,"1,432.00",10.02 Ar,+0.63%,+3.24%,+4.68%,+4.79%,-1.33%,+686.86%,4.69,305.36,13.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKHC,Maya Khola Hydropower Company Limited,Hydro Power,366.00,3.66 Ar,+4.84%,+1.36%,+15.09%,+0.27%,-30.88%,+25.34%,8.76,41.76,5.66,230806.0,138026.0,+67.22%,230806.0,138026.0,+67.22%,43818.0,28418.0,+54.19%,8.76,11.37,-22.90%,64.61,63.17,+2.28%,3165309.0,3236472.0,-2.20%,2519226.0,2604781.0,-3.28%,1000000.0,1000000.0,0.00%,-353916.0,-368309.0,-3.91%,0.1356,3.8992
MKHL,Mai Khola Hydropower Limited,Hydro Power,801.00,3.14 Ar,+0.38%,-2.91%,+1.39%,+2.30%,+16.59%,+165.67%,-3.24,-247.22,8.06,19721.02,19721.02,0.00%,17131.8,17819.75,-3.86%,-6352.98,5483.46,-215.86%,-3.24,5.59,-157.93%,99.34,102.36,-2.95%,717524.93,697455.46,+2.88%,327946.97,296041.06,+10.78%,392156.8,392156.8,0.00%,-2578.84,9257.6,-127.86%,-0.0326,0.8418
MKJC,Mailung Khola Jal Vidhyut Company Limited,Hydro Power,540.00,2.03 Ar,+0.39%,-1.28%,+3.45%,+3.65%,+1.72%,+196.05%,9.4,57.48,5.08,61937.5,32187.82,+92.43%,56555.0,29325.89,+92.85%,17677.96,9697.1,+82.30%,9.4,10.31,-8.85%,106.21,104.09,+2.04%,796598.23,802234.06,-0.70%,396901.73,410518.42,-3.32%,376319.8,376319.8,0.00%,23376.7,15395.84,+51.84%,0.0885,0.993
MLBBL,Mithila Laghubitta Bikas Bank,Microcredit,"1,375.00",3.08 Ar,+0.73%,+1.33%,+2.46%,+5.06%,+1.53%,+57.55%,47.22,29.12,6.15,225931.33,127429.09,+77.30%,133055.38,81440.98,+63.38%,52871.73,33637.92,+57.18%,47.22,60.09,-21.41%,223.65,210.87,+6.06%,3461805.86,3395042.78,+1.97%,2960976.23,2922846.15,+1.30%,223933.15,223933.15,0.00%,276896.48,248263.49,+11.53%,0.2111,5.9121
