Ticker,Stock Name,Sector,Today's Price,Market Cap,Daily Change (%),Weekly Change (%),Monthly Change (%),3-Month Change (%),Yearly Change (%),5-Year Change (%),EPS (Trailing),P/E Ratio,P/B Ratio,Total Revenue (Latest Quarter),Total Revenue (Previous Quarter),Total Revenue % Change,Gross Profit (Latest),Gross Profit (Previous),Gross Profit % Change,Net Profit (Latest),Net Profit (Previous),Net Profit % Change,Annualized EPS (Latest),Annualized EPS (Previous),Annualized EPS % Change,Book Value per Share (Latest),Book Value per Share (Previous),Book Value per Share % Change,Total Assets (Latest),Total Assets (Previous),Total Assets % Change,Total Liabilities (Latest),Total Liabilities (Previous),Total Liabilities % Change,Paid-up Capital (Latest),Paid-up Capital (Previous),Paid-up Capital % Change,Reserves (Latest),Reserves (Previous),Reserves % Change,ROE,D/E Ratio
GBBL,Garima Bikas Bank,Development Bank,416.10,23.64 Ar,+0.51%,0.00%,+1.00%,+4.28%,+11.77%,+90.63%,23.21,17.93,2.48,5595932.22,3842874.46,+45.62%,2799889.84,1880415.18,+48.90%,1048231.02,635130.81,+65.04%,23.21,21.1,+10.03%,167.58,159.59,+5.00%,108290878.7,104894583.9,+3.24%,98200421.81,95284856.42,+3.06%,6021348.37,6021348.37,0.00%,4069108.57,3588379.13,+13.40%,0.1385,9.732
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBIME,Global Ime Bank,Commercial Banks,234.00,89.19 Ar,+1.30%,0.00%,-1.70%,+2.35%,+7.99%,-25.85%,15.4,15.2,1.31,29818037.0,20087055.0,+48.44%,11884412.0,8022317.0,+48.14%,4401177.0,3252116.0,+35.33%,15.4,17.06,-9.78%,178.53,175.29,+1.85%,774887689.0,748296592.0,+3.55%,706840464.0,681483217.0,+3.72%,38115853.0,38115853.0,0.00%,29931373.0,28697523.0,+4.30%,0.0863,10.3875
GBIMESY2,Global IME Sammunat Yojana -2,Mutual Fund,9.30,1.40 Ar,-2.62%,+3.80%,+1.38%,+3.92%,-4.50%,-4.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBLBS,Grameen Bikas Laghubitta,Microcredit,771.00,7.58 Ar,+1.06%,+1.72%,+0.12%,-0.30%,-6.11%,-40.12%,40.0,19.28,2.61,1588151.48,1054426.94,+50.62%,1013038.18,664280.66,+52.50%,301588.72,219906.87,+37.14%,40.0,43.75,-8.57%,295.18,278.07,+6.15%,16298628.01,15398251.0,+5.85%,13330999.73,12602636.2,+5.78%,1005350.0,1005350.0,0.00%,1962278.29,1790264.8,+9.61%,0.1355,4.4921
GCIL,Ghorahi Cement Industry Limited,Manufacturing And Processing,420.00,19.18 Ar,+1.45%,-0.24%,-2.31%,-1.90%,-11.79%,+3.01%,-4.21,-99.75,2.49,3578649.87,2098530.46,+70.53%,953962.82,422479.13,+125.80%,-158668.17,-264902.71,-40.10%,-4.21,-10.54,-60.07%,168.7,166.58,+1.27%,21954624.94,21910646.41,+0.20%,13478412.25,13540668.26,-0.46%,5024454.27,5024454.27,0.00%,3451758.42,3345523.88,+3.18%,-0.025,1.5901
GFCL,Goodwill Finance,Finance,619.70,5.86 Ar,+1.59%,-1.64%,-3.94%,-8.27%,-6.69%,+136.74%,14.28,43.39,2.99,858862.62,679424.44,+26.41%,312108.36,304998.81,+2.33%,101336.5,111708.62,-9.28%,14.28,23.61,-39.52%,207.18,256.65,-19.28%,17876964.96,16162191.26,+10.61%,15916833.85,13733951.54,+15.89%,946115.2,946115.2,0.00%,1014015.91,1482124.52,-31.58%,0.0689,8.1203
GHL,Ghalemdi Hydro Limited,Hydro Power,240.00,3.96 Ar,+3.49%,-0.90%,-4.17%,-8.88%,-10.34%,+82.12%,-2.06,-116.3,2.51,69747.43,34479.08,+102.29%,48428.37,16380.79,+195.64%,-17025.37,-17388.07,-2.09%,-2.06,-4.22,-51.04%,95.65,95.63,+0.02%,2267173.39,2470485.67,-8.23%,688902.61,892577.66,-22.82%,1650000.0,1650000.0,0.00%,-71729.22,-72091.99,-0.50%,-0.0215,0.4365
GIBF1,Global IME Balanced Fund-1,Mutual Fund,10.80,1.11 Ar,+2.37%,-4.09%,-4.09%,-2.31%,+9.10%,+44.75%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GILB,Global IME Laghubitta Bittiya Sanstha,Microcredit,"1,118.00",6.92 Ar,+1.64%,-0.02%,-2.83%,-5.74%,-5.40%,-39.17%,32.67,34.22,5.67,773237.71,373963.25,+106.77%,487691.11,227419.68,+114.45%,105905.61,62179.33,+70.32%,32.67,40.19,-18.70%,197.29,220.09,-10.36%,10868379.45,10557264.19,+2.95%,9589375.83,9195153.05,+4.29%,648297.8,618900.05,+4.75%,630705.82,743211.1,-15.14%,0.1656,7.4975
GLBSL,Gurans Laghubitta Bittiya Sanstha,Microcredit,"1,819.90",2.11 Ar,+1.67%,+1.48%,-0.56%,-9.87%,-29.58%,+64.46%,40.62,44.8,10.77,225175.9,149387.88,+50.73%,133490.63,87659.35,+52.28%,40327.58,26620.45,+51.49%,40.62,40.22,+0.99%,168.91,159.33,+6.01%,2366283.64,2301386.76,+2.82%,2142716.98,2090501.04,+2.50%,132358.05,132358.05,0.00%,91208.6,78527.67,+16.15%,0.2405,9.5842
GLH,GreenLife Hydropower Limited,Hydro Power,268.00,4.82 Ar,+1.40%,-0.08%,-3.47%,-2.15%,-4.76%,-31.17%,2.09,128.27,2.42,0.0,0.0,0.00%,0.0,0.0,0.00%,18804.06,10823.37,+73.74%,2.09,2.41,-13.13%,110.77,110.33,+0.40%,11103418.81,10833627.08,+2.49%,9109569.83,8847758.79,+2.96%,1800000.0,1800000.0,0.00%,193848.98,185868.3,+4.29%,0.0189,4.5688
GMFBS,Ganapati Microfinance Bittiya Sanstha,Microcredit,"1,322.00",2.00 Ar,+1.30%,-0.39%,-3.26%,-11.22%,-15.87%,-7.44%,53.71,24.62,7.8,252511.97,173083.61,+45.89%,147974.82,101950.69,+45.14%,61044.93,-3569.46,"-1,810.20%",53.71,-4.71,"-1,240.13%",169.51,185.26,-8.50%,2629058.96,2548499.72,+3.16%,2372163.53,2267732.84,+4.61%,151554.53,151554.53,0.00%,105340.89,129212.35,-18.47%,0.3169,9.234
GMFIL,Guheshowori Merchant Bank & Finance,Finance,465.00,4.71 Ar,+1.97%,-1.81%,-5.20%,-4.40%,-6.36%,+125.85%,6.0,77.47,2.76,487969.0,326454.0,+49.48%,175104.0,106532.0,+64.37%,45567.0,16847.0,+170.48%,6.0,3.33,+80.31%,168.38,164.67,+2.26%,10148114.0,10065825.0,+0.82%,8443785.0,8399106.0,+0.53%,1012176.0,1012176.0,0.00%,692151.0,654543.0,+5.75%,0.0356,4.9543
GMLI,Guardian Micro Life Insurance Limited,Life Insurance,"1,295.00",9.71 Ar,+1.09%,+0.08%,-15.72%,-28.83%,-46.50%,+286.89%,3.53,366.41,12.49,271794.79,128200.85,+112.01%,33775.08,514.95,"+6,458.93%",13253.74,7084.62,+87.08%,3.53,3.78,-6.46%,106.91,106.08,+0.78%,1233320.71,1169642.9,+5.44%,431520.59,374011.9,+15.38%,750000.0,750000.0,0.00%,27682.32,22191.8,+24.74%,0.033,0.5382
GRDBL,Green Development Bank Ltd.,Development Bank,"1,038.09",5.91 Ar,-0.18%,-5.45%,-0.57%,-7.72%,-5.85%,+502.30%,7.63,135.99,8.89,371751.71,252060.06,+47.49%,167005.74,104445.48,+59.90%,35240.1,11002.9,+220.28%,7.63,3.58,+113.52%,116.8,112.86,+3.49%,6816507.55,6906062.46,-1.30%,6097610.6,6211402.71,-1.83%,615500.0,615500.0,0.00%,103396.95,79159.75,+30.62%,0.0653,8.4819
GSY,Garima Samriddhi Yojana,Mutual Fund,9.72,1.22 Ar,+0.31%,-0.82%,-1.62%,+1.04%,+4.53%,+7.78%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUFL,Gurkhas Finance Ltd.,Finance,527.00,4.57 Ar,+1.76%,-0.06%,-2.28%,-10.24%,-7.08%,+11.14%,19.89,26.5,3.34,515893.45,314416.2,+64.08%,218555.93,104153.04,+109.84%,129474.71,61657.32,+109.99%,19.89,14.21,+39.99%,157.88,148.65,+6.21%,10761757.98,10791318.74,-0.27%,9391404.49,9501046.46,-1.15%,867993.8,867993.8,0.00%,502359.69,422278.48,+18.96%,0.126,6.8533
GVL,Green Ventures Limited,Hydro Power,489.00,16.81 Ar,+0.60%,-0.29%,+0.31%,-1.78%,+4.73%,+79.48%,27.16,18.01,3.91,1012666.53,576092.88,+75.78%,683281.28,419226.46,+62.99%,466745.66,302893.57,+54.10%,27.16,35.25,-22.95%,124.97,120.81,+3.44%,10789634.27,10672079.76,+1.10%,6493847.27,6519215.55,-0.39%,3437500.0,3437500.0,0.00%,858287.01,715364.21,+19.98%,0.2173,1.5117
H8020,Himalayan 80-20,Mutual Fund,11.37,1.14 Ar,-2.32%,+1.13%,-2.43%,+2.28%,+22.87%,+39.75%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HATHY,Hathway Investment Nepal Limited,Organized Fund,816.00,23.10 Ar,+1.24%,-0.98%,-7.99%,-15.60%,-30.30%,+248.46%,1.23,665.45,12.11,98832.09,8814.26,"+1,021.27%",29791.84,14366.45,+107.37%,19443.04,4423.41,+339.55%,1.23,0.56,+119.77%,67.38,66.64,+1.11%,2724757.35,2722883.72,+0.07%,587931.77,609557.16,-3.55%,1585584.0,1585584.0,0.00%,551241.58,527742.56,+4.45%,0.0183,0.2751
HBL,Himalayan Bank,Commercial Banks,205.00,44.40 Ar,+0.10%,+1.39%,-0.68%,+7.90%,-8.53%,-42.89%,4.5,45.53,1.19,17282439.37,11811788.28,+46.32%,6832100.62,4702327.9,+45.29%,762536.32,1292681.91,-41.01%,4.5,11.45,-60.67%,171.96,174.23,-1.30%,406902211.9,400243766.1,+1.66%,368069984.2,360899137.0,+1.99%,22581662.53,22581662.53,0.00%,16250565.09,16762966.58,-3.06%,0.0262,9.4785
HDHPC,Himal Dolakha Hydropower Company Limited,Hydro Power,222.50,6.23 Ar,+2.77%,-2.83%,-4.20%,+4.14%,+2.49%,+53.39%,-4.32,-51.49,2.96,69604.77,69604.77,0.00%,20528.14,52108.38,-60.60%,-60494.17,16286.32,-471.44%,-4.32,2.33,-285.72%,75.21,77.95,-3.52%,2303687.88,2384457.21,-3.39%,197932.56,201921.41,-1.98%,2800000.0,2800000.0,0.00%,-694244.68,-617464.2,+12.43%,-0.0574,0.094
HDL,Himalayan Distillery,Manufacturing And Processing,"1,155.00",35.50 Ar,+0.45%,+0.33%,-1.05%,+0.59%,+14.66%,+11.78%,30.78,37.53,8.76,3136253.71,1787833.33,+75.42%,2234824.83,1228350.89,+81.94%,851305.53,448367.37,+89.87%,30.78,24.31,+26.58%,131.8,120.87,+9.04%,5830750.56,5168267.36,+12.82%,969877.26,710332.22,+36.54%,3688082.18,3688082.18,0.00%,1172791.13,769852.97,+52.34%,0.2335,0.1995
HEI,Himalayan Everest Insurance Limited,Non Life Insurance,529.90,13.25 Ar,+1.90%,+0.78%,+0.39%,+0.97%,-9.79%,+31.35%,1.26,420.45,1.52,1370378.33,793246.48,+72.76%,395647.51,83034.53,+376.49%,15755.11,-109337.4,-114.41%,1.26,-17.49,-107.20%,348.05,341.97,+1.78%,12337298.01,12108227.93,+1.89%,7095305.02,6958785.95,+1.96%,2500157.4,2500157.4,0.00%,308489.22,224221.7,+37.58%,0.0036,1.3536
HEIP,Himalayan Everest Insurance Limited Promoter,Non Life Insurance,320.20,85.65 Cr,+3.59%,-2.52%,-8.31%,+0.65%,-12.10%,+38.70%,1.26,420.46,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFIN,Hotel Forest Inn Limited,Hotels,"1,073.00",21.46 Ar,+7.90%,-2.89%,+76.63%,+789.45%,+789.45%,+789.45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HHL,Himalayan Hydropower Limited,Hydro Power,373.50,4.09 Ar,+1.49%,-4.17%,+6.98%,+2.22%,-13.80%,+46.73%,10.78,34.63,4.48,187144.76,106577.21,+75.60%,166236.69,91236.42,+82.20%,59045.72,36333.76,+62.51%,10.78,13.27,-18.75%,83.35,81.28,+2.55%,2259174.99,2278284.63,-0.84%,1346492.66,1388314.27,-3.01%,1095000.0,1095000.0,0.00%,-182317.68,-205029.64,-11.08%,0.1293,1.4753
HIDCL,Hydroelectricity Investment and Development Company,Organized Fund,267.00,65.57 Ar,+0.83%,-0.34%,-4.02%,+1.77%,-11.37%,+6.16%,3.23,82.73,2.38,560089.0,289725.0,+93.32%,549510.0,275114.0,+99.74%,402245.0,193976.0,+107.37%,3.23,3.16,+2.15%,112.02,115.55,-3.05%,28826524.0,28969127.0,-0.49%,900721.0,589706.0,+52.74%,24928211.0,24559813.0,+1.50%,2997594.0,3819608.0,-21.52%,0.0288,0.0323
HIDCLP,Hydorelectricity Investment and Development Company Limited Promoter,Organized Fund,204.70,6.76 Ar,+1.99%,-2.10%,-3.93%,+4.97%,-5.29%,+120.17%,3.23,82.73,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIMSTAR,Him Star Urja Company Limited,Hydro Power,909.90,3.39 Ar,+4.95%,+3.21%,+2.12%,-13.30%,+224.11%,+224.11%,-5.84,-155.83,9.55,105757.09,0.0,0.00%,46627.49,0.0,0.00%,-10889.73,552.58,"-2,070.70%",-5.84,0.59,"-1,085.35%",95.31,98.38,-3.12%,1300406.56,1281227.58,+1.50%,944917.62,914271.32,+3.35%,373000.0,373000.0,0.00%,-17511.05,-6043.74,+189.74%,-0.0613,2.6581
HLBSL,Himalayan Laghubitta Bittiya Sanstha Limited,Microcredit,899.80,2.88 Ar,+1.10%,+0.11%,-1.00%,-2.20%,+0.38%,-5.91%,31.68,28.4,5.05,522764.65,338800.82,+54.30%,318694.67,197702.05,+61.20%,81054.16,44742.73,+81.16%,31.68,26.24,+20.77%,178.01,167.35,+6.37%,5750904.52,6022420.07,-4.51%,5143754.31,5451621.24,-5.65%,341086.04,341086.04,0.00%,266064.18,229712.8,+15.82%,0.178,8.472
HLI,Himalayan Life Insurance Limited,Life Insurance,339.00,31.00 Ar,+0.59%,-0.88%,-5.10%,-7.97%,-18.47%,+2.78%,4.52,74.96,3.07,11421491.06,5892478.49,+93.83%,1065794.87,435853.36,+144.53%,206737.35,127759.53,+61.82%,4.52,5.59,-19.09%,106.91,105.65,+1.19%,97320570.49,94162544.33,+3.35%,87545165.17,84502330.71,+3.60%,9143237.31,9143237.31,0.00%,947624.63,776802.13,+21.99%,0.0423,8.9557
HLICF,HLI Large Cap Fund,Mutual Fund,9.19,4.60 Ar,0.00%,+3.02%,+0.55%,-5.06%,-5.15%,-5.15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPPL,Himalayan Power Partner Ltd.,Hydro Power,379.80,4.05 Ar,+2.65%,+0.93%,-4.07%,+6.12%,-6.47%,+21.18%,20.1,18.9,3.01,398255.18,216050.05,+84.33%,370319.21,199646.53,+85.49%,107055.65,63877.72,+67.59%,20.1,23.98,-16.20%,126.02,122.3,+3.04%,5496965.3,5478051.37,+0.35%,4154333.53,4175068.89,-0.50%,1065417.0,1065417.0,0.00%,277214.76,237565.48,+16.69%,0.1595,3.0942
HRL,Himalayan Reinsurance Limited,ReInsurance,678.00,73.69 Ar,+2.56%,-1.49%,-9.06%,-22.86%,-28.76%,+111.38%,11.92,56.9,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HURJA,Himalaya Urja Bikas Company Limited,Hydro Power,253.00,5.01 Ar,+2.22%,-2.94%,-9.67%,-4.66%,-6.00%,+6.91%,10.56,23.96,2.64,293955.98,187790.93,+56.53%,288076.86,184035.11,+56.53%,104550.72,66232.43,+57.85%,10.56,13.38,-21.07%,95.84,93.94,+2.02%,3605092.32,3634722.99,-0.82%,1707523.05,1774778.07,-3.79%,1980000.0,1980000.0,0.00%,-82430.72,-120055.08,-31.34%,0.1102,0.8998
ICFC,ICFC Finance,Finance,635.00,7.52 Ar,+1.76%,+0.31%,0.00%,-6.15%,+7.39%,+144.13%,11.62,54.66,3.6,1329971.16,912846.4,+45.69%,453174.54,301384.12,+50.36%,103122.02,32030.15,+221.95%,11.62,5.41,+114.64%,176.61,170.19,+3.77%,25686075.2,25248834.76,+1.73%,23595892.65,23234650.37,+1.55%,1183470.96,1183470.96,0.00%,906711.59,830713.42,+9.15%,0.0658,11.2889
ICFCD88,9% ICFC Finance Limited Debenture 2088,Bond,"1,155.00",0.00,+1.14%,-4.91%,-1.30%,+1.96%,+2.61%,+3.82%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICFCD89,8% ICFC Finance Limited Debenture 2089,Bond,"1,085.00",0.00,+0.18%,-0.37%,-1.54%,-1.54%,-1.54%,-1.54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGI,IGI Prudential insurance Limited,Non Life Insurance,427.00,12.94 Ar,+0.47%,-0.91%,-2.19%,-3.39%,-22.67%,-41.08%,-11.96,-35.71,1.2,914374.53,444750.29,+105.59%,29800.12,-66550.29,-144.78%,-181132.9,-207601.51,-12.75%,-11.96,-27.41,-56.37%,354.84,355.86,-0.29%,14616641.01,14386291.17,+1.60%,9277449.67,8951270.35,+3.64%,3029334.64,3029334.64,0.00%,-175341.16,-49012.25,+257.75%,-0.0337,1.7376
IHL,Ingwa Hydropower Limited,Hydro Power,394.20,2.37 Ar,-0.95%,+0.76%,-15.64%,-27.24%,-35.82%,+24.03%,2.64,149.43,4.03,218138.04,155064.23,+40.68%,179338.51,130773.14,+37.14%,11871.12,13511.82,-12.14%,2.64,4.5,-41.43%,97.73,98.02,-0.30%,2418459.42,2434780.14,-0.67%,1832104.8,1846666.1,-0.79%,600000.0,600000.0,0.00%,-13645.37,-11885.97,+14.80%,0.027,3.1246
ILBS,Infinity Laghubitta Bittiya Sanstha Limited,Microcredit,945.00,4.70 Ar,+0.11%,0.00%,-2.98%,-2.29%,+8.58%,-18.84%,24.07,39.26,6.9,385831.49,196131.18,+96.72%,212061.86,105219.14,+101.54%,59866.11,31477.03,+90.19%,24.07,25.31,-4.91%,136.88,162.96,-16.00%,6014973.16,6325337.87,-4.91%,5334106.42,5514738.05,-3.28%,497415.94,497415.94,0.00%,183450.8,313183.88,-41.42%,0.1758,7.8343
ILBSP,Infinity Laghubitta Bittiya Sanstha Limited Promoter Share,Microcredit,512.00,0.00,-2.85%,0.00%,0.00%,0.00%,+19.94%,+0.57%,24.07,39.26,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILI,IME Life Insurance Company Limited,Life Insurance,437.50,21.88 Ar,+0.69%,+0.23%,-1.25%,-1.47%,-3.81%,-0.47%,9.81,44.59,3.96,6125743.59,3972004.0,+54.22%,1062367.32,722255.78,+47.09%,367916.11,270658.53,+35.93%,9.81,10.83,-9.38%,131.49,129.16,+1.80%,24693621.16,23038519.59,+7.18%,18119144.67,16580446.48,+9.28%,5000000.0,5000000.0,0.00%,520844.72,434287.36,+19.93%,0.0746,2.756
JBBL,Jyoti Bikas Bank,Development Bank,359.10,15.79 Ar,+1.18%,-1.44%,-0.31%,+5.16%,+7.30%,+56.52%,19.09,18.81,2.2,3691061.25,2469738.75,+49.45%,1596533.95,1034196.18,+54.37%,629462.4,311271.41,+102.22%,19.09,14.16,+34.81%,163.43,155.09,+5.38%,76397742.92,73960600.3,+3.30%,69213654.84,67143053.64,+3.08%,4395785.89,4395785.89,0.00%,2788302.2,2421760.77,+15.14%,0.1168,9.6343
JBBLPO,Jyoti Bikas Bank Promoter,Development Bank,181.40,1.81 Cr,-2.99%,0.00%,0.00%,0.00%,0.00%,+54.00%,19.09,18.81,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBLB,Jeevan Bikas Laghubitta Bittya Sanstha Ltd,Microcredit,"1,309.00",20.11 Ar,-0.46%,+3.71%,+1.54%,-0.21%,+15.40%,+283.69%,47.73,27.42,5.13,3104575.83,1987137.45,+56.23%,1690345.93,1040622.43,+62.44%,626927.76,389037.48,+61.15%,47.73,50.65,-5.76%,255.24,277.15,-7.91%,32699882.65,31355890.6,+4.29%,28230019.86,27098338.17,+4.18%,1751235.56,1536171.55,+14.00%,2718627.23,2721380.89,-0.10%,0.187,6.3156
JFL,Janaki Finance,Finance,412.00,2.84 Ar,+1.73%,-0.98%,-3.34%,-7.98%,-14.94%,+79.34%,-5.62,-73.34,-63.8,212806.84,157391.1,+35.21%,70067.5,56785.0,+23.39%,-29089.56,-22383.53,+29.96%,-5.62,-6.48,-13.36%,-6.46,-5.49,+17.69%,4598228.68,4588045.23,+0.22%,4642815.83,4625932.05,+0.36%,690472.8,690472.8,0.00%,-735059.94,-728359.62,+0.92%,0.87,-104.129
JHAPA,Jhapa Energy Limited,Hydro Power,"1,840.00",7.00 Ar,+2.51%,+14.77%,+39.69%,+24.22%,+476.80%,+476.80%,5.63,326.64,17.98,81683.38,53704.96,+52.10%,72416.68,48291.47,+49.96%,16062.42,10521.31,+52.67%,5.63,5.53,+1.78%,102.36,100.92,+1.43%,845455.62,851266.42,-0.68%,456296.38,467579.19,-2.41%,380190.0,380190.0,0.00%,8969.24,3497.23,+156.47%,0.055,1.1725
JOSHI,Joshi Hydropower Development Company Ltd,Hydro Power,281.00,1.72 Ar,+0.43%,+1.01%,-1.48%,-12.29%,+4.37%,+96.46%,-7.17,-39.21,4.14,4866.79,4866.79,0.00%,2306.39,3418.89,-32.54%,-21958.56,-12611.3,+74.12%,-7.17,-13.58,-47.24%,67.88,101.42,-33.07%,450232.49,461699.07,-2.48%,34246.01,85028.17,-59.72%,612810.0,371400.0,+65.00%,-196823.52,5270.9,"-3,834.15%",-0.1056,0.0823
JSLBB,Janautthan Samudayic Laghubitta Bikas Bank,Microcredit,"1,119.90",1.90 Ar,+4.66%,-2.10%,-4.89%,-8.15%,-24.75%,-59.14%,11.8,94.93,6.55,132820.64,66282.09,+100.39%,64786.24,30083.61,+115.35%,10032.59,896.91,"+1,018.57%",11.8,2.11,+459.30%,170.87,166.77,+2.46%,2326826.83,2369073.91,-1.78%,2036193.57,2085409.79,-2.36%,170091.9,170091.9,0.00%,120541.36,113572.22,+6.14%,0.0691,7.0061
KBL,Kumari Bank,Commercial Banks,221.00,57.96 Ar,+1.84%,-0.14%,-2.25%,+16.98%,+6.26%,-22.56%,21.24,10.4,1.39,21578301.42,15175838.26,+42.19%,9302222.93,6783509.67,+37.13%,4178048.41,2720085.58,+53.60%,21.24,20.74,+2.40%,158.53,151.16,+4.87%,474306833.5,452969256.0,+4.71%,432732037.6,413325274.0,+4.70%,26225861.34,26225861.34,0.00%,15348934.58,13418120.73,+14.39%,0.134,10.4085
KBSH,Kutheli Bukhari Small Hydropower Limited,Hydro Power,"1,545.00",2.07 Ar,+3.00%,-5.06%,-9.75%,-9.97%,-16.49%,+244.63%,12.41,124.46,10.9,19451.92,8198.05,+137.27%,18127.46,7626.25,+137.70%,8320.44,2544.04,+227.06%,12.41,7.59,+63.53%,141.76,137.56,+3.05%,216212.89,215365.0,+0.39%,26179.37,30954.7,-15.43%,134054.25,134054.25,0.00%,55979.27,50356.06,+11.17%,0.0875,0.1378
KDBY,Kumari Dhanabriddhi Yojana,Mutual Fund,11.26,1.38 Ar,0.00%,-3.76%,+2.55%,+11.26%,+30.71%,+60.88%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KDL,Kalinchowk Darshan Limited,Hotels,829.90,4.98 Ar,+1.95%,-0.73%,-5.24%,-17.11%,-25.13%,+511.99%,10.52,78.91,7.69,102469.63,36002.16,+184.62%,68539.51,22686.11,+202.12%,49690.53,11993.52,+314.31%,10.52,4.0,+163.06%,107.94,107.32,+0.58%,826641.61,783566.24,+5.50%,146622.78,139665.47,+4.98%,630000.0,600000.0,+5.00%,50018.83,43900.78,+13.94%,0.0975,0.2156
KEF,Kumari Equity Fund,Mutual Fund,10.52,1.05 Ar,-1.13%,+0.66%,+5.45%,+13.80%,+29.58%,+52.37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KKHC,Khanikhola Hydropower Co. Ltd.,Hydro Power,266.00,2.48 Ar,+1.92%,-0.38%,-0.38%,-5.71%,+16.80%,+104.71%,-1.49,-178.67,2.98,63599.87,18221.3,+249.04%,63599.87,18221.3,+249.04%,-6933.36,-18914.9,-63.34%,-1.49,-8.54,-82.58%,89.12,81.39,+9.50%,1505495.88,1515350.83,-0.65%,675425.4,794681.64,-15.01%,931428.6,885493.7,+5.19%,-101358.12,-164824.51,-38.51%,-0.0167,0.8137
KMCDB,Kalika Laghubitta Bittiya Sanstha,Microcredit,885.80,3.61 Ar,+0.92%,-0.15%,-2.91%,-5.73%,-2.88%,+4.61%,26.09,33.95,5.38,355965.72,181527.39,+96.09%,217670.78,108785.81,+100.09%,58499.44,20340.04,+187.61%,26.09,19.96,+30.73%,164.7,191.51,-14.00%,5376707.74,5150735.49,+4.39%,4638105.18,4369977.46,+6.14%,448461.54,407692.31,+10.00%,290141.03,373065.72,-22.23%,0.1584,6.2796
KPCL,Kalika Power Company,Hydro Power,487.90,4.56 Ar,+2.29%,-1.83%,-3.85%,-12.46%,-7.89%,+158.74%,15.02,32.48,4.29,121141.16,69362.65,+74.65%,106419.94,61338.99,+73.49%,75060.36,45292.29,+65.72%,15.02,19.4,-22.56%,113.65,118.33,-3.95%,1191877.45,1157020.26,+3.01%,56131.06,51886.28,+8.18%,999325.97,933949.5,+7.00%,136420.43,171184.48,-20.31%,0.1322,0.0494
KSBBL,Kamana Sewa Bikas Bank Limited,Development Bank,480.00,16.85 Ar,+0.42%,+0.02%,-0.83%,+3.91%,+20.64%,+109.05%,18.64,25.76,3.03,3911201.19,2667977.44,+46.60%,1818349.36,1211468.8,+50.09%,588698.72,394550.57,+49.21%,18.64,20.43,-8.79%,158.29,158.07,+0.14%,73955199.84,72026358.82,+2.68%,67288347.11,65921852.77,+2.07%,4211930.82,3861930.82,+9.06%,2454921.92,2242575.24,+9.47%,0.1178,10.093
KSY,Kumari Sabal Yojana,Mutual Fund,9.30,69.26 Cr,-2.11%,-0.11%,+0.64%,+0.85%,+16.99%,+3.77%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBBL,Lumbini Bikas Bank Ltd.,Development Bank,490.00,17.76 Ar,+1.05%,-1.44%,+0.02%,+1.02%,+18.53%,+131.13%,20.67,23.71,2.39,3460306.88,2362215.3,+46.49%,1451716.6,947228.93,+53.26%,561683.38,285377.31,+96.82%,20.67,15.75,+31.21%,205.4,196.98,+4.27%,66092768.66,66064634.18,+0.04%,58649696.71,58926604.82,-0.47%,3623678.16,3623678.16,0.00%,3819393.79,3514351.2,+8.68%,0.1006,7.8798
LEC,Liberty Energy Company Limited,Hydro Power,227.40,5.12 Ar,+2.52%,-0.09%,-4.40%,+0.54%,-2.35%,-16.83%,-0.78,-292.79,3.28,143423.31,147468.27,-2.74%,127890.71,130438.7,-1.95%,-8737.42,-16389.62,-46.69%,-0.78,-2.91,-73.34%,69.32,69.79,-0.67%,6014545.27,6050686.21,-0.60%,4454790.34,4480356.94,-0.57%,2250000.0,2250000.0,0.00%,-690245.07,-679670.73,+1.56%,-0.0113,2.8561
LICN,Life Insurance Nepal,Life Insurance,816.40,44.90 Ar,+0.54%,+0.48%,-1.22%,-4.26%,-1.01%,-12.71%,8.17,99.98,5.62,16425345.5,8139854.44,+101.79%,1868227.22,935907.52,+99.62%,224558.98,108370.09,+107.21%,8.17,7.88,+3.61%,174.41,183.32,-4.86%,152878447.2,149327871.1,+2.38%,143285915.5,139245432.6,+2.90%,5500000.0,5500000.0,0.00%,2494242.45,3091876.79,-19.33%,0.0468,14.9372
