Ticker,Stock Name,Sector,Today's Price,Market Cap,Daily Change (%),Weekly Change (%),Monthly Change (%),3-Month Change (%),Yearly Change (%),5-Year Change (%),EPS (Trailing),P/E Ratio,P/B Ratio,Total Revenue (Latest Quarter),Total Revenue (Previous Quarter),Total Revenue % Change,Gross Profit (Latest),Gross Profit (Previous),Gross Profit % Change,Net Profit (Latest),Net Profit (Previous),Net Profit % Change,Annualized EPS (Latest),Annualized EPS (Previous),Annualized EPS % Change,Book Value per Share (Latest),Book Value per Share (Previous),Book Value per Share % Change,Total Assets (Latest),Total Assets (Previous),Total Assets % Change,Total Liabilities (Latest),Total Liabilities (Previous),Total Liabilities % Change,Paid-up Capital (Latest),Paid-up Capital (Previous),Paid-up Capital % Change,Reserves (Latest),Reserves (Previous),Reserves % Change
NBL,Nepal Bank,Commercial Banks,246.00,36.15 Ar,+0.20%,-2.34%,+3.36%,-2.38%,-2.57%,-20.51%,17.76,13.85,0.94,"1,03,77,675.52","55,83,299.33",+85.87%,"44,42,915.48","25,69,500.39",+72.91%,"13,04,852.93","5,88,287.50",+121.81%,17.76,16.01,+10.90%,262.43,260.32,+0.81%,"42,37,79,079.50","40,33,40,238.20",+5.07%,"38,52,17,621.20","36,50,89,129.50",+5.51%,"1,46,94,022.93","1,46,94,022.93",0.00%,"2,38,67,435.39","2,35,57,085.72",+1.32%
NBLD87,8.5% Nepal Bank Debenture 2087,Bond,"1,102.00",0.00,+1.85%,+2.23%,-1.78%,+1.00%,+5.96%,+10.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NESDO,NESDO Sambridha Laghubitta Bittiye Sanstha Limited,Microcredit,"1,505.00",4.38 Ar,-2.21%,-5.94%,+0.94%,+0.26%,-29.91%,+116.82%,44.80,33.59,5.52,"1,30,812.22","5,30,408.06",-75.34%,"71,889.45","2,91,891.97",-75.37%,"32,629.91","-10,099.62",-423.08%,44.80,-3.47,"-1,392.34%",272.45,263.44,+3.42%,"42,61,084.90","41,18,698.24",+3.46%,"34,67,327.90","33,51,193.22",+3.47%,"2,91,337.50","2,91,337.50",0.00%,"5,02,419.50","4,76,167.52",+5.51%
NFS,Nepal Finance,Finance,647.00,5.43 Ar,-0.99%,-4.89%,+4.69%,-1.60%,-8.87%,+184.95%,-22.52,-28.73,5.34,"1,59,895.17","84,898.98",+88.34%,"31,140.72","18,004.41",+72.96%,"-87,349.40","-59,560.08",+46.66%,-22.52,-31.37,-28.20%,121.25,124.29,-2.45%,"53,61,778.04","51,81,087.45",+3.49%,"44,21,297.27","42,37,141.73",+4.35%,"7,75,646.75","7,59,446.75",+2.13%,"1,64,834.03","1,84,498.97",-10.66%
NGPL,Ngadi Group Power Ltd.,Hydro Power,423.00,15.66 Ar,-1.63%,+1.93%,+6.58%,+13.39%,+49.18%,+286.15%,2.35,180.23,2.72,"46,224.28","1,14,948.39",-59.79%,"42,931.91","99,174.74",-56.71%,"21,724.20","17,115.62",+26.93%,2.35,0.46,+407.70%,155.64,163.55,-4.84%,"68,38,756.36","71,11,498.43",-3.84%,"10,76,052.14","10,55,857.39",+1.91%,"37,02,558.45","37,02,558.45",0.00%,"20,60,145.77","23,53,082.60",-12.45%
NHDL,Nepal Hydro Developers Ltd.,Hydro Power,669.00,2.60 Ar,-0.31%,-3.46%,-9.84%,+3.50%,-13.13%,+341.70%,22.33,29.96,5.26,"36,844.00","1,08,153.00",-65.93%,"32,202.00","91,394.00",-64.77%,"21,669.00","53,440.00",-59.45%,22.33,13.77,+62.19%,127.26,121.67,+4.59%,"6,16,741.00","6,08,255.00",+1.40%,"1,22,738.00","1,35,922.00",-9.70%,"3,88,197.00","3,88,197.00",0.00%,"1,05,806.00","84,137.00",+25.75%
NHPC,National Hydro Power,Hydro Power,215.00,5.30 Ar,-0.88%,-2.67%,+14.42%,+6.44%,-4.87%,+92.15%,1.73,124.19,2.22,"55,988.01","1,62,894.34",-65.63%,"36,653.05","85,206.74",-56.98%,"10,677.60","3,132.63",+240.85%,1.73,0.13,"+1,263.40%",96.79,96.39,+0.41%,"33,92,383.99","33,60,869.44",+0.94%,"10,04,362.38","9,82,752.85",+2.20%,"24,67,162.92","24,67,162.92",0.00%,"-79,211.30","-89,046.32",-11.04%
NIBD2082,10.5 % NEPAL INVESTMENT DEBENTURE 2082,Bond,"1,017.50",0.00,+0.05%,-0.25%,-7.08%,-7.50%,-9.80%,-4.91%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIBLGF,NIBL Growth Fund,Mutual Fund,9.65,1.27 Ar,+6.51%,+7.82%,+9.16%,+13.13%,+25.31%,+26.26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIBLSTF,NIBL Stable Fund,Mutual Fund,8.73,98.65 Cr,-2.13%,-0.91%,+1.51%,+0.69%,+1.51%,-3.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIBSF2,NIBL Samriddhi Fund -2,Mutual Fund,9.11,1.37 Ar,-3.09%,+1.79%,+5.81%,+7.18%,+15.49%,-3.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NICA,NIC Asia Bank,Commercial Banks,330.50,49.30 Ar,-2.02%,-5.89%,+1.75%,+2.04%,-9.95%,-50.15%,1.76,187.90,1.67,"1,20,33,063.16","63,35,002.94",+89.95%,"43,63,883.87","22,86,038.41",+90.89%,"1,31,191.67","1,22,160.86",+7.39%,1.76,3.28,-46.30%,198.33,198.74,-0.21%,"38,71,19,586.20","39,57,15,571.80",-2.17%,"35,75,36,379.00","36,60,68,081.60",-2.33%,"1,49,17,566.92","1,49,17,566.92",0.00%,"1,46,68,640.21","1,47,29,923.29",-0.42%
NICAD2091,7% NIC ASIA Debenture 2091,Bond,"1,058.00",0.00,-0.26%,-0.19%,-2.13%,-2.58%,+0.76%,+0.76%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NICFC,NIC Asia Flexi CAP Fund,Mutual Fund,9.10,92.82 Cr,-0.55%,+0.78%,+2.02%,+2.94%,+10.60%,+9.97%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NICGF2,NIC ASIA Growth Fund-2,Mutual Fund,9.43,85.34 Cr,+1.73%,+3.06%,+4.78%,+7.16%,+9.02%,+4.78%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NICL,Nepal Insurance,Non Life Insurance,512.10,13.05 Ar,+0.20%,-3.56%,+2.38%,-2.18%,-23.48%,+33.02%,-15.13,-33.85,2.22,"3,24,740.98","14,67,745.27",-77.87%,"-27,604.91","9,40,213.85",-102.94%,"-96,378.68","3,16,459.29",-130.46%,-15.13,16.74,-190.38%,171.58,198.88,-13.73%,"93,70,394.24","65,28,062.75",+43.54%,"49,97,531.93","27,67,451.44",+80.58%,"25,48,575.01","18,90,878.23",+34.78%,"65,873.79","1,62,252.46",-59.40%
NICLBSL,NIC ASIA Laghubitta Bittiya Sanstha Limited,Microcredit,565.00,9.83 Ar,-0.84%,-5.04%,+1.80%,-0.88%,-19.11%,-26.90%,2.16,261.18,4.62,"10,89,543.76","6,51,880.61",+67.14%,"5,51,047.36","3,70,960.77",+48.55%,"18,814.56","9,090.66",+106.97%,2.16,2.09,+3.48%,122.30,121.77,+0.44%,"2,29,00,242.32","2,27,14,084.49",+0.82%,"2,07,72,834.67","2,05,95,900.41",+0.86%,"17,39,440.00","17,39,440.00",0.00%,"3,87,967.65","3,78,744.08",+2.44%
NICSF,NIC Asia Select Fund 30,Mutual Fund,9.00,1.13 Ar,-2.70%,+1.12%,+2.27%,+2.86%,+4.67%,+10.15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFRA,Nepal Infrastructure Bank Limited,Development Bank,264.00,57.02 Ar,-1.68%,-3.65%,-0.38%,-2.21%,-1.89%,-18.79%,3.80,69.55,2.30,"12,28,133.00","6,21,865.00",+97.49%,"7,40,720.00","3,73,094.00",+98.53%,"4,09,940.00","2,08,540.00",+96.58%,3.80,3.86,-1.71%,114.75,119.97,-4.35%,"4,12,18,214.00","4,20,11,029.00",-1.89%,"1,64,32,482.00","1,60,98,429.00",+2.08%,"2,16,00,000.00","2,16,00,000.00",0.00%,"31,85,732.00","43,12,600.00",-26.13%
NIFRAGED,Nifra Green Energy Debenture 6% - 2088/89,Bond,"1,029.09",5.15 Ar,+1.78%,-0.57%,-1.99%,+2.30%,+2.81%,+2.81%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIL,Neco Insurance,Non Life Insurance,650.00,17.49 Ar,+0.15%,-0.76%,+5.09%,+8.70%,-13.13%,-11.08%,-12.36,-52.61,2.12,"5,04,353.53","24,23,513.00",-79.19%,"25,127.30","14,93,282.04",-98.32%,"-83,134.65","5,50,826.28",-115.09%,-12.36,21.90,-156.42%,227.15,245.55,-7.49%,"1,19,73,406.11","1,09,47,518.11",+9.37%,"58,59,636.14","47,70,799.38",+22.82%,"26,91,532.33","25,15,450.77",+7.00%,"4,87,483.46","7,55,966.60",-35.52%
NIMB,Nepal Investment Bank,Commercial Banks,192.00,65.53 Ar,-1.54%,-4.43%,+0.26%,-6.02%,-10.07%,-47.80%,9.45,20.31,0.99,"1,61,38,515.00","83,40,324.00",+93.50%,"64,20,320.00","32,43,125.00",+97.97%,"16,13,034.00","45,050.00","+3,480.54%",9.45,0.53,"+1,690.28%",194.77,195.89,-0.58%,"60,74,17,874.00","58,37,58,594.00",+4.05%,"54,09,47,224.00","51,69,03,383.00",+4.65%,"3,41,28,595.00","3,41,28,595.00",0.00%,"3,23,42,056.00","3,27,26,615.00",-1.18%
NIMBPO,Nepal Investment Mega Bank Promoter,Commercial Banks,155.50,28.47 Ar,+0.45%,-1.02%,-1.89%,-5.70%,+0.97%,-52.67%,9.45,16.45,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLG,Nlg Insurance,Non Life Insurance,672.40,17.25 Ar,-0.53%,-3.25%,+1.10%,-4.66%,-38.74%,+46.61%,-15.76,-42.67,2.46,"3,94,088.34","15,17,427.43",-74.03%,"-11,048.68","7,68,301.73",-101.44%,"-1,01,052.28","1,61,181.59",-162.69%,-15.76,6.28,-350.78%,168.76,177.06,-4.69%,"95,62,074.22","87,75,338.75",+8.97%,"52,32,975.94","42,33,408.16",+23.61%,"25,65,224.43","25,65,224.43",0.00%,"-1,50,777.45","57,493.64",-362.25%
NLIC,Nepal Life Insurance,Life Insurance,769.40,69.47 Ar,-0.97%,-4.06%,-0.21%,-1.36%,+10.57%,-51.49%,9.55,80.57,6.66,"1,83,64,131.39","6,83,70,211.87",-73.14%,"14,91,367.24","70,20,006.15",-78.76%,"2,15,551.66","6,03,263.58",-64.27%,9.55,6.68,+42.92%,138.14,136.75,+1.01%,"26,21,32,838.10","25,22,18,246.80",+3.93%,"24,96,60,890.90","23,98,71,338.80",+4.08%,"90,28,763.21","90,28,763.21",0.00%,"13,94,589.37","12,41,288.30",+12.35%
NLICL,National Life Insurance,Life Insurance,585.29,32.03 Ar,-0.88%,-3.10%,+1.26%,-3.10%,+7.94%,-16.18%,10.30,56.84,5.24,"73,11,425.62","2,86,03,394.97",-74.44%,"7,37,596.83","28,71,442.21",-74.31%,"1,40,885.66","4,12,843.08",-65.87%,10.30,7.54,+36.50%,131.54,129.72,+1.40%,"10,55,67,467.70","10,32,54,369.20",+2.24%,"9,83,68,639.40","9,61,55,022.63",+2.30%,"54,72,739.74","54,72,739.74",0.00%,"6,38,071.82","5,10,124.12",+25.08%
NLICLP,National Life Insurance Promoter,Life Insurance,321.00,6.42 Cr,0.00%,0.00%,0.00%,0.00%,+53.69%,-10.93%,10.30,31.17,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
NMB,NMB Bank,Commercial Banks,237.20,43.57 Ar,-0.96%,-3.73%,-0.67%,+4.94%,+3.65%,-29.96%,17.10,13.87,1.40,"1,06,53,507.00","55,94,323.00",+90.43%,"47,71,475.00","24,87,253.00",+91.84%,"16,48,614.00","9,15,983.00",+79.98%,17.10,19.95,-14.29%,169.36,179.29,-5.54%,"35,91,35,364.00","36,02,20,851.00",-0.30%,"32,64,73,469.00","32,72,90,460.00",-0.25%,"1,92,85,041.00","1,83,66,706.00",+5.00%,"1,33,76,853.00","1,45,63,685.00",-8.15%
NMB50,NMB 50,Mutual Fund,10.44,1.30 Ar,+0.10%,+1.36%,+0.87%,+1.36%,+11.22%,+70.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NMBHF2,NMB Hybrid Fund L- II,Mutual Fund,9.55,1.30 Ar,-0.52%,+0.32%,+3.92%,+5.52%,+3.47%,+3.47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NMBMF,NMB Microfinance,Microcredit,684.00,4.93 Ar,+0.35%,-2.84%,-1.44%,-0.44%,-11.30%,-20.36%,7.06,96.95,4.89,"2,34,381.43","7,96,521.53",-70.57%,"1,36,335.53","4,35,500.45",-68.69%,"12,725.09","63,841.57",-80.07%,7.06,8.85,-20.27%,140.01,140.61,-0.43%,"77,18,825.56","71,57,915.25",+7.84%,"67,08,739.86","61,43,464.60",+9.20%,"7,21,449.15","7,21,449.15",0.00%,"2,88,636.55","2,93,001.51",-1.49%
NMFBS,National Microfinance Bittiya Sanstha Ltd.,Microcredit,"1,105.20",14.72 Ar,+0.01%,-2.63%,-3.56%,-0.51%,-6.28%,+13.06%,43.34,25.50,4.32,"8,42,820.00","31,61,789.00",-73.34%,"4,23,211.00","16,15,523.00",-73.80%,"1,44,287.00","4,74,045.00",-69.56%,43.34,35.60,+21.75%,255.89,245.00,+4.45%,"3,01,08,634.00","2,98,35,437.00",+0.92%,"2,67,01,201.00","2,65,73,032.00",+0.48%,"13,31,609.00","13,31,609.00",0.00%,"20,75,824.00","19,30,796.00",+7.51%
NMIC,Nepal Micro Insurance Company Limited,Non Life Insurance,"1,289.00",9.67 Ar,-2.50%,-10.96%,+6.80%,-8.26%,+287.67%,+287.67%,4.38,294.48,9.81,"42,976.13","1,34,020.14",-67.93%,"23,762.33","1,04,870.71",-77.34%,"8,207.19","1,657.10",+395.27%,4.38,0.22,"+1,881.53%",106.89,99.86,+7.04%,"11,25,797.96","10,10,819.36",+11.37%,"3,24,150.67","2,61,862.02",+23.79%,"7,50,000.00","7,50,000.00",0.00%,"44,360.95","-5,700.00",-878.26%
NMLBBL,Nerude Mirmire Laghubitta Bittiya Sanstha Limited,Microcredit,637.00,8.90 Ar,-3.12%,-5.63%,-0.44%,-2.45%,-12.05%,-20.41%,15.84,40.20,3.02,"7,15,018.61","28,01,007.05",-74.47%,"4,03,300.41","14,34,724.77",-71.89%,"55,368.51","2,54,017.21",-78.20%,15.84,18.17,-12.81%,211.21,206.77,+2.15%,"2,12,68,274.67","2,17,75,684.08",-2.33%,"1,83,16,013.85","1,88,85,580.91",-3.02%,"13,97,764.27","13,97,764.27",0.00%,"15,54,496.55","14,92,338.90",+4.17%
NRIC,Nepal Reinsurance Company Limited,ReInsurance,"1,270.00",170.46 Ar,-0.55%,-4.44%,+0.63%,-8.63%,+31.47%,+5.74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRM,Nepal Republic Media Limited,Media,440.00,4.26 Ar,-0.50%,-3.93%,+6.08%,0.00%,-21.57%,+59.77%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRN,NRN Infrastructure and Development Limited,Organized Fund,"1,539.90",19.78 Ar,-0.33%,-4.06%,+13.01%,+5.90%,+55.28%,+550.23%,1.58,975.84,6.37,"12,533.84","9,23,931.80",-98.64%,"7,708.85","8,29,747.73",-99.07%,"5,066.95","6,70,855.07",-99.24%,1.58,52.23,-96.98%,241.90,250.15,-3.30%,"37,16,127.49","39,49,338.51",-5.91%,"6,09,207.52","7,36,521.82",-17.29%,"12,84,372.29","12,84,372.29",0.00%,"18,22,547.69","19,28,444.40",-5.49%
NSIF2,NMB Sulav Investment Fund - 2,Mutual Fund,10.86,1.33 Ar,+1.31%,+2.55%,+5.95%,+8.06%,+21.58%,+22.91%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTC,Nepal Doorsanchar Company,Telecom,856.00,154.08 Ar,-0.29%,-1.46%,-2.28%,+0.84%,-4.60%,-7.81%,29.45,29.07,1.69,"94,71,050.00","3,87,33,341.00",-75.55%,"79,45,789.00","3,28,48,030.00",-75.81%,"13,25,174.00","26,68,192.00",-50.33%,29.45,14.82,+98.66%,505.75,495.33,+2.11%,"12,63,67,322.00","12,07,91,440.00",+4.62%,"3,53,31,602.00","3,16,32,554.00",+11.69%,"1,80,00,000.00","1,80,00,000.00",0.00%,"7,30,35,720.00","7,11,58,886.00",+2.64%
NUBL,Nirdhan Utthan Bank,Microcredit,715.00,18.68 Ar,-1.11%,-3.38%,+1.36%,+0.24%,+8.26%,-7.82%,19.32,37.00,3.23,"8,77,500.64","35,60,017.27",-75.35%,"4,33,956.57","17,66,185.01",-75.43%,"1,26,176.35","8,36,078.48",-84.91%,19.32,32.01,-39.63%,221.52,221.22,+0.14%,"2,82,05,082.59","2,77,79,714.78",+1.53%,"2,24,18,765.81","2,20,01,352.07",+1.90%,"26,12,079.75","26,12,079.75",0.00%,"31,74,237.03","31,66,282.96",+0.25%
NWCL,Nepal Warehousing Company Limited,Trading,918.00,6.31 Ar,-4.90%,-4.38%,+13.33%,+13.26%,-12.03%,+299.83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYADI,Nyadi Hydropower Limited,Hydro Power,403.00,6.04 Ar,-1.71%,-5.15%,-3.36%,-4.48%,-48.23%,+29.79%,-1.87,-215.95,6.57,"1,70,399.00","6,46,688.00",-73.65%,"95,620.00","3,65,455.00",-73.84%,"-7,698.00","-93,356.00",-91.75%,-1.87,-5.66,-67.02%,61.36,61.87,-0.83%,"56,61,725.00","57,37,650.00",-1.32%,"46,49,324.00","47,16,803.00",-1.43%,"16,50,000.00","16,50,000.00",0.00%,"-6,37,599.00","-6,29,153.00",+1.34%
OHL,Oriental Hotels,Hotels,706.30,8.37 Ar,-1.63%,-4.53%,-0.01%,-0.23%,-23.39%,+40.96%,-9.98,-70.77,2.15,"2,21,968.06","10,75,688.86",-79.37%,"4,579.17","2,59,415.71",-98.23%,"-29,555.79","29,552.59",-200.01%,-9.98,2.50,-500.04%,328.16,329.45,-0.39%,"59,68,164.42","60,93,506.51",-2.06%,"20,81,180.38","21,91,207.44",-5.02%,"11,84,494.96","11,84,494.96",0.00%,"27,02,489.07","27,17,804.10",-0.56%
OMPL,Om Megashree Pharmaceuticals Limited,Manufacturing And Processing,"1,400.00",8.40 Ar,-1.06%,-6.67%,+9.72%,+10.85%,+371.38%,+371.38%,-15.38,-91.00,13.99,"51,612.19","2,77,960.51",-81.43%,"32,844.39","1,79,815.96",-81.73%,"-23,077.11","8,928.36",-358.47%,-15.38,1.49,"-1,133.88%",100.09,103.94,-3.70%,"14,52,917.65","14,09,104.70",+3.11%,"8,52,384.70","7,85,494.65",+8.52%,"6,00,000.00","6,00,000.00",0.00%,532.95,"23,610.05",-97.74%
PBD88,10% Prime Debenture 2088,Bond,"1,206.80",2.10 Ar,+1.99%,+4.94%,-3.07%,+2.27%,+4.03%,+23.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCBL,Prime Commercial Bank,Commercial Banks,238.00,46.18 Ar,-0.46%,-3.33%,-1.58%,+6.83%,+4.66%,-27.62%,19.50,12.20,1.44,"1,12,18,395.39","58,96,339.62",+90.26%,"46,53,314.97","24,07,447.60",+93.29%,"20,43,378.30","12,58,430.07",+62.38%,19.50,25.94,-24.83%,165.80,179.32,-7.54%,"31,96,78,211.20","31,66,29,560.50",+0.96%,"28,49,36,107.50","28,18,36,609.40",+1.10%,"2,09,54,781.77","1,94,02,575.72",+8.00%,"1,37,87,321.87","1,53,90,375.41",-10.42%
PFL,Pokhara Finance,Finance,385.00,4.17 Ar,+2.53%,-3.75%,+6.94%,-4.94%,+1.37%,+57.01%,43.20,8.91,4.92,"2,79,965.87","1,49,151.19",+87.71%,"67,374.06","33,841.37",+99.09%,"2,33,828.44","-64,523.68",-462.39%,43.20,-23.84,-281.20%,78.22,48.08,+62.69%,"84,61,653.70","83,23,487.76",+1.66%,"76,14,902.14","78,03,018.04",-2.41%,"10,82,556.61","10,82,556.61",0.00%,"-2,35,805.04","-5,62,086.89",-58.05%
PHCL,Peoples Hydropower Company Limited,Hydro Power,294.00,9.41 Ar,-1.67%,+1.52%,+10.94%,-25.57%,-49.22%,+8.89%,0.82,358.34,3.18,"3,18,185.72","9,75,435.25",-67.38%,"2,02,216.01","5,01,147.27",-59.65%,"6,563.61","-1,57,711.40",-104.16%,0.82,-4.93,-116.65%,92.33,92.08,+0.27%,"1,13,27,300.19","1,13,74,001.51",-0.41%,"83,72,784.30","84,27,571.11",-0.65%,"32,00,000.00","32,00,000.00",0.00%,"-2,45,484.10","-2,53,569.60",-3.19%
PMHPL,Panchakanya Mai Hydropower,Hydro Power,340.00,3.74 Ar,-1.45%,-0.58%,+7.94%,-4.01%,+8.25%,+151.85%,13.34,25.49,4.22,"1,18,568.11","2,93,128.24",-59.55%,"98,959.43","2,47,925.53",-60.09%,"36,683.00","-68,561.14",-153.50%,13.34,-6.23,-314.02%,80.61,77.18,+4.44%,"26,03,614.35","26,59,407.78",-2.10%,"17,16,907.15","18,10,414.20",-5.16%,"11,00,000.00","11,00,000.00",0.00%,"-2,13,292.80","-2,51,006.42",-15.02%
PMLI,Prabhu Mahalaxmi Life Insurance Limited,Life Insurance,513.00,26.18 Ar,-1.25%,-3.75%,+8.30%,+5.54%,-1.38%,-16.19%,5.00,102.63,4.60,"17,27,094.05","65,59,752.44",-73.67%,"2,80,386.38","11,47,828.00",-75.57%,"63,774.91","3,70,743.48",-82.80%,5.00,7.26,-31.19%,116.56,115.92,+0.55%,"2,17,84,981.93","2,07,80,878.96",+4.83%,"1,58,36,145.76","1,48,64,516.71",+6.54%,"51,03,648.00","51,03,648.00",0.00%,"5,84,764.43","5,14,183.98",+13.73%
PPCL,Panchthar Power Company Ltd.,Hydro Power,375.00,3.61 Ar,-2.34%,+1.93%,+7.76%,+14.33%,+8.70%,+70.85%,18.80,19.94,3.78,"2,39,491.71","1,45,239.76",+64.89%,"2,27,603.70","1,35,236.78",+68.30%,"90,491.04","51,535.76",+75.59%,18.80,21.42,-12.21%,99.20,96.03,+3.31%,"29,13,979.58","29,50,620.87",-1.24%,"19,59,143.77","20,26,345.26",-3.32%,"9,62,500.00","9,62,500.00",0.00%,"-7,664.19","-38,224.40",-79.95%
PPL,Peoples Power Limited,Hydro Power,375.00,3.56 Ar,-2.34%,+7.76%,+18.30%,+9.62%,-13.73%,+84.00%,5.31,70.58,3.53,"31,751.00","96,335.00",-67.04%,"27,815.00","73,950.00",-62.39%,"12,604.00","3,319.00",+279.75%,5.31,0.52,+912.67%,106.21,97.31,+9.14%,"10,09,940.00","9,21,712.00",+9.57%,"2,129.00","3,06,986.00",-99.31%,"9,48,900.00","6,32,600.00",+50.00%,"58,913.00","-17,000.00",-446.55%
PRIN,Prabhu Insurance,Non Life Insurance,719.00,12.23 Ar,-2.18%,-2.57%,+5.12%,+5.12%,-15.18%,+22.14%,14.85,48.42,2.32,"2,43,892.89","9,62,100.96",-74.65%,"1,82,063.78","6,67,819.54",-72.74%,"63,139.75","2,11,958.94",-70.21%,14.85,14.70,+0.98%,202.27,235.22,-14.01%,"76,10,268.80","69,78,312.19",+9.06%,"41,69,754.25","35,87,657.39",+16.22%,"17,00,955.92","14,41,488.07",+18.00%,"2,49,233.74","4,44,389.19",-43.92%
PROFL,Progressive Finance,Finance,471.20,4.03 Ar,-1.83%,-7.61%,+4.71%,-4.62%,-13.86%,+205.88%,-6.90,-68.31,6.37,"2,69,721.13","1,42,227.91",+89.64%,"91,774.29","50,840.75",+80.51%,"-29,251.96","-39,080.60",-25.15%,-6.90,-18.43,-62.57%,73.93,73.60,+0.45%,"84,66,934.64","81,83,016.60",+3.47%,"78,39,943.12","75,58,850.85",+3.72%,"8,48,106.00","8,48,106.00",0.00%,"-2,21,114.48","-2,23,940.24",-1.26%
PRSF,Prabhu Smart Fund,Mutual Fund,11.28,1.13 Ar,-0.70%,-0.35%,+5.03%,+10.26%,+22.06%,+35.51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRVU,Prabhu Bank,Commercial Banks,187.00,44.02 Ar,+0.54%,-4.54%,+0.97%,-7.88%,-15.77%,-47.64%,8.62,21.70,1.28,"1,17,26,578.00","64,59,930.00",+81.53%,"49,84,000.00","28,95,276.00",+72.14%,"10,14,457.00","5,58,483.00",+81.65%,8.62,9.49,-9.18%,146.17,163.55,-10.63%,"41,05,77,088.00","41,92,53,360.00",-2.07%,"37,61,64,044.00","38,07,48,729.00",-1.20%,"2,35,42,490.00","2,35,42,490.00",0.00%,"1,08,70,554.00","1,49,62,140.00",-27.35%
PSF,Prabhu Select Fund,Mutual Fund,11.12,1.39 Ar,-1.85%,-0.27%,+5.10%,+9.02%,+22.95%,+39.99%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PURE,Pure Energy Limited,Hydro Power,"1,080.00",8.64 Ar,-2.88%,-8.63%,+5.37%,+31.71%,+239.41%,+239.41%,4.50,239.85,10.63,"65,515.19","2,59,256.92",-74.73%,"61,813.91","2,45,098.19",-74.78%,"9,005.48","31,979.04",-71.84%,4.50,4.00,+12.64%,101.61,100.48,+1.12%,"23,22,223.39","23,20,310.54",+0.08%,"15,09,380.01","15,16,472.64",-0.47%,"8,00,000.00","8,00,000.00",0.00%,"12,843.38","3,837.90",+234.65%
RADHI,Radhi Bidhyut Company,Hydro Power,845.00,15.54 Ar,-1.74%,+4.19%,+13.42%,+11.91%,+113.92%,+566.99%,60.58,13.95,5.52,"40,630.44","1,28,934.64",-68.49%,"32,639.70","90,196.99",-63.81%,"2,78,513.41","3,79,817.56",-26.67%,60.58,20.65,+193.31%,153.03,136.40,+12.19%,"33,25,637.57","31,51,186.71",+5.54%,"5,11,519.85","6,42,843.51",-20.43%,"18,38,979.32","18,38,979.32",0.00%,"9,75,138.41","6,69,363.89",+45.68%
RAWA,Rawa Energy Development Limited,Hydro Power,757.00,2.12 Ar,-9.34%,-5.60%,+6.77%,+5.71%,-16.63%,+176.08%,19.15,39.54,9.47,"30,911.35","96,754.90",-68.05%,"27,340.63","83,808.10",-67.38%,"13,402.18","18,277.34",-26.67%,19.15,6.53,+193.31%,79.95,75.35,+6.09%,"6,57,541.01","6,62,558.55",-0.76%,"4,33,695.00","4,51,570.28",-3.96%,"2,80,000.00","2,80,000.00",0.00%,"-56,153.99","-69,011.73",-18.63%
RBBD2088,7% RBBL Debenture 2088,Bond,"1,055.00",0.00,-0.46%,+0.18%,-2.76%,-1.68%,+7.42%,+7.42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBBF40,RBB Focus 40,Mutual Fund,9.16,0.00,-0.97%,0.00%,-2.86%,-2.86%,-2.86%,-2.86%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBCL,Rastriya Beema,Non Life Insurance,"14,900.00",39.73 Ar,-0.67%,-0.81%,-0.32%,-0.67%,+1.37%,-8.92%,-149.28,-99.81,5.51,"1,72,614.66","10,45,556.41",-83.49%,"-15,198.56","9,63,691.04",-101.58%,"-99,509.83","4,27,642.63",-123.27%,-149.28,160.38,-193.08%,"6,401.84","6,489.08",-1.34%,"2,47,84,138.49","2,40,88,642.37",+2.89%,"77,14,323.17","67,86,212.42",+13.68%,"2,66,639.06","2,66,639.06",0.00%,"23,75,830.43","24,75,340.26",-4.02%
