Ticker,Stock Name,Sector,Today's Price,Market Cap,Daily Change (%),Weekly Change (%),Monthly Change (%),3-Month Change (%),Yearly Change (%),5-Year Change (%),EPS (Trailing),P/E Ratio,P/B Ratio,Total Revenue (Latest Quarter),Total Revenue (Previous Quarter),Total Revenue % Change,Gross Profit (Latest),Gross Profit (Previous),Gross Profit % Change,Net Profit (Latest),Net Profit (Previous),Net Profit % Change,Annualized EPS (Latest),Annualized EPS (Previous),Annualized EPS % Change,Book Value per Share (Latest),Book Value per Share (Previous),Book Value per Share % Change,Total Assets (Latest),Total Assets (Previous),Total Assets % Change,Total Liabilities (Latest),Total Liabilities (Previous),Total Liabilities % Change,Paid-up Capital (Latest),Paid-up Capital (Previous),Paid-up Capital % Change,Reserves (Latest),Reserves (Previous),Reserves % Change
DORDI,Dordi Khola Jal Bidyut Company Limited,Hydro Power,280.00,5.90 Ar,-1.41%,-4.76%,+10.02%,+5.66%,-24.12%,+34.94%,1.70,165.14,2.66,"74,601.02","3,01,108.65",-75.22%,"66,027.95","2,62,293.88",-74.83%,"8,937.89","-70,569.42",-112.67%,1.70,-3.36,-150.44%,105.35,104.26,+1.05%,"35,01,940.07","35,87,223.89",-2.38%,"12,80,688.73","13,98,718.10",-8.44%,"21,08,520.80","20,99,157.90",+0.45%,"1,12,730.54","89,347.88",+26.17%
EBL,Everest Bank,Commercial Banks,668.50,86.54 Ar,-0.71%,-0.82%,+2.53%,+6.09%,+19.04%,+42.28%,30.86,21.66,2.84,"1,01,78,072.00","53,09,342.00",+91.70%,"45,72,942.00","24,03,897.00",+90.23%,"21,17,118.00","11,79,274.00",+79.53%,30.86,36.44,-15.32%,235.04,255.69,-8.07%,"37,46,82,513.00","37,63,27,699.00",-0.44%,"34,24,31,460.00","34,32,29,653.00",-0.23%,"1,37,21,376.00","1,29,44,694.00",+6.00%,"1,85,29,679.00","2,01,53,353.00",-8.06%
EBLD85,10.50% Everest Bank Limited Debenture 2085,Bond,"1,173.00",2.35 Ar,+2.89%,+1.65%,-3.93%,+2.71%,-0.42%,+17.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBLD91,Everest Bank Limited Debenture 2091,Bond,"1,098.00",0.00,+0.73%,+2.62%,-0.72%,-0.63%,+7.12%,+7.12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBLEB89,"Everest Bank Limited Energy Bond, 2089",Bond,"1,080.30",80.68 Cr,+1.99%,+1.99%,-1.53%,-2.50%,+6.53%,+6.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDBL,Excel Development Bank,Development Bank,600.00,7.50 Ar,-1.96%,-5.51%,+4.00%,-1.07%,-11.76%,+119.45%,14.17,42.34,3.37,"5,68,040.86","2,88,436.91",+96.94%,"2,68,819.74","1,33,331.24",+101.62%,"88,536.73","-89,796.91",-198.60%,14.17,-28.74,-149.30%,177.95,155.37,+14.53%,"1,98,33,614.60","1,86,74,147.27",+6.21%,"1,76,09,825.16","1,67,32,518.88",+5.24%,"12,49,694.47","12,49,694.47",0.00%,"9,74,094.97","6,91,933.91",+40.78%
EHPL,Eastern Hydropower Limited,Hydro Power,435.00,2.70 Ar,-3.29%,+3.08%,+11.54%,-5.84%,-48.88%,+83.08%,11.57,37.59,5.74,"48,268.40","1,29,392.65",-62.70%,"44,762.24","1,16,613.45",-61.61%,"17,936.45","9,587.45",+87.08%,11.57,1.55,+648.33%,75.81,73.07,+3.75%,"11,03,767.77","10,97,498.31",+0.57%,"6,33,742.96","6,44,477.50",-1.67%,"6,20,000.00","6,20,000.00",0.00%,"-1,49,975.19","-1,66,979.19",-10.18%
ENL,Emerging Nepal Limited,Organized Fund,935.00,5.19 Ar,-1.58%,-5.75%,+3.89%,+1.67%,-22.44%,+231.20%,-1.36,-685.59,8.62,513.66,"14,696.53",-96.50%,"-1,501.87","12,043.38",-112.47%,"-1,894.32","5,949.00",-131.84%,-1.36,1.07,-227.37%,108.52,108.86,-0.31%,"6,11,043.45","6,12,906.20",-0.30%,"8,096.10","8,064.42",+0.39%,"5,55,600.00","5,55,600.00",0.00%,"47,347.34","49,241.78",-3.85%
FMDBL,First Micro Finance Development Bank,Microcredit,800.00,10.76 Ar,-1.84%,-5.16%,+3.88%,-8.95%,+6.84%,+81.50%,10.47,76.40,6.23,"2,00,576.21","1,03,271.27",+94.22%,"97,454.97","44,841.81",+117.33%,"70,416.30","16,840.53",+318.14%,10.47,5.01,+109.07%,128.31,132.54,-3.19%,"59,10,806.41","58,02,112.17",+1.87%,"41,85,174.24","40,19,557.44",+4.12%,"13,44,871.32","13,44,871.32",0.00%,"3,80,760.84","4,37,683.41",-13.01%
FOWAD,Forward Community Microfinance Bittiya Sanstha Ltd.,Microcredit,"1,080.00",12.92 Ar,-1.37%,-4.85%,-0.38%,-3.99%,-17.28%,-6.15%,19.12,56.50,3.97,"7,07,666.54","26,25,949.20",-73.05%,"3,33,955.37","10,55,248.02",-68.35%,"57,153.55","65,310.43",-12.49%,19.12,5.46,+250.04%,271.79,249.65,+8.87%,"2,24,21,067.17","2,22,58,516.10",+0.73%,"1,91,70,597.30","1,92,72,820.90",-0.53%,"11,95,953.71","11,95,953.71",0.00%,"20,54,516.16","17,89,741.49",+14.79%
GBBD85,"Garima Debenture, 2085",Bond,"1,090.00",0.00,+1.84%,+1.87%,-2.87%,+0.46%,+6.13%,+9.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBBL,Garima Bikas Bank,Development Bank,397.00,22.55 Ar,+0.25%,-3.17%,+3.66%,+2.48%,+3.75%,+108.56%,21.10,18.82,2.49,"38,42,874.46","20,53,389.90",+87.15%,"18,80,415.18","9,98,594.65",+88.31%,"6,35,130.81","2,50,575.27",+153.47%,21.10,17.64,+19.56%,159.59,166.38,-4.08%,"10,48,94,583.90","10,49,65,367.90",-0.07%,"9,52,84,856.42","9,55,14,005.41",-0.24%,"60,21,348.37","56,80,517.33",+6.00%,"35,88,379.13","37,70,845.14",-4.84%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBIME,Global Ime Bank,Commercial Banks,227.90,86.87 Ar,+0.57%,-2.19%,+0.40%,-4.24%,+5.98%,-10.86%,17.06,13.36,1.30,"2,00,87,055.00","1,03,21,005.00",+94.62%,"80,22,317.00","41,33,063.00",+94.10%,"32,52,116.00","18,58,651.00",+74.97%,17.06,19.51,-12.51%,175.29,179.50,-2.34%,"74,82,96,592.00","72,96,28,550.00",+2.56%,"68,14,83,217.00","66,12,10,840.00",+3.07%,"3,81,15,853.00","3,81,15,853.00",0.00%,"2,86,97,523.00","3,03,01,859.00",-5.29%
GBIMESY2,Global IME Sammunat Yojana -2,Mutual Fund,9.23,1.38 Ar,+1.88%,+0.33%,+2.78%,+2.56%,-7.70%,-7.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBLBS,Grameen Bikas Laghubitta,Microcredit,772.10,7.59 Ar,-0.78%,-4.45%,-1.89%,-9.38%,-13.02%,-5.84%,49.68,15.54,2.75,"5,27,844.67","19,97,956.37",-73.58%,"3,35,561.89","11,67,217.21",-71.25%,"1,22,027.52","3,14,473.72",-61.20%,49.68,32.01,+55.21%,280.45,293.35,-4.40%,"1,44,00,050.39","1,44,71,984.51",-0.50%,"1,16,44,624.86","1,15,89,866.42",+0.47%,"9,82,500.00","9,82,500.00",0.00%,"17,72,925.53","18,99,618.09",-6.67%
GCIL,Ghorahi Cement Industry Limited,Manufacturing And Processing,424.90,19.41 Ar,-0.49%,-4.09%,+3.11%,+6.96%,-9.86%,+5.72%,-11.21,-37.90,2.28,"9,11,970.83","50,79,186.60",-82.04%,"2,29,569.77","10,54,323.80",-78.23%,"-1,28,020.83","-6,60,379.55",-80.61%,-11.21,-14.46,-22.46%,186.38,188.47,-1.11%,"2,23,27,733.14","2,26,92,961.37",-1.61%,"1,38,14,362.99","1,40,84,041.44",-1.91%,"45,67,685.70","45,67,685.70",0.00%,"39,45,684.45","40,41,234.23",-2.36%
GFCL,Goodwill Finance,Finance,682.00,6.45 Ar,+1.04%,-3.12%,+15.59%,+14.24%,-6.22%,+199.62%,23.61,28.88,2.66,"6,79,424.44","2,67,979.91",+153.54%,"3,04,998.81","73,340.89",+315.86%,"1,11,708.62","37,384.70",+198.81%,23.61,15.81,+49.40%,256.65,200.26,+28.16%,"1,61,62,191.26","1,50,22,052.67",+7.59%,"1,37,33,951.54","1,31,27,506.60",+4.62%,"9,46,115.20","9,46,115.20",0.00%,"14,82,124.52","9,48,530.87",+56.25%
GHL,Ghalemdi Hydro Limited,Hydro Power,236.00,3.89 Ar,-1.17%,-0.21%,+11.48%,+5.50%,+6.40%,+118.52%,-4.22,-55.99,2.47,"34,479.08","1,23,826.95",-72.16%,"16,380.79","93,660.04",-82.51%,"-17,388.07","-33,391.57",-47.93%,-4.22,-2.02,+108.29%,95.63,96.28,-0.68%,"24,70,485.67","23,43,308.10",+5.43%,"8,92,577.66","7,54,661.41",+18.28%,"16,50,000.00","16,50,000.00",0.00%,"-72,091.99","-61,353.31",+17.50%
GIBF1,Global IME Balanced Fund-1,Mutual Fund,10.78,1.11 Ar,+0.56%,+0.28%,+3.95%,+6.31%,+11.48%,+47.91%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GILB,Global IME Laghubitta Bittiya Sanstha,Microcredit,"1,170.09",7.24 Ar,-1.27%,-2.88%,+4.78%,-1.77%,-7.05%,-2.13%,40.19,29.12,5.32,"3,73,963.25","13,51,730.35",-72.33%,"2,27,419.68","7,59,726.48",-70.07%,"62,179.33","2,35,872.01",-73.64%,40.19,38.11,+5.45%,220.09,215.35,+2.20%,"1,05,57,264.19","1,03,79,976.77",+1.71%,"91,95,153.05","90,47,165.94",+1.64%,"6,18,900.05","6,18,900.05",0.00%,"7,43,211.10","7,13,910.78",+4.10%
GLBSL,Gurans Laghubitta Bittiya Sanstha,Microcredit,"2,010.00",2.33 Ar,-2.62%,-2.43%,+2.57%,-3.41%,-6.81%,+125.47%,40.22,49.97,12.62,"1,49,387.88","74,336.39",+100.96%,"87,659.35","42,946.75",+104.11%,"26,620.45","14,488.97",+83.73%,40.22,50.03,-19.59%,159.33,172.27,-7.51%,"23,01,386.76","22,29,853.54",+3.21%,"20,90,501.04","20,30,280.01",+2.97%,"1,32,358.05","1,15,849.50",+14.25%,"78,527.67","83,724.03",-6.21%
GLH,GreenLife Hydropower Limited,Hydro Power,268.00,4.82 Ar,+1.52%,-1.11%,+7.41%,-0.74%,-0.37%,-18.29%,2.41,111.43,2.43,0.00,0.00,0.00%,0.00,0.00,0.00%,"10,823.37","43,390.90",-75.06%,2.41,2.41,-0.22%,110.33,109.77,+0.51%,"1,08,33,627.08","1,05,70,643.15",+2.49%,"88,47,758.79","85,94,862.95",+2.94%,"18,00,000.00","18,00,000.00",0.00%,"1,85,868.30","1,75,780.19",+5.74%
GMFBS,Ganapati Microfinance Bittiya Sanstha,Microcredit,"1,478.00",2.24 Ar,-1.34%,-2.76%,-3.02%,-6.75%,-22.17%,+27.36%,30.67,48.18,7.57,"86,877.38","3,31,141.54",-73.76%,"49,041.91","1,72,772.09",-71.61%,"11,621.77","42,503.09",-72.66%,30.67,28.04,+9.37%,195.32,177.45,+10.07%,"26,81,064.75","26,67,909.90",+0.49%,"23,85,052.07","23,98,980.68",-0.58%,"1,51,554.53","1,51,554.53",0.00%,"1,44,458.15","1,17,374.69",+23.07%
GMFIL,Guheshowori Merchant Bank & Finance,Finance,485.90,4.92 Ar,-1.44%,-4.07%,+7.29%,+0.91%,-2.82%,+170.31%,3.33,145.97,2.95,"3,26,454.00","1,67,378.00",+95.04%,"1,06,532.00","50,370.00",+111.50%,"16,847.00","-30,766.00",-154.76%,3.33,-12.16,-127.38%,164.67,157.35,+4.65%,"1,00,65,825.00","99,98,839.00",+0.67%,"83,99,106.00","84,06,156.00",-0.08%,"10,12,176.00","10,12,176.00",0.00%,"6,54,543.00","5,80,507.00",+12.75%
GMLI,Guardian Micro Life Insurance Limited,Life Insurance,"1,769.00",13.27 Ar,-0.62%,-8.34%,+2.85%,-7.67%,+434.28%,+434.28%,3.78,468.18,17.18,"1,28,200.85","4,54,601.03",-71.80%,514.95,"1,52,154.80",-99.66%,"7,084.62","60,182.97",-88.23%,3.78,8.02,-52.91%,106.08,107.73,-1.53%,"11,69,642.90","10,75,808.55",+8.72%,"3,74,011.90","2,67,855.85",+39.63%,"7,50,000.00","7,50,000.00",0.00%,"22,191.80","48,157.74",-53.92%
GRDBL,Green Development Bank Ltd.,Development Bank,"1,151.00",6.56 Ar,-3.16%,-0.78%,+0.64%,+17.70%,-34.26%,+725.61%,3.58,321.93,10.20,"2,52,060.06","1,26,750.41",+98.86%,"1,04,445.48","46,101.86",+126.55%,"11,002.90","-30,156.65",-136.49%,3.58,-21.17,-116.89%,112.86,117.31,-3.79%,"69,06,062.46","71,77,311.38",-3.78%,"62,11,402.71","65,09,003.70",-4.57%,"6,15,500.00","5,69,698.50",+8.04%,"79,159.75","98,609.18",-19.72%
GSY,Garima Samriddhi Yojana,Mutual Fund,9.40,1.18 Ar,-1.78%,+1.51%,+2.40%,+4.79%,+4.44%,+4.44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUFL,Gurkhas Finance Ltd.,Finance,581.40,5.05 Ar,+2.00%,-2.78%,+16.28%,+10.11%,-3.26%,+41.80%,14.21,40.92,3.91,"3,14,416.20","1,96,118.65",+60.32%,"1,04,153.04","80,071.07",+30.08%,"61,657.32","-42,415.13",-245.37%,14.21,-19.55,-172.68%,148.65,134.18,+10.79%,"1,07,91,318.74","1,05,20,874.62",+2.57%,"95,01,046.46","93,56,238.88",+1.55%,"8,67,993.80","8,67,993.80",0.00%,"4,22,278.48","2,96,641.94",+42.35%
GVL,Green Ventures Limited,Hydro Power,502.00,17.26 Ar,-0.99%,-6.34%,+0.20%,-4.47%,-12.01%,+85.35%,35.25,14.24,4.16,"5,76,092.88","16,13,643.98",-64.30%,"4,19,226.46","9,94,438.84",-57.84%,"3,02,893.57","3,93,582.29",-23.04%,35.25,11.45,+207.83%,120.81,112.00,+7.87%,"1,06,72,079.76","1,10,27,227.15",-3.22%,"65,19,215.55","71,77,250.10",-9.17%,"34,37,500.00","34,37,500.00",0.00%,"7,15,364.21","4,12,477.05",+73.43%
GWFD83,12 % Goodwill Finance Limited Debenture 2083,Bond,"1,129.00",0.00,+0.09%,-0.88%,-5.52%,-5.92%,-4.56%,-2.25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H8020,Himalayan 80-20,Mutual Fund,11.55,1.16 Ar,+0.35%,+1.49%,+6.26%,+13.35%,+31.09%,+38.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HATHY,Hathway Investment Nepal Limited,Organized Fund,915.00,25.91 Ar,-1.89%,-7.58%,+3.16%,-6.06%,-30.17%,+295.59%,0.56,1639.92,13.73,"8,814.26","1,97,496.59",-95.54%,"14,366.45","1,39,307.68",-89.69%,"4,423.41","64,947.72",-93.19%,0.56,2.29,-75.68%,66.64,75.38,-11.59%,"27,22,883.72","26,87,552.15",+1.31%,"6,09,557.16","5,53,378.78",+10.15%,"15,85,584.00","14,15,700.00",+12.00%,"5,27,742.56","7,18,473.37",-26.55%
HBL,Himalayan Bank,Commercial Banks,191.90,41.56 Ar,-1.03%,-3.32%,+0.73%,-4.05%,-19.13%,-51.36%,11.45,16.76,1.10,"1,18,11,788.28","62,24,375.62",+89.77%,"47,02,327.90","25,07,111.35",+87.56%,"12,92,681.91","7,02,894.98",+83.91%,11.45,12.45,-8.05%,174.23,177.63,-1.91%,"40,02,43,766.10","38,46,74,582.00",+4.05%,"36,08,99,137.00","34,45,63,047.30",+4.74%,"2,25,81,662.53","2,25,81,662.53",0.00%,"1,67,62,966.58","1,75,29,873.22",-4.37%
HDHPC,Himal Dolakha Hydropower Company Limited,Hydro Power,210.00,5.88 Ar,-1.41%,+3.96%,+20.00%,+15.07%,+2.19%,+75.84%,2.33,90.26,2.69,"69,604.77","1,17,697.56",-40.86%,"52,108.38","90,371.15",-42.34%,"16,286.32","-40,356.30",-140.36%,2.33,-1.44,-261.43%,77.95,75.92,+2.66%,"23,84,457.21","23,54,885.80",+1.26%,"2,01,921.41","2,28,992.61",-11.82%,"28,00,000.00","28,00,000.00",0.00%,"-6,17,464.20","-6,74,106.82",-8.40%
HDL,Himalayan Distillery,Manufacturing And Processing,"1,151.00",35.37 Ar,0.00%,-1.12%,-0.44%,-0.77%,+16.49%,+4.11%,24.31,47.34,9.52,"17,87,833.33","6,09,777.61",+193.19%,"12,28,350.89","3,88,963.82",+215.80%,"4,48,367.37","90,258.17",+396.76%,24.31,11.75,+106.98%,120.87,138.40,-12.66%,"51,68,267.36","49,50,110.17",+4.41%,"7,10,332.22","6,96,614.14",+1.97%,"36,88,082.18","30,73,401.81",+20.00%,"7,69,852.97","11,80,094.22",-34.76%
HEI,Himalayan Everest Insurance Limited,Non Life Insurance,517.00,12.93 Ar,+0.66%,-3.36%,+3.58%,+3.99%,-20.19%,+30.59%,-17.49,-29.55,1.51,"7,93,246.48","26,86,265.59",-70.47%,"83,034.53","14,88,474.04",-94.42%,"-1,09,337.40","5,32,335.53",-120.54%,-17.49,21.29,-182.16%,205.96,210.34,-2.08%,"1,21,08,227.93","1,05,19,278.27",+15.11%,"69,58,785.95","52,60,381.39",+32.29%,"25,00,157.40","25,00,157.40",0.00%,"2,24,221.70","3,33,559.10",-32.78%
HEIP,Himalayan Everest Insurance Limited Promoter,Non Life Insurance,323.00,86.40 Cr,+1.89%,+1.57%,+2.44%,-0.36%,-23.26%,+44.94%,-17.49,-18.46,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
HHL,Himalayan Hydropower Limited,Hydro Power,338.00,3.70 Ar,-2.31%,-1.80%,+4.32%,-4.17%,-43.29%,+34.77%,13.27,25.47,4.16,"1,06,577.21","3,34,497.41",-68.14%,"91,236.42","2,96,335.38",-69.21%,"36,333.76","69,678.65",-47.86%,13.27,6.36,+108.58%,81.28,78.47,+3.58%,"22,78,284.63","22,85,996.07",-0.34%,"13,88,314.27","14,26,762.64",-2.69%,"10,95,000.00","10,95,000.00",0.00%,"-2,05,029.64","-2,35,766.57",-13.04%
HIDCL,Hydroelectricity Investment and Development Company,Organized Fund,265.00,65.08 Ar,-0.60%,-3.64%,+2.36%,-2.39%,+2.48%,+44.98%,3.16,83.88,2.29,"2,89,725.00","14,31,559.00",-79.76%,"2,75,114.00","14,14,316.00",-80.55%,"1,93,976.00","9,44,645.00",-79.47%,3.16,3.85,-17.86%,115.55,115.03,+0.45%,"2,89,69,127.00","2,87,93,614.00",+0.61%,"5,89,706.00","5,37,664.00",+9.68%,"2,45,59,813.00","2,45,59,813.00",0.00%,"38,19,608.00","36,91,885.00",+3.46%
HIDCLP,Hydorelectricity Investment and Development Company Limited Promoter,Organized Fund,193.50,6.39 Ar,-1.78%,-3.25%,+7.44%,+1.84%,+10.01%,+112.27%,3.16,61.25,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIMSTAR,Him Star Urja Company Limited,Hydro Power,980.20,3.66 Ar,-6.65%,-6.20%,+7.83%,+51.73%,+266.43%,+266.43%,0.59,1654.12,9.96,0.00,0.00,0.00%,0.00,0.00,0.00%,552.58,0.00,0.00%,0.59,0.00,0.00%,98.38,0.00,0.00%,"12,81,227.58",0.00,0.00%,"9,14,271.32",0.00,0.00%,"3,73,000.00",0.00,0.00%,"-6,043.74",0.00,0.00%
HLBSL,Himalayan Laghubitta Bittiya Sanstha Limited,Microcredit,914.00,2.92 Ar,-0.45%,-2.70%,+4.85%,+6.33%,-11.59%,+19.87%,25.90,35.29,5.35,"1,71,953.28","6,55,505.76",-73.77%,"98,869.04","3,53,016.91",-71.99%,"20,708.17","91,773.29",-77.44%,25.90,28.70,-9.74%,170.96,171.28,-0.19%,"58,63,966.15","56,89,393.26",+3.07%,"53,17,190.58","51,41,597.59",+3.42%,"3,19,818.20","3,19,818.20",0.00%,"2,26,957.37","2,27,977.47",-0.45%
HLI,Himalayan Life Insurance Limited,Life Insurance,366.30,33.49 Ar,-1.00%,-4.41%,-0.76%,-6.08%,-13.43%,+11.72%,5.59,65.54,3.38,"58,92,478.49","2,39,98,022.16",-75.45%,"4,35,853.36","18,67,294.45",-76.66%,"1,27,759.53","5,46,974.43",-76.64%,5.59,5.98,-6.57%,105.65,111.20,-4.99%,"9,41,62,544.33","9,16,06,762.79",+2.79%,"8,45,02,330.71","8,14,39,044.50",+3.76%,"91,43,237.31","91,43,237.31",0.00%,"7,76,802.13","7,02,909.19",+10.51%
HLICF,HLI Large Cap Fund,Mutual Fund,9.43,4.71 Ar,+0.32%,-1.87%,+3.51%,-2.78%,-2.78%,-2.78%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPPL,Himalayan Power Partner Ltd.,Hydro Power,470.00,5.01 Ar,-0.63%,-3.09%,+1.71%,-9.42%,-17.40%,+76.03%,23.98,19.60,3.84,"2,16,050.05","7,44,192.37",-70.97%,"1,99,646.53","6,76,872.61",-70.50%,"63,877.72","72,625.22",-12.04%,23.98,6.82,+251.82%,122.30,116.10,+5.33%,"54,78,051.37","54,99,146.31",-0.38%,"41,75,068.89","42,62,150.34",-2.04%,"10,65,417.00","10,65,417.00",0.00%,"2,37,565.48","1,71,578.97",+38.46%
HRL,Himalayan Reinsurance Limited,ReInsurance,853.00,92.70 Ar,-1.50%,-6.25%,+1.71%,+4.04%,+1.32%,+172.73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HURJA,Himalaya Urja Bikas Company Limited,Hydro Power,257.00,5.09 Ar,+3.63%,+4.47%,+16.24%,+8.44%,+1.46%,+68.52%,13.38,19.21,2.74,"1,87,790.93","4,16,220.59",-54.88%,"1,84,035.11","4,07,896.18",-54.88%,"66,232.43","46,239.19",+43.24%,13.38,2.34,+472.95%,93.94,91.02,+3.20%,"36,34,722.99","36,04,290.52",+0.84%,"17,74,778.07","18,02,093.47",-1.52%,"19,80,000.00","19,80,000.00",0.00%,"-1,20,055.08","-1,77,802.95",-32.48%
ICFC,ICFC Finance,Finance,670.00,7.93 Ar,-0.30%,-4.68%,+6.86%,+4.60%,+5.08%,+179.96%,5.41,123.78,3.94,"9,12,846.40","4,79,750.19",+90.28%,"3,01,384.12","1,59,361.12",+89.12%,"32,030.15","22,455.41",+42.64%,5.41,7.59,-28.68%,170.19,183.63,-7.32%,"2,52,48,834.76","2,43,97,565.79",+3.49%,"2,32,34,650.37","2,22,24,355.68",+4.55%,"11,83,470.96","11,83,470.96",0.00%,"8,30,713.42","9,89,739.15",-16.07%
IGI,IGI Prudential insurance Limited,Non Life Insurance,430.00,13.03 Ar,-1.10%,-5.31%,+3.61%,-0.42%,-26.30%,-33.72%,-27.41,-15.69,1.21,"4,44,750.29","21,03,045.16",-78.85%,"-66,550.29","11,46,899.05",-105.80%,"-2,07,601.51","3,64,974.07",-156.88%,-27.41,12.05,-327.52%,179.41,189.44,-5.29%,"1,43,86,291.17","1,10,67,204.48",+29.99%,"89,51,270.35","53,28,415.07",+67.99%,"30,29,334.64","30,29,334.64",0.00%,"-49,012.25","1,72,059.28",-128.49%
IHL,Ingwa Hydropower Limited,Hydro Power,568.00,3.41 Ar,-3.24%,+1.07%,+0.50%,+7.17%,-27.27%,+77.00%,4.50,126.11,5.79,"1,55,064.23","79,458.83",+95.15%,"1,30,773.14","69,998.16",+86.82%,"13,511.82","5,601.89",+141.20%,4.50,3.73,+20.60%,98.02,96.70,+1.36%,"24,34,780.14","24,55,732.15",-0.85%,"18,46,666.10","18,75,528.04",-1.54%,"6,00,000.00","6,00,000.00",0.00%,"-11,885.97","-19,795.89",-39.96%
ILBS,Infinity Laghubitta Bittiya Sanstha Limited,Microcredit,999.00,4.97 Ar,-1.38%,-0.79%,+2.79%,-15.98%,-3.01%,+12.75%,25.31,39.47,6.13,"1,96,131.18","7,98,207.89",-75.43%,"1,05,219.14","4,04,969.29",-74.02%,"31,477.03","93,755.04",-66.43%,25.31,18.85,+34.29%,162.96,156.65,+4.03%,"63,25,337.87","65,02,847.21",-2.73%,"55,14,738.05","57,23,620.91",-3.65%,"4,97,415.94","4,97,415.94",0.00%,"3,13,183.88","2,81,810.35",+11.13%
ILI,IME Life Insurance Company Limited,Life Insurance,445.00,22.25 Ar,-0.47%,-2.92%,+1.14%,-1.64%,-3.89%,+1.94%,12.67,35.14,3.80,"19,48,445.35","69,84,256.59",-72.10%,"3,51,281.73","13,49,842.78",-73.98%,"1,58,314.06","5,83,301.76",-72.86%,12.67,11.67,+8.56%,137.41,138.58,-0.85%,"2,21,62,186.02","2,14,86,445.71",+3.14%,"1,52,91,792.91","1,45,57,402.94",+5.04%,"50,00,000.00","50,00,000.00",0.00%,"8,62,623.76","6,55,416.67",+31.61%
JBBD87,Jyoti Bikash Bank Bond 2087,Bond,"1,135.00",0.00,+2.25%,+2.61%,-2.33%,-2.91%,+8.10%,+13.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBBL,Jyoti Bikas Bank,Development Bank,340.00,14.95 Ar,0.00%,-8.08%,+5.46%,+2.75%,-7.86%,+81.44%,14.16,24.01,2.19,"24,69,738.75","12,83,529.07",+92.42%,"10,34,196.18","5,25,976.92",+96.62%,"3,11,271.41","70,334.51",+342.56%,14.16,6.40,+121.28%,155.09,149.00,+4.09%,"7,39,60,600.30","7,36,01,324.74",+0.49%,"6,71,43,053.64","6,70,51,754.50",+0.14%,"43,95,785.89","43,95,785.89",0.00%,"24,21,760.77","21,53,784.36",+12.44%
JBLB,Jeevan Bikas Laghubitta Bittya Sanstha Ltd,Microcredit,"1,325.00",20.35 Ar,+0.22%,-1.81%,+2.80%,+5.31%,+7.03%,+286.61%,37.98,34.89,4.51,"10,48,018.94","40,51,815.34",-74.13%,"5,57,316.72","21,17,887.16",-73.69%,"1,45,859.06","7,40,363.76",-80.30%,37.98,48.20,-21.20%,293.80,257.63,+14.04%,"3,04,12,929.57","3,03,37,867.65",+0.25%,"2,58,99,594.14","2,63,80,281.33",-1.82%,"15,36,171.55","15,36,171.55",0.00%,"29,77,163.88","24,21,414.78",+22.95%
JFL,Janaki Finance,Finance,440.00,3.04 Ar,-0.68%,-6.78%,+7.11%,-1.79%,-13.73%,+84.21%,-6.48,-67.86,-80.19,"1,57,391.10","71,043.19",+121.54%,"56,785.00","17,424.51",+225.89%,"-22,383.53","1,845.98","-1,312.56%",-6.48,1.07,-706.27%,-5.49,-1.98,+177.41%,"45,88,045.23","46,70,086.27",-1.76%,"46,25,932.05","46,83,743.58",-1.23%,"6,90,472.80","6,90,472.80",0.00%,"-7,28,359.62","-7,04,130.11",+3.44%
JHAPA,Jhapa Energy Limited,Hydro Power,"1,420.00",5.40 Ar,-3.60%,-15.48%,+7.58%,+356.30%,+356.30%,+356.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOSHI,Joshi Hydropower Development Company Ltd,Hydro Power,300.00,1.84 Ar,-1.32%,-4.15%,+6.76%,-4.46%,+3.77%,+167.57%,-8.55,-35.10,6.69,"25,456.32","19,347.10",+31.58%,"17,219.89","15,609.16",+10.32%,"-31,743.57","-17,835.78",+77.98%,-8.55,-6.40,+33.48%,44.82,48.57,-7.71%,"4,59,048.43","4,64,463.74",-1.17%,"2,92,583.53","2,84,091.06",+2.99%,"3,71,400.00","3,71,400.00",0.00%,"-2,04,935.11","-1,91,027.32",+7.28%
