Ticker,Stock Name,Sector,Today's Price,Market Cap,Daily Change (%),Weekly Change (%),Monthly Change (%),3-Month Change (%),Yearly Change (%),5-Year Change (%),EPS (Trailing),P/E Ratio,P/B Ratio,Total Revenue (Latest Quarter),Total Revenue (Previous Quarter),Total Revenue % Change,Gross Profit (Latest),Gross Profit (Previous),Gross Profit % Change,Net Profit (Latest),Net Profit (Previous),Net Profit % Change,Annualized EPS (Latest),Annualized EPS (Previous),Annualized EPS % Change,Book Value per Share (Latest),Book Value per Share (Previous),Book Value per Share % Change,Total Assets (Latest),Total Assets (Previous),Total Assets % Change,Total Liabilities (Latest),Total Liabilities (Previous),Total Liabilities % Change,Paid-up Capital (Latest),Paid-up Capital (Previous),Paid-up Capital % Change,Reserves (Latest),Reserves (Previous),Reserves % Change,ROE,D/E Ratio
API,Api Power,Hydro Power,334.90,20.35 Ar,-0.30%,-1.47%,-6.35%,+12.76%,+20.04%,+108.75%,14.03,23.87,2.85,959243.24,538459.21,+78.15%,840391.87,479201.77,+75.37%,426221.66,262755.15,+62.21%,14.03,17.3,-18.89%,117.58,114.74,+2.48%,14485098.82,14501043.26,-0.11%,7340803.63,7529330.42,-2.50%,6075927.81,6075927.81,0.00%,1068367.39,895785.04,+19.27%,0.1193,1.0275
AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,Microcredit,"1,100.00",2.75 Ar,-0.04%,0.00%,-8.33%,+14.58%,+11.68%,+216.46%,61.89,17.77,7.36,266507.46,108755.91,+145.05%,156871.86,50952.59,+207.88%,77360.06,8111.46,+853.71%,61.89,12.98,+376.86%,149.39,126.15,+18.42%,3632445.01,3725565.79,-2.50%,3258967.45,3410179.44,-4.43%,250000.0,250000.0,0.00%,123477.56,65386.35,+88.84%,0.4143,8.726
BANDIPUR,Bandipur Cablecar and Tourism Limited,Hotels,824.70,23.34 Ar,+1.31%,-3.54%,-10.65%,-20.47%,+163.06%,+163.06%,-1.8,-458.86,8.92,44216.88,18154.34,+143.56%,14056.79,2070.95,+578.76%,-25431.28,-17939.29,+41.76%,-1.8,-2.54,-29.12%,92.47,92.74,-0.29%,3921311.34,4113331.1,-4.67%,1304361.87,1488889.64,-12.39%,2829993.0,2829993.0,0.00%,-213043.53,-205551.54,+3.64%,-0.0195,0.4984
BARUN,Barun Hydropower,Hydro Power,340.00,3.64 Ar,-0.44%,-1.73%,-5.76%,-6.85%,+5.46%,+163.03%,4.05,83.97,3.0,62624.05,39473.75,+58.65%,54218.74,33306.25,+62.79%,21696.03,18990.58,+14.25%,4.05,7.25,-44.15%,113.42,109.04,+4.02%,1503640.6,1440609.4,+4.38%,288163.95,298072.51,-3.32%,1071630.0,1047786.7,+2.28%,143846.65,94750.19,+51.82%,0.0357,0.2371
BBC,Bishal Bazar,Trading,"4,814.90",193.08 Ar,-0.54%,-1.01%,-4.90%,-1.31%,-18.96%,-13.93%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEDC,Bhugol Energy Development Company Limited,Hydro Power,365.90,1.99 Ar,+0.25%,-7.37%,-28.33%,-33.82%,-52.87%,+64.08%,1.08,337.84,7.54,40809.28,30713.0,+32.87%,36418.58,28222.11,+29.04%,2946.17,10394.84,-71.66%,1.08,7.64,-85.83%,48.52,50.07,-3.09%,841642.09,863446.33,-2.53%,577676.47,591057.86,-2.26%,544053.4,544053.4,0.00%,-280087.78,-271664.93,+3.10%,0.0223,2.1885
BFC,Best Finance,Finance,449.00,4.00 Ar,-0.88%,-2.39%,-5.07%,-7.42%,-7.62%,+148.07%,8.8,51.03,3.98,364635.38,253264.33,+43.97%,103609.61,71208.9,+45.50%,58755.96,17485.62,+236.02%,8.8,3.93,+124.02%,112.72,107.3,+5.06%,7451218.29,7303826.25,+2.02%,6447509.81,6348434.2,+1.56%,890424.24,890424.24,0.00%,113284.24,64967.81,+74.37%,0.0781,6.4237
BGWT,Bhagawati Hydropower Development Company Limited,Hydro Power,705.00,4.19 Ar,-3.42%,-6.50%,-7.60%,-8.91%,-16.45%,+118.53%,9.22,76.48,6.47,81556.36,39258.69,+107.74%,69327.13,33715.24,+105.63%,31259.34,16066.88,+94.56%,9.22,10.8,-14.67%,108.91,127.6,-14.65%,963658.98,979698.24,-1.64%,225011.5,220546.37,+2.02%,678239.9,594947.3,+14.00%,60407.58,164204.56,-63.21%,0.0847,0.3046
BHCL,Bikash Hydropower Company Limited,Hydro Power,519.00,4.72 Ar,-1.14%,-5.29%,-11.22%,-14.07%,+61.53%,+61.53%,11.05,46.98,4.84,96288.99,41572.31,+131.62%,89638.03,38188.74,+134.72%,50215.78,17754.48,+182.83%,11.05,7.81,+41.42%,107.34,103.77,+3.44%,1275261.65,1241080.55,+2.75%,299431.27,297711.47,+0.58%,909101.3,909101.3,0.00%,66729.08,34267.78,+94.73%,0.1029,0.3068
BHDC,Bindhyabasini Hydropower Development Company Limited,Hydro Power,455.10,5.14 Ar,-0.52%,-2.55%,-5.19%,-4.59%,-7.72%,+49.50%,19.83,22.94,3.7,277648.56,166446.01,+66.81%,271316.3,162724.31,+66.73%,112045.57,87182.43,+28.52%,19.83,30.87,-35.74%,123.0,116.88,+5.24%,2951876.43,2929609.05,+0.76%,1562172.83,1609687.05,-2.95%,1129800.0,1129800.0,0.00%,259902.52,190756.32,+36.25%,0.1612,1.1241
BHL,Balephi Hydropower Limited,Hydro Power,217.60,7.96 Ar,+0.74%,-1.54%,-5.80%,+5.63%,-1.55%,+106.35%,12.48,17.43,2.69,637244.6,347858.38,+83.19%,582183.75,323991.09,+79.69%,228148.23,124475.36,+83.29%,12.48,13.62,-8.36%,80.85,78.02,+3.63%,8682443.29,8657035.48,+0.29%,5726577.62,5804842.69,-1.35%,3655940.0,3655940.0,0.00%,-700074.34,-803747.21,-12.90%,0.1544,1.9374
BHPL,Barahi Hydropower Public Limited,Hydro Power,520.20,1.30 Ar,-1.25%,-3.31%,-8.42%,-9.69%,-50.56%,+143.43%,1.86,279.09,10.18,20646.36,14637.93,+41.05%,20170.33,13347.37,+51.12%,2329.91,5927.83,-60.70%,1.86,9.48,-80.35%,51.12,52.7,-2.99%,368206.23,377493.29,-2.46%,240394.61,245740.82,-2.18%,250000.0,250000.0,0.00%,-122188.38,-118247.53,+3.33%,0.0364,1.8809
BJHL,Bhujung Hydropower Limited,Hydro Power,"1,035.00",10.35 Ar,0.00%,-8.50%,+96.77%,+248.37%,+248.37%,+248.37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNHC,Buddha Bhumi Nepal Hydropower Company Limited,Hydro Power,327.50,1.31 Ar,+0.77%,-3.11%,-8.26%,-1.36%,+8.66%,+81.09%,9.91,33.04,4.05,105054.18,50819.91,+106.72%,100419.33,49395.44,+103.30%,20481.43,7518.32,+172.42%,9.91,7.28,+36.21%,80.89,77.35,+4.57%,1356978.8,1350587.42,+0.47%,1022646.49,1030876.55,-0.80%,413304.4,413304.4,0.00%,-78972.09,-93593.53,-15.62%,0.1225,3.0588
BNT,Bottlers Nepal (Terai),Manufacturing And Processing,"11,610.00",14.05 Ar,0.00%,+0.91%,-1.61%,-1.38%,-8.79%,+27.68%,223.96,51.84,3.84,3425609.0,2622779.0,+30.61%,1010445.0,933024.0,+8.30%,135494.0,273853.0,-50.52%,223.96,905.3,-75.26%,3021.55,3141.86,-3.83%,8275076.0,9532726.0,-13.19%,4619004.0,5731081.0,-19.40%,121000.0,121000.0,0.00%,3535072.0,3680645.0,-3.96%,0.0741,1.2634
BOKD86,8.5% BOK Debenture 2086,Bond,"1,081.00",1.73 Ar,-0.73%,-0.73%,-1.04%,-2.44%,+0.09%,+8.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BPCL,Butwal Power,Hydro Power,668.00,22.77 Ar,+0.15%,-3.19%,-6.77%,-11.41%,+43.74%,+96.17%,13.22,50.52,3.14,464044.0,241214.0,+92.38%,258096.0,134450.0,+91.96%,225380.0,84802.0,+165.77%,13.22,9.95,+32.89%,212.95,215.04,-0.97%,8014872.0,8336439.0,-3.86%,755132.0,1005514.0,-24.90%,3409065.0,3409065.0,0.00%,3850675.0,3921860.0,-1.82%,0.0621,0.104
BUNGAL,Bungal Hydro Limited,Hydro Power,571.00,4.74 Ar,+0.18%,-4.26%,-10.08%,-18.66%,+71.68%,+71.68%,6.68,85.43,6.44,185259.57,112477.35,+64.71%,176478.54,108210.83,+63.09%,27739.36,29017.11,-4.40%,6.68,13.98,-52.20%,88.61,89.74,-1.26%,3047693.57,3100665.94,-1.71%,2312245.26,2355821.4,-1.85%,830000.0,830000.0,0.00%,-94551.7,-85155.47,+11.03%,0.0754,3.144
C30MF,Citizens Super 30 Mutual Fund,Mutual Fund,10.07,75.60 Cr,+1.72%,-0.30%,-0.30%,+4.57%,+26.06%,+26.44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBBL,Chhimek Laghubitta Bikas Bank,Microcredit,903.00,29.03 Ar,+0.11%,-0.11%,-2.80%,-3.99%,+23.52%,+3.95%,31.85,28.35,3.86,3247112.4,1651153.23,+96.66%,1459951.04,755117.98,+93.34%,576096.5,269002.8,+114.16%,31.85,33.46,-4.82%,233.66,266.18,-12.22%,54912940.55,53735805.33,+2.19%,46460994.26,45177284.7,+2.84%,3617264.1,3215345.87,+12.50%,4834682.19,5343174.76,-9.52%,0.1363,5.4971
CFCL,Central Finance,Finance,493.00,4.68 Ar,-0.78%,-3.14%,-9.04%,-11.96%,-10.44%,+140.34%,5.19,94.98,4.3,481029.84,318245.75,+51.15%,164584.16,102505.2,+60.56%,36938.26,39191.3,-5.75%,5.19,8.26,-37.17%,114.62,113.65,+0.85%,9947036.36,9561730.99,+4.03%,8859417.86,8483312.93,+4.43%,948875.46,948875.46,0.00%,138743.04,129542.6,+7.10%,0.0453,8.1457
CGH,Chandragiri Hills Limited,Hotels,807.50,12.39 Ar,-0.19%,-1.04%,-3.99%,-6.76%,+0.35%,-57.29%,-6.13,-131.73,7.84,269643.56,148996.63,+80.97%,105978.86,50933.28,+108.07%,-47020.56,-12431.73,+278.23%,-6.13,-3.24,+89.11%,103.02,106.8,-3.55%,3929666.72,3748301.63,+4.84%,2349306.18,2109838.33,+11.35%,1534091.0,1534091.0,0.00%,46269.54,104372.3,-55.67%,-0.0595,1.4866
CHCL,Chilime Hydropower,Hydro Power,478.50,42.02 Ar,-0.13%,-0.75%,-4.49%,+1.79%,+7.16%,+17.15%,6.42,74.48,3.95,823664.77,636581.19,+29.39%,669997.57,489839.15,+36.78%,456995.1,398059.37,+14.81%,6.42,8.39,-23.46%,121.0,120.86,+0.12%,11918749.91,12237700.45,-2.61%,441487.85,773985.79,-42.96%,9484988.68,9484988.68,0.00%,1992273.37,1978725.99,+0.68%,0.0531,0.0385
CHDC,CEDB Holdings Limited,Organized Fund,"2,260.90",23.38 Ar,-1.27%,-2.13%,-6.38%,-5.99%,-10.38%,+509.99%,61.03,37.04,9.39,325803.01,160927.48,+102.45%,323873.81,158278.29,+104.62%,315605.0,156563.73,+101.58%,61.03,60.55,+0.79%,240.87,208.39,+15.59%,2558641.75,2165007.42,+18.18%,67489.7,9766.24,+591.05%,1034237.06,1034237.06,0.00%,1456914.99,1121004.12,+29.97%,0.2534,0.0271
CHL,Chhyangdi Hydropower Ltd.,Hydro Power,283.00,2.19 Ar,-1.05%,-3.12%,-5.67%,0.00%,+2.69%,+57.22%,6.03,46.95,3.31,108535.62,57700.82,+88.10%,92726.75,49246.52,+88.29%,23323.76,19207.03,+21.43%,6.03,9.93,-39.28%,85.59,85.16,+0.50%,1353155.19,1366572.42,-0.98%,690760.81,707442.72,-2.36%,773955.0,773955.0,0.00%,-111560.62,-114825.3,-2.84%,0.0705,1.0428
CIT,Citizen Investment Trust,Organized Fund,"1,766.00",114.47 Ar,-0.11%,-0.79%,-3.44%,+0.11%,-3.24%,+3.57%,19.55,90.32,6.3,1069348.0,537202.0,+99.06%,1005491.0,458525.0,+119.29%,665324.0,314328.0,+111.67%,19.55,19.4,+0.79%,280.46,412.4,-31.99%,319504429.0,319155681.0,+0.11%,300416869.0,292425099.0,+2.73%,6805798.0,6481712.0,+5.00%,12281761.0,20248869.0,-39.35%,0.0697,15.7389
CITY,City Hotel Limited,Hotels,448.00,7.50 Ar,-3.03%,-1.52%,-7.67%,-7.05%,-12.03%,+298.81%,-6.7,-66.87,4.55,243925.91,115535.89,+111.13%,53695.62,24284.01,+121.12%,-100938.26,-55652.16,+81.37%,-6.7,-13.3,-49.62%,98.53,135.99,-27.54%,5684006.02,5908122.77,-3.79%,2714980.43,3631721.29,-25.24%,3013200.0,1674000.0,+80.00%,-44174.42,602401.47,-107.33%,-0.068,0.9144
CIZBD90,10% Citizens Bank Debenture 2090,Bond,"1,277.90",0.00,-0.09%,0.00%,+2.23%,+5.09%,+9.97%,+25.28%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CKHL,Chirkhwa Hydropower Limited,Hydro Power,699.00,2.80 Ar,+0.16%,+3.54%,-0.98%,-3.56%,+1.99%,+111.82%,17.54,39.85,7.3,82538.76,47273.92,+74.60%,74277.1,42878.47,+73.23%,35084.61,17524.3,+100.21%,17.54,17.52,+0.10%,95.71,91.32,+4.81%,1203488.11,1195412.61,+0.68%,820629.95,830114.76,-1.14%,400000.0,400000.0,0.00%,-17141.84,-34702.15,-50.60%,0.1833,2.1434
CLI,Citizen Life Insurance Company Limited,Life Insurance,452.60,22.63 Ar,-0.31%,-0.81%,-4.68%,-4.11%,-0.20%,+37.42%,9.26,48.87,4.22,4983553.95,2715163.01,+83.55%,714117.31,377457.12,+89.19%,231529.47,131489.59,+76.08%,9.26,10.52,-11.96%,126.52,148.93,-15.04%,29884235.21,29607870.76,+0.93%,23558064.11,22161432.32,+6.30%,5000000.0,5000000.0,0.00%,356585.78,1156978.0,-69.18%,0.0732,3.7239
CORBL,Corporate Development Bank,Development Bank,"2,400.00",12.60 Ar,-10.38%,+12.30%,+28.22%,+34.88%,+7.15%,+673.62%,12.26,195.8,17.23,165458.11,100464.96,+64.69%,67729.64,35690.75,+89.77%,48263.02,12942.22,+272.91%,12.26,4.93,+148.61%,139.27,135.79,+2.56%,3171872.35,2833321.96,+11.95%,2440709.93,2120416.89,+15.11%,525000.0,525000.0,0.00%,206162.42,187905.07,+9.72%,0.088,3.3381
CREST,Crest Micro Life Insurance Limited,Life Insurance,"1,112.10",8.34 Ar,-2.45%,-7.25%,-17.44%,-29.11%,-3.04%,+234.27%,3.13,354.89,10.49,238898.99,111950.68,+113.40%,72452.91,35386.28,+104.75%,11751.21,5595.85,+110.00%,3.13,2.98,+5.00%,111.12,110.3,+0.74%,1203801.29,1143327.53,+5.29%,370387.39,316068.98,+17.19%,750000.0,750000.0,0.00%,45318.08,39839.82,+13.75%,0.0282,0.4444
CSY,Citizens Santulit Yojana,Mutual Fund,9.32,1.17 Ar,-0.85%,-0.96%,-2.20%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYCL,CYC Nepal Laghubitta Bittiya Sanstha Limited,Microcredit,"1,490.00",3.97 Ar,+0.68%,-1.84%,-8.59%,-5.58%,-7.47%,+407.12%,27.99,53.23,5.54,413406.82,185220.08,+123.20%,202863.06,75502.79,+168.68%,37289.69,-14573.82,-355.87%,27.99,-21.88,-227.93%,268.72,471.51,-43.01%,7272518.53,7369513.44,-1.32%,6556579.09,6678831.42,-1.83%,266424.39,266424.39,0.00%,449515.04,989794.07,-54.58%,0.1042,9.158
CZBIL,Citizen Bank International,Commercial Banks,204.50,30.20 Ar,+0.25%,-1.21%,-7.47%,+2.71%,+6.92%,-12.43%,11.23,18.21,1.31,11273333.93,7723863.53,+45.95%,4678859.98,3144546.13,+48.79%,1306461.35,358858.63,+264.06%,11.23,4.63,+142.71%,155.99,149.79,+4.14%,248586906.4,245653491.7,+1.19%,224397126.6,222424797.5,+0.89%,15507463.61,15507463.61,0.00%,8682316.22,7721230.59,+12.45%,0.072,9.2765
DDBL,Deprosc Laghubitta,Microcredit,829.00,15.49 Ar,+0.31%,-0.60%,-4.15%,-1.31%,+19.21%,-17.56%,47.41,17.48,3.75,1816714.71,927017.52,+95.97%,1061025.57,533543.99,+98.86%,442910.64,202215.58,+119.03%,47.41,43.29,+9.51%,221.13,221.21,-0.04%,26063775.88,27135989.25,-3.95%,22932439.67,23003063.34,-0.31%,1868285.7,1868285.7,0.00%,2263050.51,2264640.21,-0.07%,0.2144,7.3235
DHEL,Daramkhola Hydro Energy Limited,Hydro Power,599.30,6.18 Ar,-0.78%,-3.26%,-13.65%,-21.24%,+35.47%,+35.47%,5.2,115.28,4.57,43642.08,0.0,0.00%,41935.29,0.0,0.00%,26785.44,35293.21,-24.11%,5.2,13.7,-62.05%,131.27,132.09,-0.63%,2986587.94,2886372.96,+3.47%,1633872.88,1525150.12,+7.13%,1030500.0,1030500.0,0.00%,322215.06,330722.84,-2.57%,0.0396,1.2078
DHPL,Dibyashwori Hydropower Ltd.,Hydro Power,300.00,79.20 Cr,+0.33%,-2.28%,-5.36%,-2.44%,-11.92%,+122.22%,2.92,102.69,59.31,73575.81,58052.9,+26.74%,69700.98,55185.73,+26.30%,5784.5,9918.52,-41.68%,2.92,7.51,-61.12%,5.06,6.62,-23.63%,749320.27,758056.07,-1.15%,735966.6,740571.38,-0.62%,264000.0,264000.0,0.00%,-250646.33,-246515.3,+1.68%,0.5771,55.1134
DLBS,Dhaulagiri Laghubitta Bittiya Sanstha Limited,Microcredit,"1,290.00",1.72 Ar,-2.27%,-1.45%,-6.45%,-5.83%,-10.42%,+617.86%,18.38,70.19,7.2,156689.12,73056.81,+114.48%,82442.49,34600.27,+138.27%,12231.48,2595.13,+371.32%,18.38,7.8,+135.66%,179.13,171.75,+4.29%,2494854.19,2641878.21,-5.57%,2256438.11,2413279.31,-6.50%,133100.0,133100.0,0.00%,105316.07,95498.9,+10.28%,0.1026,9.4643
DOLTI,Dolti Power Company Limited,Hydro Power,364.00,1.95 Ar,-2.41%,-6.40%,-27.20%,-31.32%,-38.80%,+26.79%,3.25,111.93,6.11,61992.36,47753.56,+29.82%,54792.82,43309.63,+26.51%,8723.69,19089.06,-54.30%,3.25,14.23,-77.15%,59.55,61.63,-3.38%,1051248.38,1085123.57,-3.12%,731794.4,754501.13,-3.01%,536486.0,536486.0,0.00%,-217032.02,-205863.56,+5.43%,0.0546,2.2908
DORDI,Dordi Khola Jal Bidyut Company Limited,Hydro Power,277.00,5.84 Ar,+1.09%,-0.72%,-4.58%,-1.07%,-21.72%,+33.49%,0.69,401.19,2.63,137660.45,74601.02,+84.53%,121908.12,66027.95,+84.63%,7279.18,8937.89,-18.56%,0.69,1.7,-59.28%,105.22,105.35,-0.12%,3510413.62,3501940.07,+0.24%,1291786.99,1280688.73,+0.87%,2108520.8,2108520.8,0.00%,110105.82,112730.54,-2.33%,0.0066,0.5822
EBL,Everest Bank,Commercial Banks,697.00,90.22 Ar,-0.09%,+0.72%,-1.13%,+4.26%,+22.95%,+54.14%,32.35,21.54,2.85,15016560.0,10178072.0,+47.54%,6833470.0,4572942.0,+49.43%,3329316.0,2117118.0,+57.26%,32.35,30.86,+4.84%,244.27,235.04,+3.93%,378693500.0,374682513.0,+1.07%,345176279.0,342431460.0,+0.80%,13721376.0,13721376.0,0.00%,19795848.0,18529679.0,+6.83%,0.1324,10.2985
EBLD85,10.50% Everest Bank Limited Debenture 2085,Bond,"1,162.00",2.32 Ar,+1.93%,+1.04%,-0.68%,-0.94%,+3.52%,+16.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBLD86,8.5% Everest Bank Limited Debenture 2086,Bond,"1,072.10",91.86 Cr,+0.20%,-1.01%,+0.28%,-2.54%,+0.95%,+13.91%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBLD91,Everest Bank Limited Debenture 2091,Bond,"1,056.10",0.00,-1.30%,-1.49%,-6.21%,-3.82%,+3.03%,+3.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDBL,Excel Development Bank,Development Bank,577.70,7.22 Ar,-0.74%,-0.40%,-3.56%,-3.72%,-0.26%,+58.94%,14.17,40.77,3.25,568040.86,288436.91,+96.94%,268819.74,133331.24,+101.62%,88536.73,-89796.91,-198.60%,14.17,-28.74,-149.30%,177.95,155.37,+14.53%,19833614.6,18674147.27,+6.21%,17609825.16,16732518.88,+5.24%,1249694.47,1249694.47,0.00%,974094.97,691933.91,+40.78%,0.0796,7.9188
EHPL,Eastern Hydropower Limited,Hydro Power,391.40,2.43 Ar,-0.38%,-2.64%,-6.14%,-10.02%,-36.31%,+64.73%,9.91,39.51,5.03,89918.9,48268.4,+86.29%,83437.97,44762.24,+86.40%,30710.82,17936.45,+71.22%,9.91,11.57,-14.39%,77.86,75.81,+2.71%,1106949.99,1103767.77,+0.29%,624189.6,633742.96,-1.51%,620000.0,620000.0,0.00%,-137239.61,-149975.19,-8.49%,0.1273,1.293
ENL,Emerging Nepal Limited,Organized Fund,899.80,5.00 Ar,+1.10%,-0.02%,-2.20%,-3.76%,-19.75%,+218.74%,6.15,146.34,8.15,20292.62,513.66,"+3,850.59%",18641.74,-1501.87,"-1,341.23%",17080.73,-1894.32,"-1,001.68%",6.15,-1.36,-550.84%,110.46,108.52,+1.78%,655883.56,611043.45,+7.34%,42188.83,8096.1,+421.10%,555600.0,555600.0,0.00%,58094.73,47347.34,+22.70%,0.0557,0.0687
FMDBL,First Micro Finance Development Bank,Microcredit,795.00,10.69 Ar,-1.85%,-1.84%,-5.36%,-0.62%,+9.98%,+49.26%,10.47,75.92,6.2,200576.21,103271.27,+94.22%,97454.97,44841.81,+117.33%,70416.3,16840.53,+318.14%,10.47,5.01,+109.07%,128.31,132.54,-3.19%,5910806.41,5802112.17,+1.87%,4185174.24,4019557.44,+4.12%,1344871.32,1344871.32,0.00%,380760.84,437683.41,-13.01%,0.0816,2.4253
